sample4_PS_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
11:00:05
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1331.150
586.124	1318.138
586.252	1305.775
586.380	1300.150
586.508	1305.838
586.637	1315.900
586.765	1315.025
586.893	1321.225
587.021	1320.900
587.149	1325.350
587.277	1328.263
587.405	1340.450
587.533	1318.500
587.662	1343.325
587.790	1350.475
587.918	1349.987
588.046	1355.750
588.174	1345.550
588.302	1360.463
588.430	1349.662
588.558	1350.187
588.687	1356.888
588.815	1390.025
588.943	1367.525
589.071	1368.888
589.199	1393.500
589.327	1373.225
589.455	1351.950
589.583	1387.650
589.712	1382.600
589.840	1387.375
589.968	1365.075
590.096	1382.687
590.224	1386.013
590.352	1382.037
590.480	1383.625
590.608	1400.062
590.737	1387.612
590.865	1398.325
590.993	1399.775
591.121	1405.537
591.249	1398.500
591.377	1387.612
591.505	1405.900
591.633	1399.937
591.762	1415.675
591.890	1413.112
592.018	1404.437
592.146	1423.937
592.274	1429.588
592.402	1422.050
592.530	1416.950
592.658	1436.200
592.787	1428.650
592.915	1430.850
593.043	1448.250
593.171	1440.275
593.299	1463.525
593.427	1448.662
593.555	1457.763
593.683	1458.200
593.812	1460.338
593.940	1474.787
594.068	1479.937
594.196	1504.937
594.324	1468.375
594.452	1498.338
594.580	1510.412
594.708	1493.700
594.837	1499.375
594.965	1525.037
595.093	1524.475
595.221	1515.175
595.349	1534.750
595.477	1539.400
595.605	1533.588
595.733	1562.250
595.862	1541.862
595.990	1558.562
596.118	1566.963
596.246	1576.388
596.374	1573.900
596.502	1607.287
596.630	1605.737
596.758	1602.650
596.887	1606.125
597.015	1613.187
597.143	1598.600
597.271	1611.287
597.399	1622.287
597.527	1629.838
597.655	1626.362
597.783	1635.300
597.912	1625.638
598.040	1642.625
598.168	1637.550
598.296	1639.450
598.424	1632.975
598.552	1638.388
598.680	1643.900
598.808	1644.250
598.937	1668.862
599.065	1657.050
599.193	1654.213
599.321	1641.312
599.449	1677.437
599.577	1655.763
599.705	1646.412
599.833	1662.875
599.962	1656.513
600.090	1664.125
600.218	1672.362
600.346	1685.150
600.474	1682.912
600.602	1702.487
600.730	1693.487
600.858	1695.437
600.987	1688.412
601.115	1699.000
601.243	1693.600
601.371	1716.175
601.499	1706.150
601.627	1717.888
601.755	1738.475
601.883	1744.150
602.012	1737.225
602.140	1752.750
602.268	1777.912
602.396	1783.200
602.524	1769.138
602.652	1788.250
602.780	1780.175
602.908	1814.388
603.037	1813.975
603.165	1813.000
603.293	1841.900
603.421	1859.900
603.549	1844.825
603.677	1870.300
603.805	1863.463
603.933	1882.737
604.062	1878.750
604.190	1922.450
604.318	1903.412
604.446	1940.162
604.574	1925.787
604.702	1955.237
604.830	1956.750
604.958	1985.213
605.087	1988.000
605.215	2003.662
605.343	2013.450
605.471	2026.412
605.599	2029.963
605.727	2032.875
605.855	2052.887
605.983	2058.412
606.112	2069.512
606.240	2090.450
606.368	2099.325
606.496	2124.250
606.624	2101.287
606.752	2119.975
606.880	2115.625
607.008	2146.450
607.137	2155.225
607.265	2161.037
607.393	2192.338
607.521	2180.150
607.649	2177.988
607.777	2155.238
607.905	2180.062
608.033	2202.512
608.162	2183.625
608.290	2200.225
608.418	2239.975
608.546	2210.400
608.674	2241.312
608.802	2234.437
608.930	2259.162
609.058	2236.738
609.187	2237.525
609.315	2244.488
609.443	2258.512
609.571	2256.050
609.699	2262.750
609.827	2264.762
609.955	2264.225
610.083	2277.937
610.212	2275.200
610.340	2289.000
610.468	2292.675
610.596	2311.125
610.724	2313.437
610.852	2321.350
610.980	2306.687
611.108	2322.537
611.237	2313.537
611.365	2330.113
611.493	2334.750
611.621	2360.675
611.749	2378.537
611.877	2376.025
612.005	2366.412
612.133	2366.363
612.262	2376.812
612.390	2392.475
612.518	2400.150
612.646	2413.838
612.774	2419.262
612.902	2432.975
613.030	2429.100
613.158	2468.113
613.287	2480.875
613.415	2454.262
613.543	2461.425
613.671	2480.275
613.799	2516.525
613.927	2495.012
614.055	2506.463
614.183	2563.775
614.312	2513.187
614.440	2589.100
614.568	2550.475
614.696	2539.925
614.824	2683.625
614.952	2597.175
615.080	2589.350
615.208	2613.912
615.337	2628.550
615.465	2619.825
615.593	2643.175
615.721	2680.613
615.849	2688.675
615.977	2697.062
616.105	2737.062
616.233	2694.150
616.362	2769.687
616.490	2697.400
616.618	2711.350
616.746	2776.125
616.874	2837.050
617.002	2787.113
617.130	2844.175
617.258	2960.387
617.387	2857.025
617.515	2815.800
617.643	2835.062
617.771	2890.887
617.899	2882.937
618.027	2841.775
618.155	2987.950
618.283	2870.863
618.412	2902.187
618.540	2994.950
618.668	2942.338
618.796	2937.875
618.924	3075.900
619.052	2953.475
619.180	2976.912
619.308	2998.713
619.437	3023.037
