sample5_PS_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
11:01:42
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1366.237
586.124	1338.825
586.252	1332.550
586.380	1325.900
586.508	1326.838
586.637	1336.850
586.765	1338.562
586.893	1339.975
587.021	1348.550
587.149	1354.750
587.277	1350.075
587.405	1356.875
587.533	1335.175
587.662	1357.375
587.790	1363.875
587.918	1356.075
588.046	1371.550
588.174	1362.737
588.302	1386.312
588.430	1364.625
588.558	1382.825
588.687	1371.700
588.815	1405.713
588.943	1385.275
589.071	1380.187
589.199	1394.912
589.327	1390.900
589.455	1375.338
589.583	1385.687
589.712	1400.412
589.840	1396.050
589.968	1379.513
590.096	1401.838
590.224	1402.300
590.352	1392.850
590.480	1400.912
590.608	1396.013
590.737	1394.037
590.865	1393.937
590.993	1407.987
591.121	1396.713
591.249	1418.862
591.377	1410.287
591.505	1404.100
591.633	1407.612
591.762	1411.912
591.890	1428.487
592.018	1416.125
592.146	1420.112
592.274	1434.463
592.402	1420.200
592.530	1427.625
592.658	1430.375
592.787	1433.450
592.915	1423.400
593.043	1450.750
593.171	1443.275
593.299	1468.700
593.427	1449.088
593.555	1452.088
593.683	1446.175
593.812	1449.150
593.940	1479.850
594.068	1472.200
594.196	1495.763
594.324	1473.575
594.452	1503.775
594.580	1511.175
594.708	1496.312
594.837	1505.812
594.965	1510.763
595.093	1516.412
595.221	1522.125
595.349	1532.713
595.477	1526.963
595.605	1525.862
595.733	1558.825
595.862	1541.213
595.990	1546.100
596.118	1558.400
596.246	1556.050
596.374	1568.475
596.502	1591.625
596.630	1584.162
596.758	1592.875
596.887	1588.562
597.015	1616.088
597.143	1579.437
597.271	1603.925
597.399	1616.825
597.527	1626.937
597.655	1616.200
597.783	1634.588
597.912	1605.537
598.040	1618.350
598.168	1629.950
598.296	1634.037
598.424	1634.638
598.552	1626.763
598.680	1627.975
598.808	1618.600
598.937	1644.925
599.065	1632.312
599.193	1639.600
599.321	1620.125
599.449	1665.175
599.577	1637.987
599.705	1634.162
599.833	1634.550
599.962	1628.425
600.090	1633.800
600.218	1655.888
600.346	1661.975
600.474	1661.000
600.602	1668.888
600.730	1674.150
600.858	1686.513
600.987	1668.412
601.115	1679.388
601.243	1678.625
601.371	1699.213
601.499	1696.150
601.627	1687.825
601.755	1723.775
601.883	1717.050
602.012	1733.150
602.140	1721.800
602.268	1735.675
602.396	1743.350
602.524	1744.200
602.652	1751.937
602.780	1761.963
602.908	1774.937
603.037	1782.100
603.165	1805.500
603.293	1806.175
603.421	1822.750
603.549	1806.963
603.677	1856.862
603.805	1831.150
603.933	1862.500
604.062	1854.888
604.190	1878.487
604.318	1869.937
604.446	1901.050
604.574	1896.737
604.702	1907.487
604.830	1918.237
604.958	1934.713
605.087	1961.088
605.215	1955.713
605.343	1966.550
605.471	1983.862
605.599	1998.088
605.727	1996.050
605.855	2017.162
605.983	1997.662
606.112	2035.050
606.240	2043.287
606.368	2062.650
606.496	2072.675
606.624	2048.887
606.752	2074.375
606.880	2071.762
607.008	2108.312
607.137	2097.600
607.265	2121.800
607.393	2132.450
607.521	2136.875
607.649	2123.375
607.777	2112.000
607.905	2138.950
608.033	2150.037
608.162	2153.762
608.290	2142.562
608.418	2178.525
608.546	2155.488
608.674	2197.037
608.802	2166.900
608.930	2190.300
609.058	2187.500
609.187	2183.075
609.315	2202.075
609.443	2199.213
609.571	2228.725
609.699	2218.762
609.827	2210.213
609.955	2226.300
610.083	2224.975
610.212	2227.338
610.340	2215.812
610.468	2251.588
610.596	2273.400
610.724	2249.637
610.852	2263.937
610.980	2261.850
611.108	2270.700
611.237	2259.012
611.365	2274.713
611.493	2263.650
611.621	2298.988
611.749	2316.175
611.877	2319.363
612.005	2308.762
612.133	2309.338
612.262	2318.350
612.390	2336.437
612.518	2347.562
612.646	2358.850
612.774	2349.750
612.902	2371.762
613.030	2376.613
613.158	2409.550
613.287	2436.912
613.415	2410.662
613.543	2435.062
613.671	2425.162
613.799	2453.050
613.927	2446.387
614.055	2444.662
614.183	2526.175
614.312	2470.387
614.440	2515.262
614.568	2479.025
614.696	2494.012
614.824	2576.437
614.952	2530.863
615.080	2526.613
615.208	2569.762
615.337	2558.762
615.465	2565.000
615.593	2581.125
615.721	2632.625
615.849	2655.213
615.977	2646.475
616.105	2661.300
616.233	2634.562
616.362	2715.525
616.490	2641.562
616.618	2662.012
616.746	2717.588
616.874	2770.100
617.002	2719.425
617.130	2781.200
617.258	2863.662
617.387	2764.425
617.515	2775.475
617.643	2805.775
617.771	2836.825
617.899	2834.350
618.027	2797.050
618.155	2920.437
618.283	2837.738
618.412	2836.162
618.540	2928.825
618.668	2883.412
618.796	2888.762
618.924	3015.425
619.052	2909.500
619.180	2904.887
619.308	2953.912
619.437	2960.725
619.565	2961.550
619.693	2934.125
619.821	2983.125
619.949	2972.187
620.077	3031.613
620.205	3032.338
620.333	3033.537
620.462	3079.750
620.590	3116.800
620.718	3042.912
620.846	3159.637
620.974	3151.838
621.102	3112.812
621.230	3056.625
621.358	3225.012
621.487	3103.088
621.615	3131.662
621.743	3175.562
621.871	3160.137
621.999	3226.537
622.127	3154.900
622.255	3212.387
622.383	3188.375
622.512	3200.238
622.640	3339.963
622.768	3173.950
622.896	3205.088
623.024	3209.287
623.152	3313.238
623.280	3306.950
623.408	3238.387
623.537	3272.412
623.665	3252.300
623.793	3317.812
623.921	3258.637
624.049	3280.338
624.177	3300.613
624.305	3351.713
624.433	3347.062
624.562	3333.950
624.690	3360.700
624.818	3419.512
624.946	3529.187
625.074	3413.450
625.202	3367.750
625.330	3348.250
625.458	3463.475
625.587	3397.187
625.715	3481.750
625.843	3546.200
625.971	3455.512
626.099	3443.762
626.227	3454.575
626.355	3443.162
626.483	3558.287
626.612	3484.213
626.740	3477.500
626.868	3524.675
626.996	3485.512
627.124	3501.062
627.252	3500.687
627.380	3575.400
627.508	3567.812
627.637	3524.550
627.765	3569.488
627.893	3590.637
628.021	3581.713
628.149	3635.300
628.277	3646.900
628.405	3717.738
628.533	3614.150
628.662	3708.812
628.790	3659.900
628.918	3678.637
629.046	3691.875
629.174	3703.262
