sample5_PP_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
11:01:56
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	984.638
586.124	955.425
586.252	954.250
586.380	962.925
586.508	970.888
586.637	965.675
586.765	967.538
586.893	973.175
587.021	978.475
587.149	987.350
587.277	977.638
587.405	984.038
587.533	969.112
587.662	989.875
587.790	994.462
587.918	986.862
588.046	988.763
588.174	981.350
588.302	1002.075
588.430	990.862
588.558	991.425
588.687	990.163
588.815	1005.925
588.943	1008.100
589.071	994.900
589.199	1005.450
589.327	996.475
589.455	986.513
589.583	999.350
589.712	1008.000
589.840	998.763
589.968	993.312
590.096	1000.400
590.224	1005.913
590.352	1006.200
590.480	1003.100
590.608	1009.600
590.737	995.800
590.865	1024.275
590.993	1015.175
591.121	1001.400
591.249	1013.875
591.377	1008.437
591.505	1011.562
591.633	1007.962
591.762	1005.825
591.890	1025.650
592.018	1013.425
592.146	1022.937
592.274	1038.500
592.402	1019.638
592.530	1025.325
592.658	1033.900
592.787	1028.787
592.915	1022.525
593.043	1031.525
593.171	1032.463
593.299	1046.362
593.427	1034.463
593.555	1036.900
593.683	1043.513
593.812	1041.888
593.940	1052.713
594.068	1048.875
594.196	1072.037
594.324	1051.862
594.452	1054.812
594.580	1068.213
594.708	1059.425
594.837	1067.125
594.965	1075.187
595.093	1082.400
595.221	1065.713
595.349	1087.775
595.477	1081.400
595.605	1081.050
595.733	1110.162
595.862	1090.687
595.990	1092.550
596.118	1087.787
596.246	1108.562
596.374	1117.812
596.502	1111.937
596.630	1114.950
596.758	1114.500
596.887	1112.987
597.015	1129.000
597.143	1104.812
597.271	1117.687
597.399	1129.062
597.527	1124.888
597.655	1123.338
597.783	1135.312
597.912	1115.463
598.040	1134.750
598.168	1132.987
598.296	1134.287
598.424	1123.100
598.552	1125.963
598.680	1120.287
598.808	1135.037
598.937	1143.312
599.065	1135.638
599.193	1132.475
599.321	1124.763
599.449	1142.737
599.577	1133.225
599.705	1136.088
599.833	1137.187
599.962	1127.037
600.090	1146.825
600.218	1129.537
600.346	1146.987
600.474	1145.487
600.602	1148.487
600.730	1138.025
600.858	1155.362
600.987	1139.937
601.115	1153.362
601.243	1146.187
601.371	1154.562
601.499	1149.088
601.627	1151.600
601.755	1162.888
601.883	1158.250
602.012	1177.513
602.140	1166.687
602.268	1175.800
602.396	1174.737
602.524	1183.187
602.652	1187.862
602.780	1176.187
602.908	1201.862
603.037	1195.875
603.165	1194.362
603.293	1213.925
603.421	1216.412
603.549	1199.838
603.677	1234.537
603.805	1216.775
603.933	1229.263
604.062	1229.325
604.190	1238.562
604.318	1222.737
604.446	1247.338
604.574	1245.412
604.702	1250.950
604.830	1263.600
604.958	1254.000
605.087	1280.287
605.215	1266.325
605.343	1276.900
605.471	1271.750
605.599	1283.150
605.727	1272.338
605.855	1288.100
605.983	1285.987
606.112	1306.162
606.240	1298.800
606.368	1295.475
606.496	1304.875
606.624	1295.850
606.752	1306.200
606.880	1308.875
607.008	1317.812
607.137	1329.862
607.265	1320.975
607.393	1348.687
607.521	1338.125
607.649	1342.200
607.777	1324.162
607.905	1334.662
608.033	1333.775
608.162	1336.975
608.290	1337.300
608.418	1340.687
608.546	1357.125
608.674	1358.650
608.802	1343.950
608.930	1359.437
609.058	1356.287
609.187	1354.925
609.315	1353.125
609.443	1352.888
609.571	1351.075
609.699	1357.850
609.827	1356.737
609.955	1359.050
610.083	1365.125
610.212	1362.175
610.340	1372.175
610.468	1373.838
610.596	1383.963
610.724	1373.000
610.852	1374.225
610.980	1364.275
611.108	1369.263
611.237	1373.487
611.365	1383.662
611.493	1380.625
611.621	1397.400
611.749	1387.050
611.877	1392.525
612.005	1389.987
612.133	1408.800
612.262	1405.525
612.390	1405.862
612.518	1411.825
612.646	1410.912
612.774	1423.200
612.902	1422.125
613.030	1423.675
613.158	1426.537
613.287	1466.650
613.415	1441.362
613.543	1443.912
613.671	1438.750
613.799	1465.138
613.927	1442.750
614.055	1455.937
614.183	1468.325
614.312	1467.175
614.440	1464.388
614.568	1462.200
614.696	1481.062
614.824	1474.963
614.952	1480.362
615.080	1508.550
615.208	1500.362
615.337	1512.650
615.465	1509.175
615.593	1515.800
615.721	1539.425
615.849	1539.125
615.977	1538.463
616.105	1536.437
616.233	1532.000
616.362	1554.250
616.490	1542.312
616.618	1561.350
616.746	1543.025
616.874	1571.600
617.002	1577.275
617.130	1592.825
617.258	1586.325
617.387	1588.200
617.515	1596.975
617.643	1609.088
617.771	1599.037
617.899	1611.062
618.027	1596.437
618.155	1613.500
618.283	1620.037
618.412	1625.850
618.540	1618.787
618.668	1628.213
618.796	1617.187
618.924	1636.800
619.052	1646.963
619.180	1645.138
619.308	1653.250
619.437	1637.750
619.565	1654.362
619.693	1648.588
619.821	1653.775
619.949	1650.900
620.077	1657.838
620.205	1664.450
620.333	1667.537
620.462	1673.862
620.590	1681.175
620.718	1679.300
620.846	1685.588
620.974	1714.750
621.102	1670.588
621.230	1678.875
621.358	1714.187
621.487	1697.850
621.615	1711.825
621.743	1728.162
621.871	1698.912
621.999	1696.200
622.127	1710.900
622.255	1711.000
622.383	1713.187
622.512	1715.300
622.640	1729.088
622.768	1718.138
622.896	1726.950
623.024	1718.287
623.152	1750.937
623.280	1735.888
623.408	1744.562
623.537	1746.050
623.665	1758.013
623.793	1756.362
623.921	1758.175
624.049	1748.100
624.177	1770.338
624.305	1771.100
624.433	1783.888
624.562	1779.737
624.690	1765.862
624.818	1788.050
624.946	1792.588
625.074	1781.888
625.202	1819.437
625.330	1779.150
625.458	1806.450
625.587	1814.937
625.715	1818.125
625.843	1806.388
625.971	1823.550
626.099	1830.325
626.227	1833.675
626.355	1820.437
626.483	1838.162
626.612	1822.075
626.740	1835.963
626.868	1847.162
626.996	1847.675
627.124	1839.900
627.252	1834.088
627.380	1874.200
627.508	1857.200
627.637	1861.275
627.765	1860.475
627.893	1888.213
628.021	1877.862
628.149	1902.963
628.277	1912.750
628.405	1925.338
628.533	1904.763
628.662	1897.875
628.790	1909.800
628.918	1912.150
629.046	1919.537
629.174	1917.950
629.302	1932.275
629.430	1933.425
629.558	1941.737
629.687	1951.513
629.815	1947.700
629.943	1955.575
630.071	1969.412
630.199	1974.450
630.327	1961.662
630.455	1969.388
630.583	2012.013
630.712	2005.300
630.840	1982.412
630.968	2028.213
631.096	2025.463
631.224	2007.263
631.352	2024.125
631.480	2024.425
631.608	2020.775
631.737	2035.425
631.865	2075.150
631.993	2042.612
632.121	2067.025
632.249	2071.012
632.377	2081.000
632.505	2065.312
632.633	2075.225
632.762	2096.887
632.890	2096.312
633.018	2085.925
633.146	2105.937
633.274	2108.213
633.402	2085.125
633.530	2117.012
633.658	2119.150
633.787	2118.925
633.915	2137.625
634.043	2120.963
634.171	2146.850
634.299	2152.187
634.427	2144.988
634.555	2147.738
634.683	2153.787
634.812	2144.925
634.940	2163.387
635.068	2148.925
635.196	2153.225
635.324	2183.375
635.452	2181.687
635.580	2163.025
635.708	2156.300
635.837	2164.200
635.965	2175.125
636.093	2176.775
636.221	2185.100
636.349	2180.937
636.477	2171.525
636.605	2186.975
636.733	2169.500
636.862	2148.700
636.990	2162.350
637.118	2175.613
637.246	2159.875
637.374	2160.588
637.502	2172.312
637.630	2177.387
637.758	2177.925
637.887	2183.912
638.015	2182.175
638.143	2202.075
638.271	2188.937
638.399	2191.700
638.527	2156.738
638.655	2184.275
638.783	2221.300
638.912	2186.162
639.040	2180.363
639.168	2202.450
639.296	2194.625
639.424	2224.875
639.552	2208.700
639.680	2228.500
639.808	2213.725
639.937	2186.262
640.065	2202.975
640.193	2229.750
640.321	2221.850
640.449	2236.150
640.577	2228.687
640.705	2201.863
640.833	2230.100
640.962	2237.537
641.090	2234.450
641.218	2236.738
641.346	2235.287
641.474	2222.588
641.602	2229.937
641.730	2255.262
641.858	2253.550
641.987	2256.700
642.115	2249.988
642.243	2278.300
642.371	2304.012
642.499	2268.312
642.627	2288.287
642.755	2290.088
642.883	2309.088
643.012	2292.625
643.140	2311.575
643.268	2299.375
643.396	2312.500
643.524	2333.800
643.652	2319.275
643.780	2308.137
643.908	2327.963
644.037	2339.037
644.165	2341.588
644.293	2332.387
644.421	2331.463
644.549	2348.137
644.677	2358.613
644.805	2347.850
644.933	2341.338
645.062	2373.000
645.190	2352.988
645.318	2336.425
645.446	2371.588
645.574	2381.300
645.702	2378.287
645.830	2411.525
645.958	2385.113
646.087	2428.187
646.215	2390.412
646.343	2425.562
646.471	2407.700
646.599	2420.437
646.727	2393.250
646.855	2416.963
646.983	2423.625
647.112	2429.350
647.240	2463.512
647.368	2416.450
647.496	2431.025
647.624	2422.825
647.752	2412.700
647.880	2444.088
648.008	2432.963
648.137	2413.738
648.265	2421.488
648.393	2412.625
648.521	2443.937
648.649	2460.125
648.777	2424.562
648.905	2448.450
649.033	2431.875
649.162	2424.850
649.290	2447.363
649.418	2408.687
649.546	2430.900
649.674	2453.950
649.802	2455.662
649.930	2451.075
650.058	2432.075
650.187	2452.863
650.315	2423.150
650.443	2463.750
650.571	2457.600
650.699	2461.425
650.827	2459.713
650.955	2436.588
651.083	2441.550
651.212	2440.687
651.340	2452.187
651.468	2434.512
651.596	2444.350
651.724	2425.713
651.852	2434.375
651.980	2416.625
652.108	2457.375
652.237	2434.662
652.365	2454.937
652.493	2426.588
652.621	2435.975
652.749	2452.500
652.877	2426.588
653.005	2438.812
653.133	2452.863
653.262	2442.637
653.390	2434.100
653.518	2454.425
653.646	2439.162
653.774	2497.650
653.902	2460.062
654.030	2431.012
654.158	2413.713
654.287	2452.162
654.415	2443.500
654.543	2433.400
654.671	2456.900
654.799	2434.963
654.927	2450.775
655.055	2419.875
655.183	2444.637
655.312	2424.088
655.440	2442.412
655.568	2427.425
655.696	2460.600
655.824	2475.262
655.952	2454.312
656.080	2426.662
656.208	2475.450
656.337	2423.725
656.465	2453.775
656.593	2455.775
656.721	2454.475
656.849	2457.137
656.977	2446.887
657.105	2435.950
657.233	2440.300
657.362	2431.350
657.490	2439.100
657.618	2435.075
657.746	2439.488
657.874	2424.687
658.002	2429.475
658.130	2436.350
658.258	2451.613
658.387	2445.963
658.515	2431.738
658.643	2444.988
658.771	2441.050
658.899	2453.363
659.027	2453.988
659.155	2457.500
659.283	2472.338
659.412	2431.037
659.540	2473.437
659.668	2451.037
659.796	2431.863
659.924	2469.613
660.052	2450.675
660.180	2437.625
660.308	2458.937
660.437	2441.387
660.565	2447.875
660.693	2450.162
660.821	2434.550
660.949	2440.137
661.077	2441.262
661.205	2454.575
661.333	2416.950
661.462	2472.125
661.590	2488.662
661.718	2447.975
661.846	2468.375
661.974	2482.963
662.102	2449.600
662.230	2451.275
662.358	2432.425
662.487	2454.662
662.615	2445.437
662.743	2446.287
662.871	2460.637
662.999	2439.650
663.127	2438.000
663.255	2470.213
663.383	2483.088
663.512	2459.350
663.640	2466.300
663.768	2442.675
663.896	2478.363
664.024	2474.037
664.152	2452.637
664.280	2477.512
664.408	2451.250
664.537	2474.088
664.665	2445.887
664.793	2424.738
664.921	2440.812
665.049	2458.475
665.177	2460.650
665.305	2474.650
665.433	2450.675
665.562	2459.213
665.690	2479.775
665.818	2499.787
665.946	2468.387
666.074	2469.800
666.202	2456.363
666.330	2455.675
666.458	2480.687
666.587	2435.988
666.715	2478.000
666.843	2464.213
666.971	2455.963
667.099	2458.963
667.227	2480.463
667.355	2472.062
667.483	2456.575
667.612	2485.375
667.740	2476.275
667.868	2514.525
667.996	2475.287
668.124	2478.000
668.252	2476.775
668.380	2463.650
668.508	2486.238
668.637	2482.925
668.765	2477.825
668.893	2485.150
669.021	2475.650
669.149	2479.937
669.277	2478.187
669.405	2470.238
669.533	2507.700
669.662	2519.463
669.790	2475.437
669.918	2499.850
670.046	2476.187
670.174	2481.088
670.302	2502.075
670.430	2487.425
670.558	2476.338
670.687	2473.450
670.815	2533.137
670.943	2460.613
671.071	2474.963
671.199	2474.550
671.327	2468.825
671.455	2481.262
671.583	2477.562
671.712	2526.900
671.840	2463.975
671.968	2453.637
672.096	2462.150
672.224	2459.488
672.352	2486.062
672.480	2461.475
672.608	2457.850
672.737	2455.363
672.865	2492.625
672.993	2451.838
