sample10_PS_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
11:07:37
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1044.275
586.124	1023.850
586.252	1009.612
586.380	997.875
586.508	1019.962
586.637	1016.612
586.765	1008.700
586.893	1028.912
587.021	1015.975
587.149	1037.263
587.277	1028.525
587.405	1028.650
587.533	1014.775
587.662	1049.812
587.790	1050.787
587.918	1042.050
588.046	1053.287
588.174	1040.612
588.302	1046.263
588.430	1041.500
588.558	1054.000
588.687	1047.312
588.815	1066.650
588.943	1054.225
589.071	1045.375
589.199	1066.888
589.327	1063.013
589.455	1036.375
589.583	1059.662
589.712	1064.388
589.840	1065.100
589.968	1052.662
590.096	1077.400
590.224	1064.013
590.352	1076.900
590.480	1066.100
590.608	1070.575
590.737	1055.900
590.865	1076.375
590.993	1069.812
591.121	1074.600
591.249	1086.588
591.377	1071.963
591.505	1066.287
591.633	1067.550
591.762	1073.900
591.890	1085.575
592.018	1080.338
592.146	1089.687
592.274	1097.838
592.402	1084.638
592.530	1089.963
592.658	1086.850
592.787	1095.750
592.915	1089.037
593.043	1087.525
593.171	1105.725
593.299	1116.400
593.427	1095.625
593.555	1097.225
593.683	1108.050
593.812	1107.912
593.940	1113.200
594.068	1114.362
594.196	1147.013
594.324	1117.750
594.452	1133.025
594.580	1140.713
594.708	1134.925
594.837	1133.800
594.965	1145.287
595.093	1144.325
595.221	1145.338
595.349	1168.888
595.477	1161.812
595.605	1146.838
595.733	1179.100
595.862	1170.775
595.990	1169.638
596.118	1186.250
596.246	1178.700
596.374	1196.075
596.502	1205.213
596.630	1196.062
596.758	1200.800
596.887	1202.187
597.015	1217.925
597.143	1186.237
597.271	1191.175
597.399	1212.138
597.527	1224.787
597.655	1208.487
597.783	1227.513
597.912	1217.250
598.040	1219.338
598.168	1214.562
598.296	1225.400
598.424	1225.250
598.552	1223.400
598.680	1215.937
598.808	1213.787
598.937	1243.213
599.065	1229.600
599.193	1228.575
599.321	1225.437
599.449	1241.912
599.577	1230.862
599.705	1222.200
599.833	1242.300
599.962	1232.112
600.090	1234.287
600.218	1231.763
600.346	1232.338
600.474	1250.487
600.602	1246.987
600.730	1248.062
600.858	1248.550
600.987	1251.075
601.115	1251.888
601.243	1247.700
601.371	1261.513
601.499	1255.888
601.627	1268.350
601.755	1277.500
601.883	1274.850
602.012	1273.937
602.140	1262.362
602.268	1302.662
602.396	1281.138
602.524	1297.225
602.652	1300.338
602.780	1293.687
602.908	1316.725
603.037	1321.237
603.165	1320.812
603.293	1327.475
603.421	1348.375
603.549	1336.650
603.677	1371.562
603.805	1340.213
603.933	1350.588
604.062	1354.112
604.190	1378.812
604.318	1362.112
604.446	1390.300
604.574	1400.838
604.702	1393.175
604.830	1400.187
604.958	1414.675
605.087	1423.975
605.215	1423.375
605.343	1428.975
605.471	1435.700
605.599	1449.062
605.727	1439.850
605.855	1462.088
605.983	1444.875
606.112	1465.125
606.240	1475.950
606.368	1477.950
606.496	1484.062
606.624	1461.775
606.752	1480.787
606.880	1494.000
607.008	1497.888
607.137	1508.138
607.265	1504.400
607.393	1524.287
607.521	1518.925
607.649	1518.937
607.777	1505.487
607.905	1521.975
608.033	1526.575
608.162	1540.375
608.290	1532.513
608.418	1533.437
608.546	1534.987
608.674	1564.612
608.802	1531.225
608.930	1552.487
609.058	1547.075
609.187	1547.412
609.315	1553.888
609.443	1556.237
609.571	1563.562
609.699	1567.737
609.827	1568.825
609.955	1554.050
610.083	1570.687
610.212	1575.950
610.340	1583.525
610.468	1568.500
610.596	1594.662
610.724	1575.763
610.852	1597.900
610.980	1587.513
611.108	1595.925
611.237	1593.450
611.365	1605.187
611.493	1592.838
611.621	1617.487
611.749	1624.350
611.877	1630.000
612.005	1608.763
612.133	1629.000
612.262	1610.100
612.390	1641.162
612.518	1638.000
612.646	1628.437
612.774	1643.625
612.902	1640.112
613.030	1662.912
613.158	1666.213
613.287	1698.287
613.415	1671.013
613.543	1676.175
613.671	1678.737
613.799	1678.088
613.927	1687.350
614.055	1704.575
614.183	1704.775
614.312	1697.150
614.440	1712.375
614.568	1720.250
614.696	1734.700
614.824	1720.425
614.952	1724.225
615.080	1749.737
615.208	1756.662
615.337	1756.850
615.465	1763.675
615.593	1774.463
615.721	1778.062
615.849	1790.787
615.977	1808.112
616.105	1792.075
616.233	1813.862
616.362	1811.388
616.490	1815.138
616.618	1824.362
616.746	1835.875
616.874	1839.775
617.002	1864.500
617.130	1871.625
617.258	1849.062
617.387	1859.713
617.515	1865.050
617.643	1874.075
617.771	1877.662
617.899	1889.287
618.027	1883.737
618.155	1907.812
618.283	1895.737
618.412	1906.625
618.540	1903.575
618.668	1925.400
618.796	1918.388
618.924	1919.650
619.052	1929.850
619.180	1928.150
619.308	1940.825
619.437	1943.850
619.565	1940.325
619.693	1943.213
619.821	1967.537
619.949	1933.162
620.077	1941.588
620.205	1957.175
620.333	1979.937
620.462	1968.425
620.590	1988.600
620.718	1978.800
620.846	1982.713
620.974	2041.725
621.102	1977.088
621.230	1995.375
621.358	2017.525
621.487	1999.325
621.615	1998.737
621.743	2026.775
621.871	2015.362
621.999	2015.987
622.127	2009.075
622.255	2018.862
