sample2_PP_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
10:56:07
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1939.925
586.124	1913.162
586.252	1924.625
586.380	1913.562
586.508	1929.037
586.637	1941.225
586.765	1939.275
586.893	1950.625
587.021	1971.700
587.149	1981.175
587.277	1987.300
587.405	2001.850
587.533	1989.475
587.662	2029.037
587.790	2020.050
587.918	2025.862
588.046	2037.763
588.174	2031.013
588.302	2036.250
588.430	2055.400
588.558	2050.838
588.687	2042.975
588.815	2092.238
588.943	2079.125
589.071	2078.250
589.199	2110.225
589.327	2098.750
589.455	2077.400
589.583	2105.800
589.712	2127.912
589.840	2143.838
589.968	2132.550
590.096	2145.000
590.224	2158.562
590.352	2151.812
590.480	2165.137
590.608	2174.050
590.737	2164.512
590.865	2198.575
590.993	2177.175
591.121	2204.738
591.249	2204.937
591.377	2204.050
591.505	2220.012
591.633	2222.213
591.762	2246.575
591.890	2300.375
592.018	2243.662
592.146	2250.225
592.274	2273.363
592.402	2271.838
592.530	2269.687
592.658	2359.850
592.787	2309.525
592.915	2353.637
593.043	2319.125
593.171	2320.887
593.299	2349.812
593.427	2344.550
593.555	2335.762
593.683	2348.650
593.812	2385.250
593.940	2396.125
594.068	2400.075
594.196	2441.500
594.324	2406.287
594.452	2442.775
594.580	2452.800
594.708	2471.937
594.837	2470.475
594.965	2516.012
595.093	2519.175
595.221	2528.012
595.349	2609.825
595.477	2535.137
595.605	2543.463
595.733	2573.363
595.862	2692.525
595.990	2585.625
596.118	2612.100
596.246	2719.225
596.374	2650.213
596.502	2649.412
596.630	2675.937
596.758	2668.450
596.887	2675.875
597.015	2683.687
597.143	2695.738
597.271	2689.200
597.399	2688.863
597.527	2697.687
597.655	2732.713
597.783	2713.825
597.912	2732.350
598.040	2767.550
598.168	2806.588
598.296	2739.113
598.424	2768.775
598.552	2807.988
598.680	2757.162
598.808	2930.887
598.937	2809.162
599.065	2807.100
599.193	2912.012
599.321	2910.562
599.449	2839.312
599.577	2816.262
599.705	2908.287
599.833	2831.012
599.962	2845.412
600.090	2931.750
600.218	2902.037
600.346	2985.925
600.474	2897.000
600.602	2856.400
600.730	2937.338
600.858	2905.287
600.987	3076.275
601.115	2959.400
601.243	2949.963
601.371	2966.325
601.499	2987.287
601.627	3006.375
601.755	3002.363
601.883	3058.625
602.012	3042.600
602.140	3015.088
602.268	3144.812
602.396	3082.000
602.524	3113.937
602.652	3105.062
602.780	3125.900
602.908	3136.400
603.037	3195.238
603.165	3197.025
603.293	3212.825
603.421	3218.238
603.549	3237.262
603.677	3301.425
603.805	3297.363
603.933	3305.562
604.062	3402.325
604.190	3364.062
604.318	3351.375
604.446	3360.700
604.574	3423.662
604.702	3419.950
604.830	3442.700
604.958	3456.975
605.087	3511.437
605.215	3504.537
605.343	3484.300
605.471	3549.838
605.599	3554.012
605.727	3561.650
605.855	3601.287
605.983	3589.887
606.112	3590.900
606.240	3616.687
606.368	3649.912
606.496	3848.725
606.624	3656.762
606.752	3725.975
606.880	3858.050
607.008	3946.350
607.137	3914.650
607.265	3735.150
607.393	3791.062
607.521	3895.613
607.649	3786.075
607.777	3822.787
607.905	3854.687
608.033	3856.588
608.162	3833.725
608.290	3919.000
608.418	3866.075
608.546	3903.412
608.674	3937.338
608.802	3908.275
608.930	3912.025
609.058	3907.412
609.187	3971.950
609.315	3977.012
609.443	3929.750
609.571	4035.800
609.699	3945.925
609.827	4003.800
609.955	4022.425
610.083	3980.275
610.212	3986.488
610.340	4006.875
610.468	4081.775
610.596	4069.687
610.724	4109.600
610.852	4047.875
610.980	4079.475
611.108	4155.488
611.237	4059.000
611.365	4088.437
611.493	4075.787
611.621	4144.525
611.749	4138.450
611.877	4159.525
612.005	4175.725
612.133	4193.775
612.262	4175.262
612.390	4185.937
612.518	4240.775
612.646	4339.937
612.774	4231.988
612.902	4249.937
613.030	4287.663
613.158	4383.950
613.287	4325.875
613.415	4317.825
613.543	4306.400
613.671	4329.250
613.799	4401.050
613.927	4408.475
614.055	4410.050
614.183	4546.850
614.312	4415.325
614.440	4577.750
614.568	4488.087
614.696	4475.812
614.824	4648.775
614.952	4539.350
615.080	4519.650
615.208	4590.600
615.337	4578.387
615.465	4602.562
615.593	4622.400
615.721	4655.587
615.849	4693.663
615.977	4714.962
616.105	4765.962
616.233	4697.687
616.362	4797.913
616.490	4748.525
616.618	4732.850
616.746	4816.425
616.874	4872.187
617.002	4846.613
617.130	4890.600
617.258	5007.850
617.387	4883.212
617.515	4856.100
617.643	4921.400
617.771	4968.137
617.899	4967.150
618.027	4916.937
618.155	5035.613
618.283	4952.012
618.412	4975.325
618.540	5077.312
618.668	5017.837
618.796	5006.613
618.924	5136.363
619.052	5016.675
619.180	4999.900
619.308	5046.725
619.437	5096.575
619.565	5083.775
619.693	5055.575
619.821	5103.275
619.949	5058.900
620.077	5112.087
620.205	5148.788
620.333	5148.900
620.462	5140.387
620.590	5216.163
620.718	5102.800
620.846	5235.488
620.974	5243.712
621.102	5185.413
621.230	5143.613
621.358	5282.762
621.487	5161.125
621.615	5170.800
621.743	5233.450
621.871	5216.187
621.999	5310.462
622.127	5220.937
622.255	5263.712
622.383	5223.587
622.512	5255.000
622.640	5408.900
622.768	5228.300
622.896	5266.900
623.024	5269.525
623.152	5379.850
623.280	5364.462
623.408	5278.163
623.537	5337.837
623.665	5297.250
623.793	5338.000
623.921	5314.687
624.049	5310.075
624.177	5329.863
624.305	5397.600
624.433	5382.012
624.562	5376.712
624.690	5403.637
624.818	5455.387
624.946	5556.562
625.074	5435.837
625.202	5397.488
625.330	5389.800
625.458	5476.613
625.587	5423.625
625.715	5490.038
625.843	5587.863
625.971	5463.587
626.099	5481.738
626.227	5459.450
626.355	5435.275
626.483	5551.312
626.612	5429.925
626.740	5455.075
626.868	5524.988
626.996	5457.250
627.124	5472.637
627.252	5468.462
627.380	5522.437
627.508	5501.337
627.637	5449.800
627.765	5499.550
627.893	5500.800
628.021	5522.400
628.149	5537.538
628.277	5554.413
628.405	5633.113
628.533	5513.337
628.662	5583.738
628.790	5559.275
628.918	5511.050
629.046	5534.637
629.174	5547.863
629.302	5683.100
629.430	5545.575
629.558	5570.462
629.687	5594.137
629.815	5585.087
629.943	5629.562
630.071	5608.988
630.199	5633.363
630.327	5641.550
630.455	5612.288
630.583	5722.262
630.712	5657.187
630.840	5669.863
630.968	5709.050
631.096	5668.538
631.224	5650.587
631.352	5671.512
631.480	5702.187
631.608	5679.637
631.737	5786.363
631.865	5878.137
631.993	5715.775
632.121	5803.613
632.249	5799.175
632.377	5780.575
632.505	5773.275
632.633	5686.225
632.762	5780.725
632.890	5874.587
633.018	5705.788
633.146	5795.062
633.274	5784.413
633.402	5762.512
633.530	5729.525
633.658	5879.137
633.787	5678.125
633.915	5785.913
634.043	5739.687
634.171	5731.762
634.299	5766.288
634.427	5851.825
634.555	5771.562
634.683	5718.238
634.812	5722.937
634.940	5722.137
635.068	5661.738
635.196	5717.825
635.324	5714.337
635.452	5787.337
635.580	5645.925
635.708	5666.663
635.837	5714.012
635.965	5665.712
636.093	5625.550
636.221	5590.312
636.349	5689.725
636.477	5546.825
636.605	5752.613
636.733	5547.650
636.862	5545.800
636.990	5578.712
637.118	5610.250
637.246	5561.637
637.374	5511.250
637.502	5506.925
637.630	5463.038
637.758	5487.337
637.887	5448.475
638.015	5431.663
638.143	5404.012
638.271	5412.825
638.399	5394.687
638.527	5393.163
638.655	5359.887
638.783	5491.387
638.912	5410.363
639.040	5367.962
639.168	5396.275
639.296	5331.962
639.424	5449.113
639.552	5301.837
639.680	5326.625
639.808	5349.387
639.937	5265.837
640.065	5270.550
640.193	5382.025
640.321	5251.175
640.449	5301.187
640.577	5358.837
640.705	5271.788
640.833	5370.775
640.962	5221.863
641.090	5223.850
641.218	5200.038
641.346	5219.000
641.474	5229.400
641.602	5185.900
641.730	5202.613
641.858	5175.275
641.987	5198.187
642.115	5166.400
642.243	5214.312
642.371	5202.538
642.499	5168.538
642.627	5183.488
642.755	5227.988
642.883	5209.875
643.012	5166.863
643.140	5103.587
643.268	5127.750
643.396	5149.062
643.524	5274.250
643.652	5139.625
643.780	5136.937
643.908	5106.062
644.037	5241.887
644.165	5102.775
644.293	5136.000
644.421	5053.850
644.549	5155.512
644.677	5069.413
644.805	5128.937
644.933	5041.625
645.062	5058.425
645.190	5039.712
645.318	5123.812
645.446	5041.837
645.574	5060.350
645.702	5030.750
645.830	5189.525
645.958	4969.000
646.087	5157.038
646.215	4994.125
646.343	5159.675
646.471	5022.562
646.599	5045.675
646.727	4965.525
646.855	4963.925
646.983	4997.012
647.112	4902.762
647.240	5090.113
647.368	4932.437
647.496	4982.712
647.624	4884.012
647.752	4894.413
647.880	4863.850
648.008	4854.087
648.137	4852.738
648.265	4830.163
648.393	4829.288
648.521	4815.238
648.649	4805.175
648.777	4815.262
648.905	4764.475
649.033	4773.587
649.162	4752.762
649.290	4721.238
649.418	4773.187
649.546	4731.363
649.674	4751.100
649.802	4698.750
649.930	4822.400
650.058	4595.800
650.187	4656.738
650.315	4587.062
650.443	4680.012
650.571	4586.363
650.699	4557.712
650.827	4521.300
650.955	4544.238
651.083	4544.350
651.212	4582.562
651.340	4566.000
651.468	4483.250
651.596	4441.337
651.724	4423.937
651.852	4410.137
651.980	4390.675
652.108	4477.812
652.237	4404.475
652.365	4442.663
652.493	4325.200
652.621	4343.100
652.749	4385.150
652.877	4260.375
653.005	4292.837
653.133	4274.087
653.262	4288.250
653.390	4211.450
653.518	4346.163
653.646	4228.337
653.774	4398.562
653.902	4205.163
654.030	4170.225
654.158	4157.700
654.287	4125.525
654.415	4149.163
654.543	4138.850
654.671	4156.875
654.799	4101.425
654.927	4049.662
655.055	4044.562
655.183	4055.800
655.312	4050.887
655.440	4048.562
655.568	3974.150
655.696	4081.275
655.824	4097.650
655.952	3985.262
656.080	3944.238
656.208	4079.975
656.337	3932.238
656.465	3950.225
656.593	3960.162
656.721	3888.838
656.849	3959.575
656.977	3863.550
657.105	3875.937
657.233	3823.463
657.362	3822.838
657.490	3804.400
657.618	3785.512
657.746	3802.225
657.874	3756.325
658.002	3730.600
658.130	3746.525
658.258	3701.650
658.387	3717.613
658.515	3685.775
658.643	3720.738
658.771	3679.687
658.899	3677.037
659.027	3682.637
659.155	3662.463
659.283	3818.425
659.412	3630.125
659.540	3713.537
659.668	3588.200
659.796	3630.025
659.924	3644.537
660.052	3545.312
660.180	3556.363
660.308	3566.900
660.437	3529.875
660.565	3508.812
660.693	3490.238
660.821	3482.850
660.949	3468.512
661.077	3459.400
661.205	3465.075
661.333	3432.750
661.462	3521.800
661.590	3468.838
661.718	3601.250
661.846	3487.838
661.974	3576.900
662.102	3418.625
662.230	3404.800
662.358	3373.238
662.487	3371.588
662.615	3339.975
662.743	3280.562
662.871	3333.312
662.999	3285.588
663.127	3272.450
663.255	3414.963
663.383	3372.963
663.512	3254.738
663.640	3277.687
663.768	3226.925
663.896	3228.350
664.024	3298.575
664.152	3216.725
664.280	3249.400
664.408	3219.325
664.537	3263.187
664.665	3146.363
664.793	3133.437
664.921	3149.350
665.049	3143.650
665.177	3148.825
665.305	3147.463
665.433	3128.937
665.562	3083.125
665.690	3112.525
665.818	3266.800
665.946	3118.463
666.074	3070.238
666.202	3019.662
666.330	3091.825
666.458	3071.425
666.587	2978.825
666.715	2997.050
666.843	2979.187
666.971	2956.625
667.099	2982.687
667.227	2964.762
667.355	2982.312
667.483	2940.787
667.612	2940.875
667.740	2954.588
667.868	2989.725
667.996	2923.400
668.124	2881.225
668.252	2874.137
668.380	2862.088
668.508	2871.775
668.637	2853.588
668.765	2830.662
668.893	2870.750
669.021	2802.075
669.149	2861.150
669.277	2865.900
669.405	2789.488
669.533	2782.588
669.662	3052.113
669.790	2785.100
669.918	2843.213
670.046	2746.875
670.174	2838.113
670.302	2799.250
670.430	2746.162
670.558	2798.488
670.687	2721.625
670.815	2823.850
670.943	2687.550
671.071	2704.300
671.199	2718.750
671.327	2668.637
671.455	2673.475
671.583	2653.650
671.712	2755.363
671.840	2653.037
671.968	2626.925
672.096	2608.000
672.224	2618.312
672.352	2679.050
672.480	2595.625
672.608	2563.338
672.737	2567.762
672.865	2642.825
672.993	2534.400
