sample3_PS_at_750.00nm_cut_at_1008.00Y_01.dat
15.05.2023
10:57:36
cut middle at Y: 1008.00
top cursor: 1048 down cursor: 968 mean of: 80 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1218.400
586.124	1200.300
586.252	1185.050
586.380	1188.312
586.508	1179.875
586.637	1198.400
586.765	1189.312
586.893	1196.050
587.021	1203.675
587.149	1208.838
587.277	1215.763
587.405	1221.000
587.533	1212.875
587.662	1216.562
587.790	1232.475
587.918	1237.625
588.046	1235.875
588.174	1210.562
588.302	1239.100
588.430	1244.875
588.558	1239.950
588.687	1245.750
588.815	1274.888
588.943	1251.463
589.071	1255.687
589.199	1263.062
589.327	1246.037
589.455	1242.487
589.583	1263.912
589.712	1265.275
589.840	1259.825
589.968	1247.062
590.096	1269.437
590.224	1275.450
590.352	1260.437
590.480	1266.750
590.608	1286.937
590.737	1258.450
590.865	1285.638
590.993	1280.575
591.121	1277.312
591.249	1289.737
591.377	1280.662
591.505	1294.162
591.633	1273.900
591.762	1298.125
591.890	1301.062
592.018	1295.638
592.146	1294.625
592.274	1322.237
592.402	1304.162
592.530	1312.575
592.658	1314.963
592.787	1324.800
592.915	1314.275
593.043	1317.150
593.171	1328.987
593.299	1344.250
593.427	1336.725
593.555	1345.000
593.683	1328.625
593.812	1344.150
593.940	1356.237
594.068	1360.475
594.196	1382.625
594.324	1360.412
594.452	1367.675
594.580	1388.338
594.708	1377.050
594.837	1396.150
594.965	1401.312
595.093	1399.088
595.221	1406.375
595.349	1422.763
595.477	1417.787
595.605	1424.138
595.733	1459.175
595.862	1447.187
595.990	1441.888
596.118	1452.713
596.246	1462.862
596.374	1488.550
596.502	1497.037
596.630	1474.412
596.758	1482.750
596.887	1490.125
597.015	1510.025
597.143	1475.312
597.271	1508.975
597.399	1518.450
597.527	1517.888
597.655	1517.650
597.783	1520.912
597.912	1523.437
598.040	1522.687
598.168	1531.825
598.296	1530.550
598.424	1540.850
598.552	1536.025
598.680	1526.675
598.808	1533.675
598.937	1544.750
599.065	1558.713
599.193	1541.150
599.321	1539.975
599.449	1566.963
599.577	1551.987
599.705	1557.138
599.833	1559.388
599.962	1557.237
600.090	1569.937
600.218	1568.550
600.346	1574.388
600.474	1595.987
600.602	1576.675
600.730	1587.537
600.858	1601.437
600.987	1593.800
601.115	1594.700
601.243	1596.362
601.371	1600.562
601.499	1603.875
601.627	1620.475
601.755	1619.325
601.883	1630.125
602.012	1668.225
602.140	1648.062
602.268	1658.487
602.396	1673.450
602.524	1674.450
602.652	1690.388
602.780	1682.275
602.908	1702.638
603.037	1717.025
603.165	1719.400
603.293	1735.750
603.421	1746.575
603.549	1728.412
603.677	1776.362
603.805	1757.350
603.933	1770.187
604.062	1792.425
604.190	1817.362
604.318	1799.125
604.446	1842.650
604.574	1832.013
604.702	1841.062
604.830	1848.662
604.958	1878.025
605.087	1889.937
605.215	1899.562
605.343	1901.175
605.471	1908.588
605.599	1911.687
605.727	1939.062
605.855	1944.625
605.983	1942.713
606.112	1975.963
606.240	1978.513
606.368	1992.950
606.496	1984.050
606.624	1995.937
606.752	2010.700
606.880	2020.737
607.008	2039.987
607.137	2043.888
607.265	2040.487
607.393	2066.637
607.521	2074.475
607.649	2068.975
607.777	2061.225
607.905	2076.812
608.033	2090.350
608.162	2092.613
608.290	2098.088
608.418	2116.200
608.546	2100.037
608.674	2142.475
608.802	2114.550
608.930	2124.588
609.058	2124.762
609.187	2138.338
609.315	2144.975
609.443	2154.912
609.571	2161.463
609.699	2157.475
609.827	2161.000
609.955	2172.525
610.083	2167.250
610.212	2162.488
610.340	2180.137
