401,0.0410
402,0.0416
403,0.0425
404,0.0442
405,0.0455
406,0.0470
407,0.0488
408,0.0517
409,0.0536
410,0.0555
411,0.0574
412,0.0604
413,0.0622
414,0.0639
415,0.0664
416,0.0678
417,0.0692
418,0.0704
419,0.0718
420,0.0725
421,0.0731
422,0.0735
423,0.0736
424,0.0733
425,0.0731
426,0.0723
427,0.0717
428,0.0708
429,0.0695
430,0.0680
431,0.0668
432,0.0654
433,0.0630
434,0.0615
435,0.0601
436,0.0584
437,0.0558
438,0.0541
439,0.0525
440,0.0503
441,0.0486
442,0.0473
443,0.0454
444,0.0442
445,0.0431
446,0.0423
447,0.0413
448,0.0406
449,0.0403
450,0.0399
451,0.0399
452,0.0399
453,0.0401
454,0.0406
455,0.0411
456,0.0418
457,0.0430
458,0.0438
459,0.0446
460,0.0464
461,0.0474
462,0.0485
463,0.0497
464,0.0516
465,0.0528
466,0.0539
467,0.0556
468,0.0569
469,0.0579
470,0.0597
471,0.0606
472,0.0616
473,0.0630
474,0.0636
475,0.0645
476,0.0652
477,0.0661
478,0.0664
479,0.0669
480,0.0672
481,0.0674
482,0.0675
483,0.0674
484,0.0673
485,0.0672
486,0.0668
487,0.0664
488,0.0658
489,0.0650
490,0.0643
491,0.0637
492,0.0630
493,0.0617
494,0.0609
495,0.0600
496,0.0585
497,0.0577
498,0.0567
499,0.0552
500,0.0542
501,0.0532
502,0.0516
503,0.0506
504,0.0497
505,0.0482
506,0.0473
507,0.0464
508,0.0453
509,0.0446
510,0.0439
511,0.0429
512,0.0422
513,0.0417
514,0.0409
515,0.0406
516,0.0403
517,0.0397
518,0.0395
519,0.0394
520,0.0394
521,0.0394
522,0.0396
523,0.0398
524,0.0401
525,0.0402
526,0.0407
527,0.0410
528,0.0415
529,0.0422
530,0.0427
531,0.0432
532,0.0440
533,0.0448
534,0.0455
535,0.0464
536,0.0471
537,0.0478
538,0.0490
539,0.0496
540,0.0506
541,0.0513
542,0.0521
543,0.0530
544,0.0536
545,0.0544
546,0.0554
547,0.0560
548,0.0567
549,0.0575
550,0.0582
551,0.0586
552,0.0593
553,0.0598
554,0.0602
555,0.0608
556,0.0610
557,0.0615
558,0.0617
559,0.0620
560,0.0623
561,0.0624
562,0.0624
563,0.0626
564,0.0626
565,0.0626
566,0.0625
567,0.0624
568,0.0621
569,0.0619
570,0.0617
571,0.0613
572,0.0610
573,0.0606
574,0.0603
575,0.0599
576,0.0595
577,0.0588
578,0.0585
579,0.0578
580,0.0572
581,0.0567
582,0.0561
583,0.0555
584,0.0548
585,0.0539
586,0.0534
587,0.0524
588,0.0520
589,0.0515
590,0.0507
591,0.0501
592,0.0491
593,0.0485
594,0.0481
595,0.0474
596,0.0469
597,0.0464
598,0.0455
599,0.0450
600,0.0443
601,0.0438
602,0.0433
603,0.0428
604,0.0424
605,0.0419
606,0.0416
607,0.0413
608,0.0409
609,0.0407
610,0.0402
611,0.0400
612,0.0399
613,0.0398
614,0.0397
615,0.0395
616,0.0394
617,0.0394
618,0.0395
619,0.0394
620,0.0394
621,0.0395
622,0.0397
623,0.0398
624,0.0399
625,0.0402
626,0.0404
627,0.0406
628,0.0408
629,0.0410
630,0.0413
631,0.0416
632,0.0420
633,0.0424
634,0.0428
635,0.0432
636,0.0435
637,0.0438
638,0.0444
639,0.0449
640,0.0456
641,0.0459
642,0.0464
643,0.0468
644,0.0473
645,0.0478
646,0.0482
647,0.0489
648,0.0494
649,0.0496
650,0.0501
651,0.0506
652,0.0513
653,0.0515
654,0.0527
655,0.0528
656,0.0528
657,0.0530
658,0.0534
659,0.0536
660,0.0538
661,0.0548
662,0.0553
663,0.0555
664,0.0559
665,0.0562
666,0.0567
667,0.0568
668,0.0571
669,0.0574
670,0.0576
671,0.0579
672,0.0580
673,0.0583
674,0.0584
675,0.0583
676,0.0584
677,0.0586
678,0.0588
679,0.0590
680,0.0590
681,0.0589
682,0.0588
683,0.0589
684,0.0589
685,0.0589
686,0.0587
687,0.0588
688,0.0587
689,0.0584
690,0.0583
691,0.0584
692,0.0583
693,0.0581
694,0.0579
695,0.0575
696,0.0573
697,0.0570
698,0.0567
699,0.0566
700,0.0566
701,0.0561
702,0.0559
703,0.0557
704,0.0555
705,0.0551
706,0.0546
707,0.0542
708,0.0537
709,0.0535
710,0.0530
711,0.0528
712,0.0525
713,0.0522
714,0.0520
715,0.0517
716,0.0512
717,0.0506
718,0.0502
719,0.0496
720,0.0495
721,0.0494
722,0.0489
723,0.0486
724,0.0484
725,0.0477
726,0.0475
727,0.0471
728,0.0469
729,0.0462
730,0.0460
731,0.0459
732,0.0457
733,0.0450
734,0.0445
735,0.0442
736,0.0441
737,0.0439
738,0.0435
739,0.0431
740,0.0430
741,0.0427
742,0.0423
743,0.0420
744,0.0419
745,0.0417
746,0.0415
747,0.0412
748,0.0411
749,0.0407
