450,0.9266
451,0.9232
452,0.9214
453,0.9219
454,0.9253
455,0.9268
456,0.9291
457,0.9310
458,0.9329
459,0.9393
460,0.9450
461,0.9465
462,0.9484
463,0.9512
464,0.9513
465,0.9507
466,0.9508
467,0.9501
468,0.9492
469,0.9455
470,0.9426
471,0.9408
472,0.9363
473,0.9325
474,0.9277
475,0.9247
476,0.9253
477,0.9243
478,0.9247
479,0.9265
480,0.9294
481,0.9316
482,0.9322
483,0.9358
484,0.9398
485,0.9409
486,0.9453
487,0.9447
488,0.9500
489,0.9544
490,0.9560
491,0.9577
492,0.9570
493,0.9570
494,0.9550
495,0.9519
496,0.9506
497,0.9520
498,0.9527
499,0.9514
500,0.9480
501,0.9449
502,0.9405
503,0.9365
504,0.9348
505,0.9333
506,0.9303
507,0.9293
508,0.9331
509,0.9386
510,0.9396
511,0.9382
512,0.9365
513,0.9379
514,0.9394
515,0.9393
516,0.9409
517,0.9469
518,0.9507
519,0.9534
520,0.9549
521,0.9559
522,0.9543
523,0.9527
524,0.9517
525,0.9516
526,0.9558
527,0.9546
528,0.9506
529,0.9487
530,0.9483
531,0.9488
532,0.9476
533,0.9414
534,0.9386
535,0.9356
536,0.9351
537,0.9298
538,0.9232
539,0.9239
540,0.9247
541,0.9250
542,0.9233
543,0.9256
544,0.9296
545,0.9315
546,0.9356
547,0.9371
548,0.9405
549,0.9472
550,0.9499
551,0.9507
552,0.9527
553,0.9557
554,0.9589
555,0.9637
556,0.9593
557,0.9544
558,0.9530
559,0.9552
560,0.9594
561,0.9613
562,0.9601
563,0.9569
564,0.9532
565,0.9497
566,0.9484
567,0.9491
568,0.9457
569,0.9399
570,0.9351
571,0.9348
572,0.9362
573,0.9353
574,0.9302
575,0.9266
576,0.9224
577,0.9200
578,0.9212
579,0.9256
580,0.9285
581,0.9303
582,0.9245
583,0.9274
584,0.9297
585,0.9276
586,0.9282
587,0.9316
588,0.9349
589,0.9367
590,0.9405
591,0.9427
592,0.9504
593,0.9582
594,0.9604
595,0.9595
596,0.9641
597,0.9647
598,0.9668
599,0.9662
600,0.9666
601,0.9635
602,0.9585
603,0.9508
604,0.9470
605,0.9474
606,0.9482
607,0.9482
608,0.9471
609,0.9462
610,0.9507
611,0.9489
612,0.9465
613,0.9436
614,0.9409
615,0.9428
616,0.9425
617,0.9414
618,0.9404
619,0.9380
620,0.9354
621,0.9313
622,0.9317
623,0.9316
624,0.9305
625,0.9305
626,0.9266
627,0.9237
628,0.9275
629,0.9283
630,0.9322
631,0.9335
632,0.9350
633,0.9430
634,0.9450
635,0.9483
636,0.9520
637,0.9553
638,0.9546
639,0.9567
640,0.9592
641,0.9567
642,0.9579
643,0.9591
644,0.9618
645,0.9618
646,0.9642
647,0.9641
648,0.9637
649,0.9631
650,0.9616
