90pol_90_140_at_750.00nm_cut_at_984.50Y_01.dat
24.04.2023
10:46:58
cut middle at Y: 984.50
top cursor: 1008 down cursor: 961 mean of: 47 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	21097.468
586.124	20579.106
586.252	20324.468
586.380	20457.362
586.508	20481.043
586.637	20521.170
586.765	20639.489
586.893	20659.957
587.021	20644.468
587.149	20722.064
587.277	20706.383
587.405	20849.723
587.533	20814.553
587.662	21003.894
587.790	20853.340
587.918	20760.532
588.046	20874.745
588.174	20819.681
588.302	20956.064
588.430	20798.468
588.558	20771.319
588.687	20899.894
588.815	20876.064
588.943	20870.106
589.071	20898.170
589.199	20865.894
589.327	20891.404
589.455	20809.298
589.583	20931.766
589.712	20962.064
589.840	20890.191
589.968	20895.660
590.096	20911.830
590.224	20924.234
590.352	20926.298
590.480	20917.894
590.608	20893.426
590.737	20984.043
590.865	20991.851
590.993	20886.191
591.121	21011.979
591.249	20959.809
591.377	20949.489
591.505	20986.191
591.633	20956.851
591.762	20991.149
591.890	21154.936
592.018	20990.277
592.146	21023.851
592.274	21039.702
592.402	21078.851
592.530	21084.255
592.658	21340.915
592.787	21202.511
592.915	21404.532
593.043	21279.213
593.171	21330.787
593.299	21354.085
593.427	21438.043
593.555	21587.319
593.683	21488.660
593.812	21680.106
593.940	21616.404
594.068	21760.979
594.196	21794.851
594.324	21890.149
594.452	21900.021
594.580	21950.596
594.708	22046.638
594.837	22033.596
594.965	22159.489
595.093	22253.128
595.221	22191.447
595.349	22462.574
595.477	22426.191
595.605	22435.234
595.733	22470.894
595.862	22716.766
595.990	22608.872
596.118	22584.298
596.246	22881.128
596.374	22806.064
596.502	22867.191
596.630	22818.915
596.758	22915.638
596.887	22881.000
597.015	22916.596
597.143	23011.596
597.271	22994.340
597.399	23063.021
597.527	22990.787
597.655	23031.851
597.783	22969.255
597.912	23068.638
598.040	23055.128
598.168	23107.277
598.296	23091.213
598.424	23057.128
598.552	23092.234
598.680	23060.149
598.808	23141.723
598.937	23023.660
599.065	22985.426
599.193	23020.447
599.321	23110.213
599.449	22941.766
599.577	22980.702
599.705	23041.596
599.833	22973.191
599.962	23003.213
600.090	23078.957
600.218	23080.106
600.346	23157.617
600.474	23107.936
600.602	23124.213
600.730	23212.553
600.858	23290.255
600.987	23387.277
601.115	23292.277
601.243	23439.596
601.371	23430.574
601.499	23462.149
601.627	23594.894
601.755	23563.426
601.883	23759.489
602.012	23817.064
602.140	23828.043
602.268	23974.979
602.396	23957.957
602.524	24106.340
602.652	24161.191
602.780	24241.447
602.908	24310.532
603.037	24416.170
603.165	24458.723
603.293	24575.894
603.421	24662.191
603.549	24741.851
603.677	24926.957
603.805	24932.660
603.933	25064.447
604.062	25257.574
604.190	25202.085
604.318	25357.638
604.446	25438.511
604.574	25521.064
604.702	25720.000
604.830	25735.574
604.958	25847.191
605.087	25978.511
605.215	25948.085
605.343	26059.596
605.471	26187.830
605.599	26290.872
605.727	26311.936
605.855	26404.638
605.983	26428.404
606.112	26474.340
606.240	26490.383
606.368	26582.830
606.496	26783.000
606.624	26580.532
606.752	26700.106
606.880	26775.596
607.008	26934.957
607.137	26883.000
607.265	26697.681
607.393	26765.723
607.521	26856.340
607.649	26833.702
607.777	26800.447
607.905	26825.830
608.033	26736.447
608.162	26777.872
608.290	26732.489
608.418	26758.596
608.546	26750.021
608.674	26725.936
608.802	26738.957
608.930	26710.915
609.058	26700.255
609.187	26843.681
609.315	26731.702
609.443	26777.468
609.571	26797.979
609.699	26759.149
609.827	26767.745
609.955	26706.149
610.083	26649.000
610.212	26733.511
610.340	26638.894
610.468	26838.745
610.596	26799.532
610.724	26834.468
610.852	26806.596
610.980	26791.766
611.108	26857.681
611.237	26803.638
611.365	26854.447
611.493	26850.447
611.621	26987.277
611.749	26983.191
611.877	27116.809
612.005	27087.702
612.133	27275.085
612.262	27365.660
612.390	27380.745
