0pol_70_120_at_750.00nm_cut_at_984.50Y_01.dat
24.04.2023
10:54:10
cut middle at Y: 984.50
top cursor: 1008 down cursor: 961 mean of: 47 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	12861.851
586.124	12543.170
586.252	12465.298
586.380	12536.447
586.508	12551.213
586.637	12650.511
586.765	12687.128
586.893	12701.128
587.021	12790.234
587.149	12841.617
587.277	12777.255
587.405	12869.702
587.533	12792.383
587.662	12946.021
587.790	12916.574
587.918	12839.787
588.046	12861.532
588.174	12831.170
588.302	12869.404
588.430	12816.000
588.558	12813.021
588.687	12883.213
588.815	12860.362
588.943	12846.426
589.071	12826.617
589.199	12902.277
589.327	12885.106
589.455	12842.149
589.583	12973.660
589.712	12983.511
589.840	12868.745
589.968	12892.340
590.096	12883.574
590.224	12911.447
590.352	12897.766
590.480	12953.596
590.608	12895.915
590.737	12988.447
590.865	12979.255
590.993	12897.426
591.121	12972.064
591.249	12957.000
591.377	12951.277
591.505	12971.191
591.633	12973.043
591.762	12987.170
591.890	13149.617
592.018	12969.043
592.146	12990.489
592.274	13070.021
592.402	13022.021
592.530	13090.596
592.658	13313.660
592.787	13167.979
592.915	13260.319
593.043	13214.234
593.171	13176.149
593.299	13246.745
593.427	13292.234
593.555	13333.277
593.683	13316.681
593.812	13371.532
593.940	13356.043
594.068	13406.915
594.196	13512.170
594.324	13546.532
594.452	13474.915
594.580	13534.745
594.708	13566.574
594.837	13552.957
594.965	13653.574
595.093	13634.723
595.221	13715.745
595.349	13872.894
595.477	13755.553
595.605	13814.681
595.733	13735.574
595.862	14001.213
595.990	13807.021
596.118	13867.851
596.246	14087.277
596.374	13922.830
596.502	13946.362
596.630	13963.766
596.758	13937.043
596.887	13972.957
597.015	14010.979
597.143	13987.638
597.271	14019.064
597.399	13994.362
597.527	14030.043
597.655	13989.362
597.783	13970.043
597.912	13947.383
598.040	13963.787
598.168	14018.745
598.296	14036.362
598.424	13957.064
598.552	13989.766
598.680	13885.404
598.808	14047.298
598.937	13964.298
599.065	13977.468
599.193	14038.894
599.321	14076.383
599.449	13870.532
599.577	13956.787
599.705	13981.872
599.833	13959.851
599.962	13987.319
600.090	14024.298
600.218	14048.404
600.346	14125.340
600.474	14044.468
600.602	14048.000
600.730	14082.851
600.858	14154.213
600.987	14303.064
601.115	14231.894
601.243	14226.787
601.371	14236.128
601.499	14270.170
601.627	14382.617
601.755	14363.723
601.883	14449.213
602.012	14479.638
602.140	14448.957
602.268	14610.809
602.396	14548.468
602.524	14651.681
602.652	14634.170
602.780	14657.106
602.908	14699.106
603.037	14783.489
603.165	14806.255
603.293	14869.511
603.421	14845.234
603.549	14939.255
603.677	15054.936
603.805	14991.851
603.933	15057.128
604.062	15179.638
604.190	15169.064
604.318	15234.468
604.446	15268.894
604.574	15271.149
604.702	15346.340
604.830	15339.936
604.958	15412.723
605.087	15448.894
605.215	15479.383
605.343	15494.426
605.471	15519.362
605.599	15606.043
605.727	15559.213
605.855	15696.660
605.983	15669.830
606.112	15713.128
606.240	15686.574
606.368	15709.362
606.496	15931.574
606.624	15757.404
606.752	15839.723
606.880	15887.255
607.008	15991.809
607.137	15903.340
607.265	15755.660
607.393	15861.574
607.521	15923.468
607.649	15810.723
607.777	15801.447
607.905	15929.383
608.033	15852.085
608.162	15832.596
608.290	15901.106
608.418	15783.404
608.546	15887.894
608.674	15864.021
608.802	15802.553
608.930	15830.660
609.058	15822.936
609.187	15911.915
609.315	15878.468
609.443	15881.000
609.571	15931.872
609.699	15823.660
609.827	15857.085
609.955	15893.064
610.083	15837.723
610.212	15821.787
610.340	15829.787
610.468	15913.851
610.596	15905.149
610.724	15925.426
610.852	15894.596
610.980	15868.128
611.108	15901.553
611.237	15841.553
611.365	15888.872
611.493	15866.085
611.621	15897.617
611.749	15945.319
611.877	15986.170
612.005	15956.191
612.133	15999.043
612.262	16004.787
612.390	16061.255
612.518	16157.638
612.646	16215.191
612.774	16101.702
612.902	16209.830
613.030	16287.170
613.158	16373.574
613.287	16291.766
613.415	16271.277
613.543	16187.064
613.671	16303.128
613.799	16356.596
613.927	16283.532
614.055	16253.957
614.183	16445.021
614.312	16379.511
614.440	16533.298
614.568	16457.936
614.696	16562.489
614.824	16682.787
614.952	16479.681
615.080	16558.936
615.208	16701.213
615.337	16662.979
615.465	16782.574
615.593	16938.915
615.721	17019.404
615.849	17113.000
615.977	17134.553
616.105	17059.021
616.233	17031.830
616.362	17086.128
616.490	17157.894
616.618	17180.340
616.746	17195.085
616.874	17299.872
617.002	17202.128
617.130	17250.915
617.258	17437.255
617.387	17311.851
617.515	17325.894
617.643	17366.128
617.771	17361.064
617.899	17360.319
618.027	17344.936
618.155	17441.553
618.283	17360.170
618.412	17408.702
618.540	17434.957
618.668	17417.277
618.796	17465.404
618.924	17553.404
619.052	17500.191
619.180	17488.468
619.308	17489.149
619.437	17490.383
619.565	17483.106
619.693	17459.532
619.821	17490.468
619.949	17437.511
620.077	17532.660
620.205	17508.745
620.333	17503.447
620.462	17556.872
620.590	17563.191
620.718	17465.787
620.846	17560.426
620.974	17561.000
621.102	17550.979
621.230	17526.340
621.358	17620.894
621.487	17466.851
621.615	17502.745
621.743	17535.489
621.871	17531.064
621.999	17623.064
622.127	17505.255
622.255	17522.000
622.383	17548.809
622.512	17520.915
622.640	17621.234
622.768	17519.872
622.896	17538.830
623.024	17514.128
623.152	17594.191
623.280	17563.021
623.408	17488.383
623.537	17528.851
623.665	17480.553
623.793	17526.681
623.921	17464.426
624.049	17483.362
624.177	17453.170
624.305	17465.660
624.433	17486.745
624.562	17550.234
624.690	17447.383
624.818	17542.723
624.946	17649.936
625.074	17525.277
625.202	17457.915
625.330	17452.340
625.458	17492.766
625.587	17519.596
625.715	17483.298
625.843	17626.383
625.971	17536.596
626.099	17516.511
626.227	17518.149
626.355	17420.340
626.483	17606.681
626.612	17595.596
626.740	17569.617
626.868	17561.979
626.996	17573.532
627.124	17466.979
627.252	17578.234
627.380	17652.936
627.508	17626.362
627.637	17646.596
627.765	17630.702
627.893	17675.213
628.021	17726.617
628.149	17980.723
628.277	18087.489
628.405	18067.894
628.533	17794.149
628.662	17827.638
628.790	17805.957
628.918	17829.894
629.046	17835.043
629.174	17976.894
629.302	18214.894
629.430	18064.766
629.558	17967.149
629.687	17947.064
629.815	18032.255
629.943	18040.362
630.071	18060.979
630.199	18163.149
630.327	18093.787
630.455	18128.681
630.583	18242.872
630.712	18122.574
630.840	18235.787
630.968	18267.936
631.096	18217.319
631.224	18234.277
631.352	18270.872
631.480	18275.277
631.608	18303.511
631.737	18426.617
631.865	18485.638
631.993	18275.149
632.121	18447.319
632.249	18397.277
632.377	18457.277
632.505	18379.894
632.633	18210.021
632.762	18320.745
632.890	18337.021
633.018	18221.298
633.146	18414.617
633.274	18264.809
633.402	18307.021
633.530	18203.106
633.658	18406.489
633.787	18153.723
633.915	18267.851
634.043	18204.745
634.171	18181.936
634.299	18161.681
634.427	18178.723
634.555	18123.191
634.683	18074.362
634.812	18033.787
634.940	18010.404
635.068	17937.191
635.196	17974.638
635.324	17933.745
635.452	17938.426
635.580	17944.809
635.708	17811.489
635.837	17880.255
635.965	17791.511
636.093	17720.191
636.221	17748.617
636.349	17814.660
636.477	17652.426
636.605	17770.915
636.733	17552.957
636.862	17581.021
636.990	17537.660
637.118	17576.894
637.246	17552.064
637.374	17459.979
637.502	17419.191
637.630	17412.957
637.758	17397.106
637.887	17375.511
638.015	17314.702
638.143	17341.021
638.271	17281.851
638.399	17296.298
638.527	17259.362
638.655	17288.362
638.783	17401.043
638.912	17245.553
639.040	17211.255
639.168	17274.617
639.296	17170.638
639.424	17308.468
639.552	17124.255
639.680	17334.043
639.808	17191.894
639.937	17161.319
640.065	17091.191
640.193	17213.553
640.321	17102.596
640.449	17123.596
640.577	17229.064
640.705	17143.085
640.833	17234.574
