Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD];TA11 [mOD];TA12 [mOD];TA13 [mOD];TA14 [mOD];TA15 [mOD];TA16 [mOD];TA17 [mOD];TA18 [mOD];TA19 [mOD];TA20 [mOD]
1820;-0.016882;0.154632;-0.010807;0.176267;0.121672;0.191015;0.032432;-0.090230;-0.002402;0.027550;0.077170;0.157335;0.195411;0.123713;0.275888;-0.043968;0.035294;0.082134;-0.114129;0.082867
1830;0.004825;0.039818;0.112779;-0.024922;0.131953;0.089495;-0.064551;0.015631;-0.125695;-0.037263;0.073131;-0.096562;0.067375;0.016435;0.164551;-0.063725;0.032960;-0.010411;0.012019;-0.128233
1840;-0.089849;0.142079;0.032822;-0.053241;0.131483;0.120449;0.009613;0.271315;0.094066;0.143221;-0.018478;-0.016806;-0.141980;0.075923;-0.102855;0.150712;0.019645;-0.001202;0.128813;0.269067
1850;0.087999;-0.121374;0.005602;0.085464;0.034881;-0.101585;-0.008004;0.038886;0.152922;-0.223269;0.202676;0.069305;0.049589;0.068878;0.244657;-0.081296;0.100653;0.060479;-0.099001;-0.072547
1860;0.228294;0.151632;0.217153;0.099157;0.082883;0.147593;-0.102875;0.017228;0.089240;-0.071287;-0.082369;0.026019;-0.174675;0.089651;0.063432;-0.176482;0.044096;0.046841;-0.041732;0.014432
1870;0.086707;-0.017266;-0.032043;0.083787;-0.102093;-0.355300;0.050478;-0.041681;-0.073989;0.004001;-0.062204;0.171048;0.091701;0.119816;0.202281;0.074786;-0.022890;0.071716;0.055250;0.094125
1880;-0.018875;-0.210329;-0.073266;0.023625;0.121120;-0.008021;0.092888;0.016453;-0.023203;0.095571;0.052191;0.165436;0.069282;0.097716;-0.026043;0.009215;0.144355;0.159194;-0.060426;0.176981
1890;0.026057;0.175037;-0.114424;-0.161582;0.097616;0.042106;0.134111;0.045686;-0.010402;-0.140390;0.141083;0.071225;-0.042047;0.106619;0.059733;-0.076593;-0.026869;0.117353;0.182457;0.030832
1900;-0.077900;0.101507;-0.169583;0.000802;0.219433;0.101391;-0.145055;-0.175814;-0.032396;-0.112637;-0.082222;-0.032081;0.100846;-0.173781;-0.118070;0.247586;-0.006814;0.073465;0.191511;0.074110
1910;0.276499;0.011660;0.018801;-0.075347;0.066455;0.037325;0.057653;0.165676;0.074183;0.236180;0.063311;-0.005602;0.040887;0.034832;0.232179;0.129771;-0.039699;0.005614;0.204469;-0.018027
1920;0.113171;0.164586;0.203384;0.110396;0.038060;0.033726;0.130011;0.062905;-0.072328;0.080172;-0.193355;-0.024022;-0.049650;-0.166651;-0.225433;0.177909;0.042127;0.008433;0.113348;-0.085709
1930;0.177426;0.049429;0.054820;0.119659;-0.011623;0.096602;0.034110;-0.040505;-0.040080;0.099500;0.076460;0.326461;0.130832;-0.012041;0.030877;0.114716;0.193856;0.088349;-0.018811;0.175652
1940;0.102328;-0.003610;0.078384;-0.436076;0.056848;0.138701;0.363530;0.050902;0.080445;0.022846;0.085341;0.122871;0.126727;-0.083699;0.333863;0.175445;-0.024069;0.235707;0.326835;-0.138596
1950;-0.014050;0.101081;0.184562;0.149130;-0.086100;0.002006;-0.083407;-0.177023;-0.036417;0.079368;0.050362;-0.153765;-0.086796;-0.044035;-0.031253;0.069187;-0.035697;-0.031675;-0.013226;0.088490
1960;-0.072201;-0.172853;-0.079626;-0.023268;0.070537;-0.012055;0.167804;0.117730;-0.001599;-0.016048;0.103101;0.012799;0.233212;0.146537;0.141040;0.018016;-0.016442;0.061016;0.006802;0.155263
1970;0.056972;0.195774;-0.132876;0.150596;-0.091955;0.012050;0.094507;0.179400;-0.133794;-0.139984;-0.005599;0.050084;-0.129828;-0.001200;0.061368;-0.126620;-0.117534;-0.008411;-0.052937;0.082761
1980;0.083967;-0.074793;-0.099618;-0.035709;0.027651;-0.089684;0.040929;-0.032032;0.050901;-0.076490;0.218884;-0.064063;0.163386;-0.015221;-0.005223;0.044865;0.088664;-0.002805;-0.112201;0.002405
1990;-0.124305;0.126668;-0.004398;0.073832;-0.030440;0.178221;-0.100159;0.174259;-0.179869;0.282499;0.065254;0.005201;0.089285;0.059282;-0.093395;0.146048;-0.002006;-0.078659;-0.034487;0.043196
2000;-0.040897;0.063865;0.157653;0.086739;0.071257;0.092818;-0.047651;0.065456;-0.182120;-0.018812;0.056574;0.062776;-0.164575;-0.001204;0.090904;-0.158302;0.042143;-0.054653;-0.276576;0.265464
