Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD];TA11 [mOD];TA12 [mOD];TA13 [mOD];TA14 [mOD];TA15 [mOD];TA16 [mOD];TA17 [mOD];TA18 [mOD];TA19 [mOD];TA20 [mOD]
590;-0.203228;-0.030555;-0.144835;-0.167005;-0.068880;-0.097820;-0.025657;-0.184080;-0.080655;0.018397;-0.175457;-0.127146;-0.123548;0.023253;-0.063629;-0.114948;-0.109187;0.082628;-0.116464;0.008422
600;0.040170;-0.120686;-0.262735;-0.057331;-0.070165;0.115065;-0.067324;-0.225637;-0.209661;-0.170009;-0.064475;-0.177100;-0.159688;-0.042086;-0.132657;-0.155758;-0.127551;-0.015231;-0.131122;-0.131333
610;-0.117797;-0.045001;-0.022865;-0.164182;0.069379;-0.179482;0.008430;-0.019250;-0.185849;0.014022;-0.052481;-0.255807;-0.145596;-0.054920;-0.124199;-0.145155;-0.046964;-0.059343;-0.011650;0.006011
620;-0.076584;-0.440684;-0.048082;-0.169510;-0.131019;-0.179282;-0.255786;-0.050542;-0.072545;-0.187719;-0.048350;-0.059308;-0.235367;-0.027643;-0.020452;0.036785;-0.046164;0.035339;0.003609;0.014836
630;-0.054985;0.049799;-0.233891;-0.117518;0.170407;-0.027678;-0.042882;-0.195940;-0.520487;-0.070559;-0.109709;-0.070155;-0.179213;-0.177280;0.186033;-0.153136;-0.053339;0.137640;-0.012823;-0.135292
640;-0.060738;-0.135732;0.093195;-0.058017;-0.094193;-0.110108;-0.033670;-0.020441;-0.121234;0.011225;-0.120415;-0.153781;-0.086577;0.012028;-0.073524;-0.038792;-0.139353;0.088930;0.053667;-0.128834
650;-0.021766;-0.044158;-0.041348;-0.042528;0.005199;-0.033977;-0.006424;0.112185;0.023967;-0.054246;-0.074956;0.102483;-0.051021;-0.256426;-0.101911;0.052331;0.108368;0.022079;-0.256233;-0.088964
660;-0.152450;-0.034898;-0.125982;-0.262252;-0.059836;-0.046977;0.021217;0.087640;-0.054818;0.136621;-0.120157;-0.095711;-0.157514;0.179617;-0.193128;-0.336316;-0.022440;0.104428;-0.199545;-0.028052
670;0.022134;-0.157395;0.124539;-0.042946;0.003609;-0.019373;0.027239;0.010018;-0.133995;-0.184275;-0.214274;-0.005602;0.081138;0.108256;0.021278;0.003996;0.081242;-0.128905;-0.150607;-0.031232
680;0.181673;0.041861;0.007216;0.084212;-0.134721;-0.059818;-0.115327;-0.052835;-0.063549;-0.226711;0.183626;-0.023207;-0.057349;0.029589;-0.041311;-0.133901;0.066483;-0.276497;-0.204676;-0.028441
690;-0.268492;-0.030888;-0.104913;0.135223;-0.124760;-0.008432;-0.069778;-0.078118;-0.188683;-0.010409;-0.041355;0.044500;-0.044560;0.133126;0.010829;0.099262;-0.126806;0.049773;-0.083493;-0.136772
700;-0.170694;-0.075090;-0.142849;-0.060966;-0.094233;-0.068965;0.063015;0.127877;-0.005605;-0.020820;-0.099974;-0.278400;-0.138073;0.132617;0.109064;-0.017613;0.248257;-0.027301;-0.010422;-0.170587
710;0.025679;0.020870;-0.114649;0.000401;0.084607;0.065219;0.022866;0.070928;-0.001600;0.005996;-0.097257;0.107738;-0.214343;0.001604;0.054679;-0.072623;-0.113847;-0.086420;-0.102906;0.159541
720;0.070748;-0.085133;0.018847;-0.103565;-0.011224;-0.234745;0.034088;0.092154;0.168335;0.096496;-0.197632;-0.131701;-0.254849;-0.078203;0.117040;0.004426;-0.093743;-0.101706;-0.038409;0.107459
730;0.087551;0.181331;0.216771;0.149524;-0.105921;0.244027;-0.044523;-0.198985;-0.128005;-0.190463;-0.094231;0.004010;0.117308;-0.105908;-0.135749;-0.164490;-0.065046;-0.010826;-0.152119;-0.059455
740;-0.030461;0.056660;-0.014440;0.012434;-0.050504;0.061876;-0.093810;-0.092824;-0.020399;-0.066121;-0.002800;-0.052565;0.103916;0.091202;0.010030;0.008826;0.022909;-0.187565;0.198954;0.047896
750;-0.103139;0.036945;0.111141;-0.052591;-0.016411;-0.181957;-0.022082;-0.156348;-0.049701;-0.011210;0.047303;0.006824;-0.035271;-0.104563;-0.046853;-0.245635;0.094252;0.161314;-0.035213;0.101946
760;0.125836;0.113612;-0.157156;0.007249;-0.098360;-0.081503;0.141150;-0.080582;-0.004810;-0.063770;-0.252550;-0.116330;0.071012;0.068942;-0.013235;-0.066821;-0.034083;-0.008830;0.040468;0.043710
770;-0.050231;0.015634;0.064198;0.010432;0.015203;0.004020;0.094514;0.152332;-0.064548;-0.209083;0.145812;-0.021667;0.028381;0.100537;-0.149734;-0.027943;0.081754;-0.054546;-0.082959;0.001201
780;0.076266;-0.093934;-0.082080;-0.251666;-0.135353;-0.050923;0.173960;0.034450;0.120637;-0.030011;0.068169;-0.079053;0.037205;0.141419;0.072266;0.051750;0.001603;0.064895;-0.052871;0.053400
790;0.018054;0.008035;-0.045954;-0.280758;0.067265;0.001605;0.027695;-0.125353;-0.054150;0.060908;-0.027671;-0.036507;-0.252567;-0.012415;-0.051728;-0.008001;-0.044907;0.011627;-0.026840;-0.073745
800;-0.202879;-0.019658;0.059696;0.013639;-0.006807;0.021685;0.034529;-0.163992;-0.152587;-0.077707;-0.061717;-0.010403;-0.078662;0.205967;-0.110582;0.032829;0.232937;-0.057004;-0.105898;0.160081
810;0.056696;0.043798;-0.191782;-0.023272;0.035635;-0.177987;0.064588;0.131034;0.107763;-0.086570;-0.053003;-0.005611;0.018841;-0.042037;0.193798;-0.047230;-0.178123;0.173329;-0.095852;-0.030452
820;-0.006826;0.274345;0.153728;-0.094036;0.137761;-0.020879;-0.063476;0.154308;-0.001201;-0.182287;0.022001;0.069854;0.055477;0.081607;0.177841;0.009995;0.042065;0.035619;-0.080153;-0.026081
830;-0.111650;0.000401;-0.073750;0.014089;0.036824;0.112487;-0.001604;0.174789;-0.048891;-0.278184;0.046954;-0.047695;0.274860;0.077313;0.014825;0.012792;0.109443;0.106528;-0.094916;-0.002007
840;-0.038091;0.071141;0.042862;-0.077124;0.111674;0.064240;0.095920;0.128095;-0.003210;0.165720;-0.034931;0.177383;-0.073282;0.145903;-0.084806;0.075104;-0.101770;-0.028069;0.055352;-0.288998
850;0.073853;-0.106041;-0.048918;0.022092;0.117098;-0.018067;-0.049348;-0.145059;-0.041598;-0.159211;0.057349;0.060585;0.101706;0.033265;-0.160989;-0.016824;0.399390;-0.010834;-0.099454;0.080635
860;0.012872;0.130437;0.010015;-0.008846;-0.031237;0.120401;0.191374;0.033726;-0.036066;-0.305335;-0.034131;-0.099813;-0.040220;0.008013;-0.016037;-0.151833;-0.088568;-0.077951;0.219772;-0.109256
870;-0.224829;-0.004823;0.160157;-0.098470;0.185686;0.023659;0.090275;0.161436;-0.001204;0.020032;-0.111373;-0.183934;0.149058;0.041297;-0.139223;0.091592;0.294750;-0.028916;0.061885;-0.040117
880;0.075131;-0.072254;0.068952;0.010040;0.055555;0.137574;0.066232;-0.014029;-0.197356;0.063243;0.034449;-0.110571;0.058066;-0.067833;-0.032080;-0.017973;0.123402;-0.111478;0.031298;-0.011220
890;-0.026468;-0.120693;0.096524;0.063236;0.013621;0.007235;-0.028149;0.229865;0.159689;-0.002410;-0.193290;-0.188186;-0.173756;-0.027248;-0.090819;0.269800;0.208371;0.203779;0.023250;0.182678
900;-0.016082;-0.006439;0.061272;0.006029;0.062457;0.368900;-0.029706;0.059237;-0.018017;-0.226927;-0.041286;-0.055246;0.089254;-0.090917;0.147327;0.067914;-0.096081;0.172093;-0.196005;-0.095868
910;-0.039318;-0.001207;-0.032079;-0.107831;0.164438;-0.092253;0.117560;-0.173750;0.078889;-0.024915;0.007193;-0.007596;0.149512;-0.006012;0.066938;-0.047602;0.075491;0.063784;-0.101228;-0.040569
920;-0.014479;-0.183920;0.024397;-0.048948;0.056092;-0.210489;-0.076577;-0.155473;0.073745;0.177205;0.067662;0.012000;-0.282961;0.005208;-0.018034;0.038394;0.242384;0.029683;0.120753;-0.091334
930;-0.269291;0.110425;-0.176749;-0.043751;0.076941;-0.036043;-0.009233;0.064577;0.018428;-0.022403;0.174570;0.032806;-0.002403;0.051637;-0.147535;0.059628;0.057204;0.144813;0.211543;-0.060390
940;-0.022820;-0.056284;0.082080;0.084237;0.108136;-0.049333;-0.034503;0.042143;-0.040057;-0.326831;-0.036876;0.014408;-0.089257;0.095390;0.045245;0.023594;0.109907;-0.053395;0.100123;-0.075408
950;0.027243;-0.106984;-0.084497;0.018850;0.236133;0.146702;0.131504;-0.007618;-0.026406;-0.023608;-0.017607;0.072869;0.043222;-0.009625;-0.069355;0.038864;-0.046057;-0.117333;-0.033300;-0.115378
960;0.078211;0.225517;-0.034505;-0.047266;0.008421;0.010829;0.026491;0.101401;0.229230;0.179488;0.169282;-0.188993;0.077613;-0.025980;0.205496;0.230832;0.065304;-0.123762;0.013238;-0.063072
970;0.086248;-0.018917;-0.094273;0.036499;-0.093399;0.199154;0.161111;-0.100090;0.323763;0.088968;0.016025;-0.012018;0.002006;-0.233955;0.098641;0.088441;0.013233;-0.017225;-0.144140;-0.161226
980;-0.167077;0.026223;0.027634;-0.063859;0.048851;-0.114641;-0.002010;0.081371;-0.064812;-0.141815;0.048891;0.016845;0.188131;-0.058232;-0.026460;-0.004804;0.011617;0.072114;0.096093;-0.004403
990;0.093453;0.074325;0.000801;0.034137;0.052802;-0.095839;0.007640;-0.200433;0.109699;0.160150;-0.020802;-0.172263;0.009594;0.137980;0.080554;0.138379;0.061437;-0.068217;0.041258;-0.010828
1000;-0.039704;0.093523;-0.044529;-0.179218;-0.119713;-0.084903;0.094650;0.060208;-0.213792;0.078186;0.028036;0.138880;0.247627;-0.064528;-0.181546;-0.031195;-0.021656;-0.068959;0.005623;0.079292
1010;0.040452;0.022940;-0.068557;-0.231676;-0.335731;-0.220116;0.210040;0.323443;0.072748;0.159097;-0.210885;0.014016;0.024412;-0.089264;0.123948;0.107875;0.000801;0.067837;-0.015241;0.049295
1020;-0.046460;0.088883;0.012831;-0.304090;-0.197980;0.028027;0.001605;-0.069012;-0.050788;0.051498;-0.089190;-0.057625;0.011600;0.165846;-0.084868;-0.016392;-0.071413;0.022459;0.030889;0.090103
1030;0.104907;-0.046355;-0.007212;0.058575;-0.098362;0.045294;0.132023;0.118817;0.054379;-0.184170;0.203071;0.029157;-0.057252;0.063627;0.039642;-0.068372;-0.017270;0.089804;0.010003;-0.033574
1040;-0.095926;0.013688;-0.038905;-0.017282;0.008796;0.014832;-0.120120;-0.157443;-0.047930;-0.225774;-0.060637;0.135267;0.087280;-0.071264;0.082959;0.024028;-0.026873;0.230878;0.075306;-0.066779
1050;0.110381;0.029322;-0.001599;0.030506;0.252238;0.138363;0.010853;0.074548;0.068763;0.209478;-0.068193;0.107983;0.093215;-0.057597;0.188804;0.004401;0.014420;-0.020053;-0.125124;0.097958
1060;-0.125636;-0.152122;-0.124038;-0.039482;0.082888;-0.101459;0.012819;-0.032524;0.118130;-0.183487;0.075774;0.002001;-0.045675;0.161210;0.085419;0.063654;0.060591;0.049715;-0.196806;0.198087
1070;0.088680;-0.040959;0.110065;-0.010072;0.164704;-0.106286;0.096551;-0.053385;0.104097;-0.005615;0.023277;-0.086467;0.020850;-0.048505;0.051306;-0.123209;0.089420;0.112985;-0.088708;0.174163
1080;-0.016450;-0.096654;-0.067268;0.020585;-0.225958;0.263452;-0.139876;0.003210;0.084864;0.036028;-0.246821;-0.003202;0.104102;-0.053637;0.081664;0.215162;-0.082724;-0.052596;0.017209;-0.182872
1090;0.161568;-0.018052;0.096765;0.036610;0.128492;-0.110441;0.111631;-0.032118;-0.050842;-0.023272;0.073690;0.010011;-0.054854;-0.249688;-0.071030;-0.018364;-0.139421;-0.232144;0.045222;-0.119293
1100;-0.051787;-0.012439;0.166326;0.026516;0.111114;-0.083284;-0.001603;0.059712;-0.051234;0.119047;0.135372;0.101575;-0.011620;0.003608;0.099745;-0.110859;0.273892;0.005625;-0.013596;0.305832
1110;-0.108390;0.069436;-0.033660;-0.004406;-0.016449;-0.049350;0.083596;0.101440;-0.414561;-0.057858;-0.147233;0.042455;-0.066550;-0.069025;0.021231;0.080375;-0.070878;-0.000804;-0.081317;0.030853
1120;-0.107728;0.060535;-0.002805;0.108584;0.086051;0.121875;0.034463;0.349624;0.208423;0.019632;0.245035;0.063202;0.022014;-0.100589;-0.067694;-0.064064;0.109719;-0.152747;0.017210;0.085784
1130;-0.053039;0.111190;0.002402;-0.097511;0.135614;0.189888;0.069822;0.148195;0.091558;-0.026061;-0.015238;-0.017633;0.180628;0.046475;0.059288;0.030382;0.013622;-0.048458;0.086109;0.061296
1140;-0.064502;0.103914;-0.026431;0.050686;0.009617;0.018450;-0.386166;0.030055;-0.020006;-0.007221;-0.147837;-0.045984;0.173102;-0.111349;-0.126790;-0.048394;-0.010827;0.202907;-0.098046;-0.174794
1150;0.032731;0.049404;-0.149591;0.019692;0.044834;0.050981;0.133238;-0.092345;-0.012003;0.038118;0.102609;-0.043613;0.072869;-0.126207;0.115622;0.043659;0.087066;0.052124;0.042067;0.020065
1160;-0.085279;-0.341293;0.287870;0.093490;-0.016022;-0.027714;-0.101038;-0.054036;0.028846;0.033670;-0.129945;-0.100369;0.208099;0.030409;0.053187;0.097079;-0.135196;-0.025654;0.174560;-0.018832
1170;-0.075511;-0.051828;0.066097;-0.009228;-0.034103;0.026491;-0.083053;-0.102532;0.081409;-0.150885;-0.253769;-0.107723;-0.141320;0.022418;0.069641;-0.106824;0.124426;0.234163;0.014824;-0.083905
1180;-0.075955;-0.010063;0.104838;-0.208366;0.154879;0.020486;0.060497;-0.069710;-0.111736;-0.011228;-0.028451;0.059258;0.041248;0.065277;0.058411;0.010388;-0.126503;-0.032920;0.242736;0.004409
1190;0.095920;0.030556;-0.138395;-0.116106;0.012008;0.048615;-0.130998;0.051666;-0.076477;-0.137461;0.121557;0.132561;0.061258;-0.101662;-0.164411;-0.036378;0.033700;-0.216303;0.205945;0.083650
1200;-0.132395;0.121086;-0.049675;0.032517;-0.108380;-0.009262;0.001200;0.050478;0.094916;-0.013237;-0.145824;-0.058451;-0.098856;0.098613;-0.076086;0.154012;0.037372;-0.045619;0.064057;0.193635
1210;0.019280;0.102453;0.025230;0.274265;-0.002401;0.004415;-0.068187;0.162107;0.142924;-0.052932;-0.060937;0.122781;-0.094153;-0.184412;0.092398;0.071986;0.241758;-0.068495;0.180229;-0.078656
1220;0.008028;-0.069509;-0.211531;0.003610;-0.051657;-0.080682;0.125656;-0.028851;0.113025;0.126892;0.070886;-0.109924;0.008808;0.002001;0.039621;-0.023533;0.005231;-0.065277;-0.029720;0.056122
1230;-0.302761;0.068280;-0.088581;0.038554;-0.065185;0.014851;0.011625;0.123476;-0.144641;0.064590;-0.069765;0.249875;-0.134171;0.080400;0.200058;0.054762;-0.061343;0.137694;-0.003211;-0.104900
1240;-0.087937;-0.023277;-0.157754;0.028075;0.132312;0.231040;0.078301;-0.263175;0.244505;0.215674;-0.069989;0.057649;0.056449;0.034848;0.140106;0.124016;-0.106157;-0.124496;0.091972;0.099536
1250;0.031647;0.149245;0.018385;-0.008438;-0.043616;0.215864;0.040135;0.026802;0.039203;0.048884;-0.036520;0.002801;0.056070;0.008831;-0.184960;-0.077701;0.145532;0.111864;-0.004013;0.114326
1260;-0.044939;0.193866;-0.089756;-0.086187;-0.024812;-0.029609;0.055351;0.003605;-0.120460;-0.013246;-0.144801;-0.119719;-0.013616;0.225408;-0.061246;0.146804;-0.030075;0.080654;0.202396;-0.104612
1270;0.080817;0.071585;-0.058810;0.202892;-0.036431;0.100248;0.086026;0.078557;0.027245;0.104925;-0.087281;0.211732;0.104824;0.030847;0.064030;0.177124;0.167662;0.095146;-0.019242;0.032891
1280;0.083769;-0.141676;0.009209;0.040659;0.078957;-0.064350;0.056105;-0.056622;0.020381;0.054826;0.038511;-0.136360;0.142191;-0.167583;-0.109765;-0.055657;0.117235;0.224899;0.133397;0.085354
1290;0.087662;0.185538;-0.124377;0.083080;-0.142973;0.088413;0.005606;0.097074;-0.045207;0.048510;-0.064397;-0.028843;0.055255;0.205789;0.000401;0.056866;0.020061;-0.024053;0.024792;-0.101721
1300;-0.150255;0.002405;-0.032446;0.112027;0.148627;0.004416;0.073035;-0.090983;-0.072562;-0.017600;0.032449;0.024803;0.060936;0.043672;0.044097;0.156285;-0.156652;-0.023675;0.039131;0.107446
1310;0.084645;-0.116016;0.040873;0.138106;0.119824;0.062654;-0.115851;0.084625;0.030046;0.119637;0.085935;0.046429;0.208055;0.093875;-0.046107;0.066799;0.250250;0.212329;0.007213;-0.110781
1320;-0.132016;-0.032132;-0.048799;0.129009;-0.014023;0.066190;-0.111393;0.015621;0.046805;-0.024807;-0.116108;0.111230;-0.031366;-0.010031;0.133007;-0.068509;-0.002010;-0.112409;0.031227;0.036457
1330;0.012876;-0.028138;-0.142606;0.062190;0.132017;0.067099;0.034091;0.049775;0.032386;0.111554;0.029782;0.016407;-0.003216;-0.071659;-0.032063;-0.002801;0.020479;-0.092225;-0.108216;0.014814
1340;-0.043033;0.095104;0.008001;0.018465;0.191622;0.170577;0.031245;0.234611;-0.084418;0.009220;0.181896;-0.052275;-0.165336;0.026124;-0.040431;0.056592;0.051707;0.052026;-0.208175;0.174568
1350;-0.057017;0.109021;0.129853;-0.074157;0.075610;0.172141;-0.023242;-0.058900;0.150779;-0.051334;-0.054508;-0.053619;0.130709;-0.023686;0.122230;0.046147;-0.104662;0.269531;0.083701;0.115723
1360;0.016442;-0.105644;-0.018822;0.066688;0.189401;0.310148;-0.007608;0.105360;0.015585;0.030090;0.229276;0.173132;0.081338;0.125540;0.072490;0.033690;-0.036838;0.087162;0.069030;0.120153
1370;0.054622;0.229936;0.080912;-0.026929;-0.142243;-0.001604;0.098167;0.137103;0.039656;-0.102938;0.253172;0.118603;0.210708;-0.041690;-0.002405;0.136917;-0.168403;0.006425;-0.015226;-0.150426
1380;0.143505;-0.085588;0.178285;0.141274;0.064538;0.282659;0.047287;0.116872;-0.093339;0.002406;0.150809;-0.049259;0.007209;-0.008021;-0.012023;0.048541;0.004804;0.106302;-0.044790;0.091480
1390;-0.076265;-0.198103;0.160470;-0.068504;-0.184122;0.036605;0.010417;0.193543;0.067254;0.006413;0.007237;0.222441;0.173751;-0.058907;-0.042909;0.108592;-0.014888;-0.072584;-0.078532;-0.107004
1400;-0.082705;-0.085139;-0.051476;0.054644;0.035645;0.042565;0.029226;0.105387;0.071147;0.139763;0.202066;0.030406;-0.140122;-0.164745;0.028878;-0.021282;-0.022012;-0.096275;0.232766;-0.174373
1410;0.428890;-0.060186;-0.008431;-0.052938;-0.089694;0.055338;0.139841;-0.091460;-0.077953;-0.014399;0.166093;0.443566;0.057428;0.126511;0.003605;-0.032415;-0.008446;0.012422;-0.097945;0.036410
1420;0.143118;-0.244725;0.093944;-0.074124;0.008409;0.150108;-0.126615;0.005621;-0.057808;0.094762;-0.061807;-0.059247;0.074063;0.027627;0.092875;0.068400;0.014848;0.056589;-0.000400;0.143712
1430;0.007240;0.157562;0.162761;0.080952;-0.216754;0.067019;0.106825;0.038870;0.087260;-0.149938;0.081481;-0.048724;0.044019;0.153659;0.029229;0.089300;0.180964;-0.051360;-0.026422;-0.020811
1440;0.122798;-0.024108;-0.068888;0.096162;0.077508;0.008038;0.051318;0.041179;0.155882;-0.135224;-0.124261;-0.109206;0.186331;0.133127;0.110153;-0.110525;0.005217;0.034487;-0.103398;0.031335
1450;0.052477;-0.022136;0.092619;-0.125037;-0.031715;0.029750;-0.186762;0.014868;0.036406;-0.067719;0.018048;-0.114372;0.100122;-0.015646;0.001601;0.076819;0.097050;0.005628;-0.101571;0.192125
1460;0.168166;0.022955;0.053190;-0.071000;-0.091781;0.226907;0.087820;0.113958;0.061318;-0.104530;-0.076562;-0.099666;0.128417;0.130592;-0.009193;-0.178105;0.040532;-0.187751;0.012470;0.134399
1470;-0.005620;0.085120;0.055678;-0.013246;-0.125994;-0.047706;0.028876;-0.074537;0.080437;0.225707;0.047298;0.103673;-0.046174;0.038112;0.191906;-0.016449;0.116673;-0.117126;0.075549;-0.025718
1480;0.049902;0.097142;0.226341;-0.063445;-0.037353;0.222676;0.224349;0.010418;-0.046039;0.074910;0.015620;-0.171297;0.257069;-0.020459;0.108261;0.178384;0.079782;-0.027286;-0.018895;0.037743
1490;0.215920;-0.050233;0.050839;0.152886;0.089119;-0.109823;-0.092617;-0.068679;0.324014;-0.229341;-0.053682;0.056434;-0.014395;-0.137748;0.053967;-0.246885;-0.038162;0.075251;0.155691;-0.258909
1500;-0.083239;-0.155712;0.086177;-0.247045;0.010007;0.009631;-0.005207;0.139153;-0.097614;-0.006817;0.165160;0.049294;-0.067085;-0.218134;0.128763;-0.138175;0.037276;-0.040042;0.275331;0.128812
1510;0.069017;0.171056;-0.043224;-0.094174;-0.048480;-0.015235;0.050139;-0.276944;0.032382;0.120540;0.047738;0.208948;0.126084;0.166879;0.126133;-0.065028;-0.007620;0.088347;-0.055677;0.013225
1520;0.097119;0.064658;0.115933;0.189142;0.015260;-0.206229;0.016412;-0.081245;0.052812;-0.052078;-0.088958;0.142452;-0.095084;-0.062037;0.073484;0.111268;-0.012432;0.134126;0.048129;0.155201
1530;0.158552;-0.080791;-0.011242;0.128016;0.006814;0.269603;0.209984;-0.030084;-0.096473;0.049706;-0.009215;-0.064465;0.086299;-0.079025;0.096706;-0.143825;0.194772;0.088253;0.177282;0.128973
1540;0.014822;0.137922;0.054144;0.018043;-0.006818;0.333217;0.047612;-0.068725;0.084072;-0.032403;0.110650;-0.055269;-0.020834;0.072401;-0.149039;-0.254634;-0.208649;-0.008030;0.004801;-0.051225
1550;0.035716;0.030974;-0.145679;-0.102669;-0.126261;0.002411;0.062522;0.089623;0.162789;0.022470;0.157470;-0.073242;0.174637;-0.088586;-0.096156;0.032394;-0.060087;-0.024444;0.030017;-0.046963
1560;0.306569;0.129348;-0.131082;0.018061;0.164812;0.022096;-0.148047;-0.115301;0.271935;-0.147770;0.017225;-0.048433;0.036566;0.048505;-0.039227;-0.040453;0.132523;-0.032055;0.051611;0.071414
1570;0.022931;0.011243;-0.039697;-0.038867;-0.041335;0.034120;-0.138737;-0.043133;0.056046;0.065235;-0.068501;-0.052056;0.033271;0.063321;0.242250;0.206996;0.052998;0.140624;0.085249;0.196479
1580;0.183999;0.034949;0.042066;-0.036140;-0.254823;0.073357;0.117350;0.020176;-0.032493;0.030035;-0.011633;-0.255983;0.130143;0.130499;-0.110562;0.026462;-0.075009;0.141578;0.016412;-0.188651
1590;0.034518;0.213783;0.160290;0.076809;0.153635;-0.215035;-0.010420;0.080609;-0.007244;0.081199;-0.048091;0.186799;-0.151673;-0.062888;0.020443;-0.047272;-0.122185;0.095193;-0.112447;0.006813
1600;-0.010418;0.057517;0.183755;0.038942;-0.133708;0.029678;0.194639;0.040120;0.018047;0.201200;-0.003207;0.285886;0.014874;-0.102578;0.164514;0.032041;0.143951;0.020037;0.057682;0.059742
1610;0.138297;-0.010861;-0.064887;0.029670;0.042532;-0.105584;0.042538;-0.032487;-0.009238;-0.106034;-0.070935;0.007602;0.133660;-0.066881;0.167006;-0.150948;0.105933;-0.094995;-0.008444;-0.085668
1620;0.151562;0.052223;0.039093;-0.013231;0.069953;0.240442;0.131346;0.123049;-0.025271;0.143441;0.157925;0.296693;0.000801;0.039302;0.122510;0.106558;0.003609;0.400025;0.146639;0.161584
1630;0.053756;0.012441;-0.262885;-0.061304;-0.010032;0.081845;0.026447;0.001604;0.043795;-0.115971;-0.060521;-0.106041;0.016062;-0.009202;0.052385;-0.102559;-0.141737;-0.338384;0.024408;0.050139
1640;0.038553;0.029724;-0.052806;0.021739;0.172076;0.020057;-0.029243;0.076133;0.011233;0.054440;0.077237;0.074385;0.034123;0.078873;-0.190838;-0.040079;0.016041;0.031734;0.026414;0.016804
1650;-0.087023;0.061506;0.144784;0.090160;0.051229;0.024061;0.103214;0.056126;-0.030102;0.120300;0.217556;-0.163664;0.175076;-0.022431;-0.014000;-0.228295;0.018424;0.073330;-0.011201;0.166423
1660;0.032455;0.031313;0.260067;-0.031724;-0.016431;-0.050159;0.058978;0.002003;0.225429;0.083563;0.168623;0.067795;0.196953;-0.113857;0.028039;0.006005;0.016014;0.145363;0.071905;0.032460
1670;-0.033701;0.065130;0.075944;0.030106;0.014030;-0.121098;0.031723;-0.020853;0.037732;0.117181;0.096590;0.011647;-0.014046;-0.005606;0.038841;-0.018399;0.001604;0.151924;-0.094834;0.201785
1680;-0.093846;-0.178534;0.303317;0.185821;0.098111;0.259362;0.043303;0.124087;0.096266;0.057168;-0.110631;0.121972;0.021669;0.128655;0.080874;0.023631;-0.113898;0.129189;-0.173400;0.198783
1690;-0.146013;0.054150;-0.069014;0.046975;0.129013;-0.005217;0.086249;-0.008413;0.425557;-0.260167;-0.140034;-0.128423;-0.026472;0.085681;0.037266;0.121924;0.138601;0.103747;0.054508;-0.077753
1700;-0.130464;0.185937;-0.123408;-0.038549;0.092503;0.044100;0.095658;-0.055762;0.098548;0.143746;0.010410;-0.095460;0.097775;0.049633;0.076990;0.040899;-0.031650;-0.004405;-0.076443;0.004806
1710;0.060173;-0.179345;-0.060016;0.108590;0.060509;-0.052537;0.173526;0.092653;0.011618;-0.076379;0.085382;-0.004402;0.044018;0.110724;-0.012827;-0.091072;-0.074954;0.124366;0.053767;0.021235
1720;0.120600;0.048220;0.107283;-0.074199;-0.033659;-0.076642;0.116361;0.109927;-0.035176;0.015607;-0.023248;-0.110986;0.041674;0.144846;-0.032401;0.150827;0.117367;0.018843;0.026024;0.084149
1730;0.069403;-0.058585;0.010822;0.013227;-0.066547;-0.042528;0.022038;-0.007224;0.021283;0.187772;0.086551;0.024872;-0.264960;-0.034865;-0.002400;0.016446;0.041291;-0.071790;-0.125295;-0.005206
1740;0.170664;-0.019274;0.187916;0.192859;0.036436;0.098212;0.022039;0.217856;0.024011;-0.209851;-0.137601;-0.027257;0.068517;0.226882;-0.108464;0.243116;0.050030;-0.154518;0.116771;0.044912
1750;0.037744;0.049847;0.019981;-0.085377;0.011220;0.003611;0.080366;0.019227;0.115586;0.319186;0.278748;-0.116214;-0.051698;-0.009605;0.066016;0.148867;0.190728;0.092979;0.026476;0.077450
1760;0.030871;-0.012055;-0.072800;-0.036448;0.124908;0.018045;-0.042089;0.078596;-0.174511;-0.048946;-0.040648;0.102587;-0.081089;0.121251;0.263733;0.007195;0.136352;0.086223;-0.018435;0.004030
1770;0.065406;-0.005623;0.177177;0.084618;-0.078465;0.149274;0.140071;0.081566;-0.059828;-0.014022;-0.088472;0.117830;0.097929;-0.018492;0.022807;0.103980;-0.119809;-0.084442;-0.200035;0.028088
1780;-0.176364;-0.086736;-0.003607;-0.118470;-0.217206;-0.135319;0.181953;0.041746;0.038479;-0.031144;-0.020934;-0.126649;0.025694;-0.211713;0.098517;-0.000800;-0.026796;0.062866;-0.093097;0.069630
1790;-0.022889;-0.015716;-0.350727;-0.038144;0.183853;-0.081465;-0.068026;0.021653;0.053657;-0.008406;0.046708;0.070582;0.027239;-0.141188;0.076920;0.090075;-0.083346;0.038086;0.004415;0.215906
1800;0.050173;0.125085;0.008799;0.076959;-0.034080;-0.188760;0.139761;0.078850;-0.106110;-0.004006;0.029039;0.005219;0.036959;-0.211303;0.065987;-0.038019;0.052599;-0.143114;0.042053;0.109638
1810;0.015262;-0.031743;-0.201670;-0.042962;0.176508;0.038605;-0.002001;0.248767;0.028034;0.220878;-0.002819;-0.030893;-0.001202;-0.035721;0.038565;-0.019213;0.060122;0.139637;-0.060535;0.088131
