Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD]
-70;-0.350425;0.323930;-0.005808;-0.200108;-0.485693;-0.022478;-0.911275;0.174399;0.226514;-0.104647
-60;-0.197607;-0.259425;-0.167219;-0.557711;-0.007188;-0.351039;-0.456528;0.153069;-0.115412;-0.082117
-50;0.277342;0.147548;0.119672;-0.281879;-0.705126;0.242454;-0.827805;0.361449;-0.358950;-0.295306
-40;-0.472681;-0.559956;-0.175552;-0.088067;-0.108942;0.403569;0.310138;-0.131748;0.016664;-0.111699
-30;0.556171;0.600290;0.223642;0.376017;0.206566;0.860891;0.568040;0.554484;0.931173;0.064301
-20;1.192356;1.408383;0.988968;1.531660;1.158982;1.230785;1.377470;1.537441;1.203866;1.258222
-10;2.742542;2.588319;2.662173;2.292968;2.796177;2.839327;2.790359;2.834262;2.478700;3.023332
0;4.649775;4.827127;4.259192;3.976313;4.240612;3.825108;4.326098;3.690957;4.152350;4.035291
10;6.087242;5.716918;6.318965;5.812919;5.877656;6.360187;6.225643;5.958530;5.883710;5.850562
20;7.162730;7.686993;7.828300;6.753970;6.713615;7.687017;7.717278;7.895182;7.687890;7.472488
30;9.318795;10.118246;9.368684;8.847481;9.069449;9.217036;9.947551;9.323311;9.079065;9.022263
40;11.351615;11.351847;10.966033;10.909341;10.396298;10.099947;10.558200;10.539274;10.372995;10.575248
50;12.215420;12.518000;11.935498;12.756470;11.782693;11.860147;11.832092;12.280158;12.226038;12.182800
60;13.543360;14.517636;14.381044;13.569454;13.195605;13.452691;13.692705;13.343825;13.399708;13.315230
70;15.703799;16.271489;15.135408;14.103956;15.476547;14.393020;15.008283;15.985090;14.534350;14.969400
80;17.697543;17.506497;17.327991;16.492474;16.990977;16.524715;16.728010;16.555480;15.590630;16.521418
90;18.255287;18.231868;17.821343;17.264749;17.140947;17.915891;17.663558;17.647082;17.341825;16.875903
100;18.986983;18.871525;18.775791;17.441461;17.660661;17.476687;18.432682;18.190457;17.999476;17.906785
110;18.530379;18.888118;18.472387;17.743144;17.981022;18.174750;17.854678;17.280792;17.847876;17.577399
120;18.489955;18.407143;17.723540;17.107257;17.670164;17.082603;18.287155;17.498344;17.507915;17.676988
130;18.149002;18.055912;17.680884;17.928589;17.111765;17.190614;17.832848;17.999575;17.664991;17.813534
140;17.568104;17.931478;17.489904;16.492320;16.789219;16.793444;17.873937;17.795375;17.517512;17.446791
150;18.066898;17.851066;16.978044;17.366446;16.704745;17.214080;16.859442;17.189893;16.873078;16.833671
160;17.662935;17.797163;17.752149;16.963531;16.727135;17.076517;17.130883;17.091829;16.186738;16.195796
170;16.700793;17.645800;17.257641;16.219817;16.270872;16.881059;16.422306;15.922387;16.261122;16.055615
180;17.255417;17.283619;17.253773;15.707710;16.629450;16.386953;16.086482;16.394200;16.218274;16.163589
190;17.322631;16.164592;16.289582;16.194164;15.760656;16.067393;16.217197;16.612030;15.739647;16.000318
200;16.579293;16.224152;16.282470;15.500495;15.278334;15.741269;15.590557;16.180729;16.262196;16.062186
210;16.365719;15.951061;15.720369;15.485877;15.079334;16.070413;15.184026;15.330934;15.060619;16.049095
220;15.854436;16.408566;15.999079;15.350126;15.280615;15.837728;15.650245;15.089102;15.530732;15.265575
230;15.521192;15.563110;16.445714;14.877954;15.219776;14.889098;15.589367;15.745353;15.092591;15.147697
240;15.766991;15.624447;14.971521;15.036027;15.024596;14.974119;15.015636;14.519378;14.416526;14.722923
250;15.006767;15.425408;14.745813;14.207497;14.389117;14.242884;14.933682;15.211092;14.907642;14.395182
260;15.433197;15.096127;15.256041;14.736117;14.436290;13.891420;14.505306;14.826325;14.396848;14.560876
270;15.273045;14.668707;14.355981;14.166219;13.799440;13.642983;14.734704;13.826544;14.132356;14.423133
280;15.158702;14.975290;15.405722;14.146989;13.916756;14.183277;14.416193;14.568333;13.863407;13.882542
290;14.391820;14.342266;14.650866;13.544012;13.729900;14.324615;14.764370;13.725402;13.675462;13.323660
300;14.176035;14.224399;14.117376;13.824261;13.531767;13.879183;14.331964;13.330118;14.041338;13.590156
310;14.057004;14.021955;13.773114;13.319182;13.101785;13.505808;13.122411;14.240473;13.390213;13.486372
320;14.282838;13.734936;13.444271;12.921794;13.468339;13.460056;13.288954;13.613615;13.007832;13.713919
330;14.246448;13.639739;13.843179;13.067197;12.982523;13.334474;12.425168;13.028563;13.748893;13.293296
340;13.570947;13.814312;13.795232;12.651158;12.646630;13.929376;12.945599;12.714880;12.908401;12.647488
350;13.704026;13.120271;13.209991;13.308955;13.351935;12.742757;13.854160;12.698997;12.769536;12.790057
360;13.663295;13.752995;12.784816;12.503800;12.153170;12.588390;13.044604;13.061616;13.124567;12.425386
370;12.837192;13.171705;13.401899;12.648113;12.863334;12.741315;12.264716;13.114946;11.908973;12.168306
380;13.605026;13.082456;12.659827;12.155157;12.203345;12.129855;12.378948;12.115778;11.935182;12.477115
390;12.284640;12.628843;12.598950;12.289540;12.173541;12.408548;11.355996;12.060027;12.057872;12.649098
400;12.212283;13.088729;12.059367;12.178843;12.128087;12.154716;11.892719;12.456567;11.483326;12.585533
410;12.625763;11.951399;12.495770;12.199002;11.368563;11.786167;11.819212;11.660045;11.972146;12.093190
420;11.966192;12.506655;11.647149;11.772512;11.584641;11.902353;12.607123;11.763267;11.599001;11.440615
430;12.347812;12.271844;12.037043;11.462780;11.966026;11.191075;11.838101;11.656466;11.028231;11.798280
440;11.843829;11.929420;12.445041;11.780176;11.644190;11.307064;11.205457;11.376469;11.110295;11.409792
450;11.626723;11.424361;11.243460;11.410695;11.011063;11.226009;11.504521;11.719182;10.353392;10.244770
460;12.123194;11.695331;11.645128;10.945039;10.626062;11.025897;11.173611;11.139511;11.008762;11.048819
470;10.958774;11.528802;11.915218;10.418262;11.072807;10.813195;10.430697;10.641826;10.110416;10.745767
480;11.817090;11.314560;11.572162;11.443944;11.312727;10.805978;10.380118;11.388063;10.346194;10.992397
490;10.873113;10.365836;10.514911;10.141494;10.315009;10.571688;10.506440;10.539668;10.832246;9.977537
500;10.966158;11.280178;10.175117;10.920551;11.029041;10.258750;10.587617;10.342004;10.373476;10.199352
510;11.132752;10.548789;10.725112;10.017594;10.328612;10.762073;10.418624;10.367858;9.825180;10.651156
520;10.534943;11.382672;10.217811;10.107356;10.479587;10.522136;10.654274;10.303543;10.024736;9.703807
530;10.042594;10.311189;10.144021;10.345351;9.579718;10.359742;9.544558;10.144421;10.567528;9.667746
540;10.350962;10.562761;9.789200;10.326411;9.610816;10.010821;10.323031;10.534798;10.391549;9.887181
550;10.624532;10.624032;10.398360;9.238755;9.707795;9.542598;9.780004;9.519283;9.759915;9.865594
560;10.085144;10.132462;9.862280;9.546584;9.911169;10.291709;9.801942;9.433590;9.230788;9.326089
570;9.650875;10.556973;9.829972;9.487664;9.566694;9.623236;9.656481;9.211245;9.114672;9.688022
580;10.320810;9.865667;10.144311;9.446655;9.788342;9.422368;9.861944;9.787894;9.606276;9.690198
590;9.638475;9.936775;10.120974;8.695359;9.164505;9.221492;9.228613;9.346256;8.994496;9.547423
600;9.364479;9.617372;9.304745;9.346512;9.404230;9.296760;9.652571;8.876566;9.036578;9.307905
610;9.659887;9.597883;9.392334;9.194485;9.392617;9.504598;9.316469;9.072122;8.698492;9.492319
620;8.899847;9.255648;8.652155;8.895886;8.446442;9.098612;8.831734;8.535001;8.450239;9.327609
630;8.865400;9.119126;9.722610;8.805435;9.155457;8.827449;8.989903;9.092205;9.421033;8.669254
640;9.883841;9.645954;9.038130;8.804806;9.244078;8.494187;8.999070;8.957047;8.332630;8.654786
650;9.298288;8.917944;9.018478;8.741671;8.970247;8.604371;8.887444;8.629805;8.711328;8.586335
660;8.215117;9.117656;8.806439;8.537703;8.771862;8.686632;8.783209;8.146113;8.760963;9.141237
670;8.773274;8.560981;8.646125;8.240141;8.848394;8.470239;9.024346;8.597934;8.295072;8.768450
680;8.713995;8.530495;8.310023;8.609544;8.188264;7.827281;8.251698;7.858905;8.198324;8.900038
690;8.170975;8.406574;7.978645;8.461397;8.226355;8.712380;8.115294;8.301059;7.672708;8.582064
700;8.080191;7.936218;7.805149;7.909951;8.714514;8.262514;8.136191;8.097883;7.864014;8.314512
710;7.939125;7.823211;8.456980;7.888359;7.937632;8.571436;7.662961;8.086388;8.049407;7.895424
720;8.086526;8.720471;8.169046;8.177820;7.805671;7.484310;8.198203;7.590958;7.650345;7.713994
730;8.179125;8.666860;8.077277;7.964302;7.803806;7.855310;8.304915;8.332517;6.979632;8.372086
740;7.588891;8.079834;7.947227;7.679179;8.105458;7.591164;7.980128;7.990547;7.588041;8.003849
750;8.186948;8.161579;7.845041;7.506100;7.774634;7.812581;7.769054;7.346719;7.592337;8.136271
760;7.951793;7.683912;7.773178;7.635391;7.855187;7.565546;7.565965;7.531995;7.548755;7.089879
770;7.608763;7.868581;7.990780;7.136464;7.665992;7.577070;6.836903;7.083932;7.235528;7.228043
780;7.839415;7.623014;7.393001;7.116259;7.504573;7.656421;7.577641;7.719587;6.928097;7.783559
790;7.781460;7.455732;7.522311;6.432454;7.779594;7.030447;7.224129;7.502044;6.729115;8.063646
800;7.653852;7.906246;7.542380;7.322147;7.088130;6.767180;7.405861;7.835053;7.142334;7.319444
810;6.964489;7.458578;7.147276;6.630833;6.929664;6.933321;7.460979;6.964480;6.764412;6.770564
820;7.807085;7.256718;7.263277;7.055131;6.786006;7.055362;6.763332;6.907232;6.859572;7.229411
830;6.840457;6.956846;6.887687;6.591511;6.931033;7.314182;6.733382;6.903469;7.091760;7.509676
840;7.839523;7.243934;7.125157;6.693292;6.762392;6.871640;6.999489;6.791406;6.589086;6.644215
850;6.886691;7.209216;6.492909;6.736761;6.881054;6.568852;6.334887;7.130404;6.876445;6.847632
860;6.653763;6.923367;6.410197;6.125530;7.020213;6.320110;7.398927;6.337686;6.430233;6.664902
870;6.573044;7.399750;7.088678;6.744592;6.902754;6.825964;6.600492;6.611225;6.344816;6.418155
880;7.000585;6.999746;6.905991;6.561353;6.371198;6.734993;6.511414;6.909340;6.661505;6.110570
890;7.210342;6.755497;7.095258;6.446561;6.516221;7.200067;7.171702;6.234077;6.329024;6.609483
900;7.420748;6.306348;6.349005;6.619743;6.777261;6.380676;6.150076;5.908531;6.102851;6.243598
910;6.863084;6.457189;6.699131;6.099024;6.398226;6.694442;6.050905;6.198887;6.323777;6.748355
920;6.663435;6.425148;6.297195;6.525092;5.589817;5.793098;6.648109;6.215085;5.953619;6.743902
930;6.198401;7.055052;6.213158;6.619131;6.145752;6.030993;6.281444;6.599468;6.152264;5.812177
940;6.570165;6.181887;6.695459;6.438062;6.123119;6.371216;6.405609;6.270973;5.996330;6.486942
950;6.131584;6.468170;6.243374;6.612177;5.731267;6.222138;6.431115;6.346816;5.617109;6.075780
960;6.545776;6.514438;6.547942;5.369979;5.997060;5.999753;6.313883;5.790973;6.188054;6.560258
970;6.298654;6.399150;5.938706;6.050894;5.832042;5.608026;5.822448;5.946113;5.685790;6.946382
980;6.034487;6.083919;6.179119;5.905066;6.062818;5.379654;5.902192;5.968273;6.133679;6.222822
990;5.782556;5.735770;5.766770;6.047801;6.116410;5.942429;5.697393;5.917671;5.758695;5.656905
1000;6.216479;6.004846;5.980991;5.601655;5.974194;5.228252;6.025824;6.065410;5.546299;6.101496
1010;6.286206;5.963043;5.815938;5.304763;5.922114;5.230299;5.229382;6.231891;6.064519;5.475286
1020;6.156807;6.325382;5.055271;5.883966;5.965669;5.671849;5.974383;6.071757;5.786993;5.089799
1030;5.922954;5.737226;5.845669;5.533811;5.734343;5.345387;5.316588;5.274417;4.684257;5.348220
1040;5.697632;5.719383;5.339444;5.833353;5.480576;5.799946;6.040975;4.748523;5.596786;5.535636
1050;5.992402;5.017230;5.495318;5.673296;5.452664;5.645767;5.493563;5.747504;5.659644;6.192567
1060;5.964624;5.184930;5.247377;5.104533;5.407992;5.764800;5.673551;4.909317;5.844265;5.841398
1070;5.353230;5.553926;5.576661;5.544812;5.441317;5.547244;5.427489;5.141488;5.115434;5.537268
1080;5.482207;4.996442;5.390112;5.400051;5.029118;4.977932;5.119513;5.774055;5.225796;5.420567
1090;4.941177;5.425119;5.462925;4.490990;5.023184;5.409937;4.687003;4.617475;4.952780;5.068252
1100;5.587221;6.021784;5.342472;4.981057;5.404309;5.293429;5.100820;5.092039;5.393044;4.955343
1110;5.545406;5.384283;4.731663;4.516344;5.119818;4.833085;5.920778;5.433971;5.813200;5.561913
1120;5.715998;5.864097;4.885957;5.134903;5.391533;5.233095;4.759325;4.758865;5.361416;5.497380
1130;5.329832;5.300362;5.797660;5.526101;5.179524;4.920054;5.001019;4.828917;5.220820;5.056991
1140;5.346400;5.687101;5.565357;4.879978;5.153192;4.891685;5.074002;5.550190;5.498678;5.362878
1150;4.872734;5.474509;4.919933;5.435333;5.033746;5.039826;5.093617;4.460931;5.379184;4.708479
1160;5.125171;5.142338;5.283144;5.273370;4.706655;4.668058;4.275571;4.399940;4.743290;5.055923
1170;4.905644;4.656475;5.185923;4.557380;5.124470;5.009350;5.006790;4.752923;5.171288;4.985484
1180;4.705016;4.961391;4.772082;5.061280;5.726036;5.193929;4.625567;4.749854;4.816445;4.582351
1190;4.857503;4.642381;4.815899;4.740440;4.076848;4.382550;4.836229;4.946172;4.709925;4.491246
1200;5.139871;4.841044;5.177169;5.053696;5.033476;4.905335;4.446683;4.919217;4.318273;4.797988
1210;5.181379;4.987222;5.193733;4.538684;4.160427;5.273608;4.434929;4.802808;4.621249;4.627003
1220;5.134181;4.738601;4.611978;4.985229;4.130335;4.807031;4.111001;4.310048;4.499966;5.088770
1230;4.958708;5.299696;4.227587;4.427701;4.841427;4.494696;5.100062;4.485566;4.618392;5.157478
1240;5.010857;4.636376;4.746165;5.090365;4.698697;4.724170;4.882937;4.533635;4.507183;4.659560
1250;4.479208;4.848833;4.119839;4.699086;4.972736;4.227173;4.257568;4.235388;4.836722;4.862136
1260;5.430976;4.579257;4.547984;4.827509;4.285253;4.202440;4.505927;5.225862;4.218145;4.539257
1270;4.718715;4.611172;4.242573;4.237295;4.621007;4.748654;4.709043;3.794539;4.214167;3.955141
1280;4.444472;4.657157;4.793231;4.121626;4.379017;4.202747;3.713223;4.321945;4.829683;4.277380
1290;4.830814;5.178189;5.143134;4.435014;4.183365;4.048032;4.694139;4.610681;4.354012;4.282298
1300;4.640565;5.049522;4.698255;4.356565;4.639107;4.502676;4.874216;4.041015;4.624301;4.350655
1310;4.872787;4.193703;4.332707;4.785083;4.736626;4.138493;4.833789;4.707538;4.465923;4.595511
1320;4.407802;4.216075;4.364876;3.902089;3.825253;4.416911;4.330066;4.683818;4.401831;4.844697
1330;4.325306;4.577099;4.038469;5.015030;3.964243;4.273497;4.730713;4.205733;4.603096;4.614132
1340;4.523723;4.761250;4.696416;4.183823;4.546806;4.340464;4.340269;4.226465;4.711132;4.456110
1350;4.520495;4.492804;4.245757;3.683953;3.387655;4.086082;4.123475;4.248076;4.197222;3.696448
1360;4.908278;4.023298;4.073182;3.821573;4.854652;3.981504;3.990479;4.398198;4.789935;4.380770
1370;4.717619;4.832588;4.293584;4.396210;4.707787;4.276832;4.426002;3.770629;4.208982;4.167650
1380;4.144045;4.528032;3.495704;4.588757;4.241572;4.127911;4.308076;4.687510;3.845701;3.566731
1390;4.323249;3.740605;4.188046;4.191788;4.266332;3.878826;4.406068;4.003856;4.150024;4.220007
1400;4.507952;4.384925;4.231405;4.028777;4.278528;3.753299;4.395126;3.622143;4.248604;4.018894
1410;3.923524;3.829443;3.950507;3.665702;4.479370;4.176979;4.254282;3.512910;3.476166;3.983082
1420;3.699157;4.007346;3.906480;4.162957;3.986508;4.026009;4.485110;3.914484;3.872839;4.130273
1430;4.410094;4.668556;4.138709;3.864316;3.922748;4.004752;4.058228;4.281911;3.335781;3.882616
1440;4.059657;4.077752;3.759701;3.754982;4.075395;3.450704;4.433958;4.182381;4.307308;3.923170
1450;3.755189;3.631625;3.768622;3.794197;3.723081;3.831285;3.506185;3.836534;4.530190;3.910919
1460;4.290406;4.054132;4.471002;3.738185;3.945924;4.026880;3.743042;3.479310;3.717698;4.143716
1470;4.248226;4.306017;4.078111;4.168880;3.349270;3.712873;4.216615;3.629382;3.276404;4.406899
1480;3.856045;4.079741;3.799722;4.221201;3.412081;4.202037;3.545146;3.577190;3.456873;3.576288
1490;4.312922;4.283582;3.653622;3.688413;3.543596;3.757617;4.024994;3.831726;3.739990;4.159746
1500;3.785114;4.436676;3.955043;4.200946;3.652921;3.745483;4.121326;3.773390;3.393077;3.030627
1510;3.797213;4.114106;4.126336;3.718811;3.913806;4.124010;3.956438;3.505987;3.519252;4.081841
1520;3.721536;3.577092;3.756760;4.217029;4.168909;3.729324;3.741402;4.062285;4.268857;4.069337
1530;3.966115;4.146820;3.201575;3.524662;3.601841;4.123098;4.187181;3.442903;4.076481;3.853107
1540;3.635642;4.124595;3.848394;3.876347;3.623684;3.656982;3.649302;3.405834;3.479823;4.066548
1550;3.907744;4.011919;3.480553;3.843087;3.759131;3.540719;3.584485;3.539228;4.064831;4.527185
1560;3.946288;4.086911;4.286526;3.919034;3.734166;3.305691;3.603478;3.468912;3.418989;3.296357
1570;3.798020;3.820156;3.666113;3.835316;3.976798;3.557638;3.694181;4.103233;3.868586;3.626039
1580;3.235252;4.075832;4.087328;3.104408;3.273079;3.287699;3.969027;3.669815;3.820425;4.053098
1590;3.502294;3.513813;3.830044;3.288578;4.167846;4.113277;3.476047;3.814091;4.401287;3.462386
1600;3.302819;3.619024;3.244496;3.002724;3.179246;3.518212;3.477352;3.136543;3.170588;3.622231
1610;3.512025;3.959898;3.807185;3.950977;3.679307;3.553939;3.948834;3.560256;4.250068;3.511051
1620;3.466467;3.851877;3.310623;3.362662;3.169548;3.988767;3.374270;3.573907;3.760867;3.594637
1630;4.042366;3.025235;3.670981;3.906521;3.453489;3.597633;3.022372;3.295793;3.638275;3.581113
1640;3.654124;3.452806;3.909228;3.553563;3.505965;3.642649;3.117275;3.039633;3.518429;3.171485
1650;3.445846;3.763124;3.570317;3.370076;3.265400;3.611280;3.104917;3.114247;3.136743;3.697409
1660;3.475069;3.316773;3.272168;3.250266;3.351062;3.447272;2.908058;3.899685;3.308360;3.498359
1670;3.827434;3.559798;3.369534;3.966671;3.951465;3.778780;3.677677;3.688993;2.802775;3.826732
1680;3.694185;3.478574;3.493054;3.679568;4.127916;3.618729;3.230347;3.625866;3.419098;3.688961
1690;3.219873;2.915440;3.353705;3.926260;3.649808;3.261186;3.559888;3.450206;3.332133;3.771400
1700;3.654883;4.211140;3.071168;2.954058;3.610783;3.074162;3.289732;3.245116;3.320047;3.353210
1710;3.005977;3.143727;3.371300;3.268352;4.026822;2.702207;3.220576;3.522279;3.052556;3.460863
1720;3.073149;3.246943;3.053893;3.258112;3.146051;3.521867;3.863682;3.133970;3.051111;3.439244
1730;4.015980;3.474302;3.223854;3.347091;2.809049;2.615447;2.984416;3.500597;3.153503;3.446705
1740;3.358292;3.504874;3.061261;3.249359;3.651279;2.983544;3.268173;3.242969;2.997137;3.133689
1750;3.334199;3.800217;4.015255;3.508784;2.935620;3.314340;3.230450;3.425107;3.052259;2.923071
1760;3.668033;3.072722;3.258207;3.187648;3.176089;3.729924;3.192128;2.857477;3.621736;3.461450
1770;3.708727;3.854465;3.085812;3.392413;2.664027;3.421061;2.912665;3.888490;3.426921;3.320971
1780;3.511930;3.179512;2.924640;3.432738;3.416097;3.270496;3.197454;3.439812;3.910534;3.131250
1790;3.610832;3.381543;3.495569;3.349131;3.325585;2.593741;3.565406;4.452279;2.897219;3.250476
1800;3.267404;3.473151;3.902068;2.787989;2.319458;3.739563;3.118011;2.811889;3.126120;2.494839
1810;3.158803;3.368919;3.319296;3.270240;3.276186;3.042672;2.962707;2.709596;2.816629;3.896320
1820;2.718331;3.149701;3.165172;3.092928;2.805508;3.214826;2.936430;3.245170;3.345135;3.037149
1830;3.324036;2.786573;2.997651;3.748435;3.296943;3.162790;3.274656;3.324073;3.413350;2.562013
1840;3.141431;3.312829;3.206390;3.121947;2.888221;2.879305;3.488953;2.698834;3.375747;3.150245
1850;3.944158;3.455023;2.919432;2.929801;3.125710;2.884565;2.723998;3.009939;3.834990;3.132013
1860;3.136727;3.109352;3.237986;2.510420;3.122669;2.783555;3.147919;3.105044;2.586822;2.977718
1870;3.760772;3.322871;3.034715;2.752484;2.920004;3.195114;3.270855;3.967547;2.888527;3.331825
1880;2.711623;3.392859;3.234582;3.487892;2.934449;2.706664;2.650374;3.170072;2.513849;2.941673
1890;2.751723;3.474164;2.649903;2.923419;3.297638;2.744134;3.343326;2.778155;3.371284;3.038086
1900;2.479680;2.753725;2.725775;3.058855;3.146365;3.054404;3.236837;3.739684;2.327672;2.699628
1910;3.501724;3.139346;4.127953;2.715217;2.909842;2.362185;3.561633;2.225840;3.157673;3.180744
1920;4.316852;2.836940;3.216749;3.408436;3.142507;2.752516;2.823018;3.392649;3.149878;3.178246
1930;2.988125;3.764419;2.956743;2.904267;2.153881;2.851062;2.972330;3.599954;3.636452;3.210422
1940;3.348503;3.331472;2.999525;3.505735;2.872589;2.679175;2.991585;3.462090;2.945609;2.954334
1950;2.854439;3.215458;3.138796;3.268140;3.996863;2.721778;2.794806;2.850304;2.665431;2.693982
1960;2.842513;3.045826;2.976124;3.461627;2.929544;3.487689;3.213771;2.763065;2.963638;3.122884
1970;3.175968;3.049719;2.828614;2.724814;2.466332;2.751018;3.157490;3.265871;2.702319;2.963035
1980;3.390438;3.239972;2.594118;3.303270;2.833251;3.086811;2.955936;3.012142;2.493697;3.021856
1990;3.061923;3.472496;3.148925;2.994493;3.106253;2.624625;2.259394;2.384959;3.583645;2.818850
2000;3.270129;2.978323;2.797502;2.164742;3.001998;3.139015;3.588293;3.661355;2.512242;2.722136
2010;2.602471;3.586155;3.483296;2.407994;2.713531;2.682736;3.549418;2.882557;2.933945;2.638954
2020;2.691942;3.315102;3.474698;2.914699;3.382764;2.889205;3.154802;2.764903;2.509890;3.022614
2030;2.999021;2.753343;2.960280;3.089864;2.766818;2.565077;2.989678;3.132569;2.809497;2.791737
2040;3.654640;3.095970;2.489367;2.530815;2.547091;2.790868;3.196075;3.205693;3.053839;3.302004
2050;3.178112;2.768736;3.117533;2.715260;2.424282;2.632635;2.909601;3.369296;3.258817;2.931549
2060;2.711296;2.702152;2.645392;3.458228;2.919801;2.805748;2.930915;2.861837;2.874332;2.822044
2070;3.057864;3.133621;3.184436;3.001095;2.684658;3.243828;3.307262;2.302898;2.936271;3.248017
2080;2.590687;2.857703;2.172136;3.155209;2.318766;2.970449;2.691914;3.285060;3.235503;3.017062
2090;3.376578;2.477032;2.686231;2.622821;2.527868;2.372456;2.980211;3.290964;2.547987;2.433454
2100;2.954036;2.953538;3.290295;2.944181;2.703466;3.047376;2.294743;2.685158;2.558070;2.506454
2110;3.014444;2.443952;2.770260;2.828341;2.971114;3.157250;2.674906;2.736836;2.971912;3.405438
2120;3.975168;2.424102;2.954539;3.450692;3.314860;2.276881;3.477033;2.473926;2.909916;2.696268
2130;2.601004;2.645343;2.944173;3.331069;2.991349;2.753812;2.736777;2.830631;2.863312;2.509346
2140;2.266661;2.654359;2.893610;2.401309;3.221888;2.414732;3.412216;2.905117;3.473412;2.932390
2150;2.949001;2.031629;3.049790;3.224565;3.143878;2.715175;3.003260;2.611848;2.590098;2.362207
2160;2.955047;2.506056;2.665053;3.104272;3.153890;3.096700;2.581700;2.808513;2.756780;3.016180
