Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD]
2080;3.493483;3.058657;2.891371;3.404919;2.765434;3.023568;3.056839;2.900642;2.976679;2.986060
2090;3.326504;3.039130;3.258362;3.297728;2.755944;3.274671;2.539102;2.956468;2.647185;3.112454
2100;2.522307;2.779452;2.358612;3.440917;3.038078;2.548707;2.848675;3.495489;2.179844;2.801187
2110;2.651155;2.955615;3.088361;2.342979;3.244907;3.163981;3.603203;2.836448;3.129063;3.349432
2120;3.248792;3.404236;3.042953;2.585755;2.390506;3.400111;3.199914;3.183005;3.382922;3.211103
2130;3.615944;3.050821;2.710592;3.023362;2.793851;2.342068;3.261505;2.963315;2.991305;3.023839
2140;3.282909;3.492664;3.169495;3.023385;3.353648;3.626889;2.539874;2.984432;3.352164;2.838570
2150;2.958340;3.692218;3.212262;3.512506;3.568578;3.298802;3.150964;2.576358;2.814982;3.237160
2160;3.080537;3.029965;2.727699;2.946636;3.527126;3.089646;3.166100;3.591692;3.223072;2.816017
2170;2.997352;3.195845;2.389024;3.017667;3.358220;2.390167;3.656067;3.687419;3.661599;3.598173
2180;2.922835;2.500857;3.770954;4.359747;2.952657;3.593476;2.563612;3.030316;2.545534;3.058700
2190;3.404479;2.606613;2.987081;3.470461;3.342074;3.066010;3.749131;3.190350;3.133546;2.787785
2200;2.934825;2.738471;3.496020;3.358676;3.518936;3.164833;3.236332;3.309230;2.897574;2.877989
2210;3.167218;3.137519;2.207276;2.522883;3.602766;2.997738;2.809723;3.420120;2.301001;3.115527
2220;2.377364;2.739191;3.771404;2.511693;3.199540;2.795898;3.118173;3.095045;2.923527;3.230845
2230;3.310072;2.694857;2.651190;2.623633;3.292274;2.488483;3.079212;2.770260;3.318081;2.916968
2240;3.323745;3.235463;3.292341;3.125073;3.403544;3.146630;3.811224;3.143834;2.859834;2.515153
2250;3.196616;3.238197;3.389573;3.171266;3.116315;3.090366;3.058326;3.526249;3.286346;2.863362
2260;3.412345;3.550654;3.232603;3.171985;2.960274;3.742811;3.138658;2.535521;3.576162;2.864377
2270;2.987063;3.208364;3.246797;2.693823;2.825598;3.046825;3.527063;2.850753;3.009509;2.552862
2280;3.453699;2.792848;2.969119;2.633464;3.197511;2.601696;2.374372;3.680540;3.080183;2.703999
2290;3.395840;2.584434;3.240444;2.422853;3.821058;3.007828;2.497795;2.663175;2.779122;2.744530
2300;2.609235;2.528122;2.987254;2.710989;3.523205;2.334974;2.692934;3.538643;2.636934;2.866411
2310;3.797888;3.115009;2.919775;2.850418;3.140922;3.352251;3.065275;2.956990;2.433823;3.239373
2320;3.007468;3.359669;2.406868;2.500176;2.269510;3.337890;2.804511;2.770896;3.334472;3.126911
2330;3.200694;3.532115;3.054721;3.032621;2.899920;2.980115;3.059666;2.768484;3.419758;2.485044
2340;2.852829;3.278358;2.831051;3.187502;2.862955;2.205000;3.655217;3.441964;3.082282;3.077500
2350;3.092277;2.725659;3.498784;2.340569;3.270058;2.462283;2.603435;3.413057;3.584559;3.177788
2360;3.299220;2.939896;2.680653;3.471603;3.393178;3.398293;3.034706;3.092487;3.055217;3.385494
2370;2.504406;3.232540;2.957974;3.064208;3.021778;3.254542;4.404586;2.436073;2.994999;2.977692
2380;3.283098;3.049574;3.399180;3.654737;3.076886;3.711198;2.821494;3.006757;2.242567;3.303270
2390;3.509422;3.501678;2.851144;3.494771;3.158567;2.791758;3.204776;2.408504;3.190399;2.539901
2400;2.709392;2.877360;3.008397;2.917552;3.376667;3.018866;3.471781;3.191728;2.444979;3.167370
2410;3.156338;2.681042;3.581758;2.615053;3.143894;3.123251;3.003073;2.762483;2.965230;3.698945
2420;3.676214;3.123629;3.603741;2.756294;2.889893;3.189132;3.530038;2.911894;3.361944;3.274947
2430;3.384109;3.722147;2.716646;3.124801;3.318430;3.122099;2.776354;3.143043;2.961082;2.512571
2440;2.809042;3.307949;3.514632;3.264650;3.224286;2.515988;3.319739;2.887784;3.649152;2.473310
2450;3.155784;2.716290;4.089130;3.276694;2.866839;2.547524;3.109704;3.196032;3.159814;2.592533
2460;3.155231;2.872811;3.253317;3.046464;3.070812;3.059834;3.010770;3.127344;2.648654;2.878592
2470;3.355422;3.527729;3.070857;2.883193;3.308949;2.823969;3.154726;2.737337;2.324944;2.358181
2480;2.812963;2.833623;2.877491;3.675572;2.826086;2.937927;3.786724;2.760964;3.855647;2.633693
2490;2.632769;3.422160;2.584434;3.228561;3.106499;2.867780;3.509966;3.313135;2.772072;3.589981
2500;2.916626;3.382653;3.085864;3.031259;2.918310;2.747899;3.268167;2.642889;3.187052;3.250076
2510;3.590872;2.776673;1.877307;3.685138;3.207201;3.195872;4.295161;2.639814;2.322700;2.819296
2520;2.857737;2.565806;3.336592;2.325945;3.827318;3.114004;2.821724;2.654037;3.154426;3.290276
2530;2.795848;2.917383;2.950642;2.887450;2.939130;3.433929;2.960822;2.875106;3.093330;2.705733
2540;3.212716;3.107072;3.373749;3.048358;3.284339;2.659968;2.413945;2.959609;3.064805;3.658825
2550;2.644630;2.990969;2.955009;3.066204;2.939125;3.286414;2.555064;2.433839;2.945585;2.620284
2560;3.470583;2.902615;2.241100;2.588613;3.035746;2.377085;3.185013;3.199216;2.286321;2.975302
2570;3.348667;2.970064;3.047040;3.166079;3.319680;3.123791;3.357720;2.972395;2.776399;3.417597
2580;3.098377;2.777720;3.437664;3.228079;2.868160;3.139664;2.575982;3.386889;3.410165;3.101637
2590;3.419131;2.715030;2.171708;2.609677;3.319807;3.322274;3.613453;2.796286;3.108224;3.724765
2600;3.211195;3.340344;3.457988;3.030725;3.102708;3.410055;3.217527;3.109662;2.568644;2.764764
2610;2.586900;3.455525;3.137581;3.269896;3.070378;3.186580;3.717997;2.789121;3.404755;2.695578
2620;3.049574;2.819520;3.158119;3.122841;2.612932;2.717981;3.194421;2.505285;3.049678;2.783424
2630;3.002770;3.118699;2.778696;2.755292;2.500679;2.852019;3.119938;3.359584;2.578528;3.282822
2640;2.935291;3.206551;2.483981;3.148384;2.748007;2.708425;2.589358;2.790530;3.965011;3.145584
2650;2.265857;3.198756;3.863948;3.425608;2.982881;3.025531;3.204754;3.040002;3.035129;2.608849
2660;3.263425;2.939096;2.797294;1.816264;2.675769;2.998114;2.500179;2.966006;3.037875;2.368441
2670;3.362401;2.866491;3.517599;3.206924;2.966023;2.946395;2.542476;3.260792;2.952908;2.627255
2680;3.305993;2.880864;2.012949;2.972540;3.983474;3.667362;2.952348;3.317062;3.188703;3.298333
2690;3.301057;3.363067;3.658938;3.589188;2.923334;2.799191;3.091103;3.488688;2.757458;2.595883
2700;3.033225;3.043357;3.375619;3.014811;2.621186;3.413429;2.701040;3.175460;2.737479;2.498118
2710;3.071771;3.063368;3.033445;2.903678;2.589590;2.787367;2.984171;3.563962;2.920128;3.432669
2720;2.340458;3.428012;2.699233;3.262249;2.667792;2.737260;3.779991;2.693485;3.180649;2.997361
2730;3.445976;3.571305;3.012424;3.061982;3.219336;2.669131;3.043745;3.593945;3.258398;2.561228
2740;3.497224;2.964944;3.054246;2.839213;2.684978;3.680628;2.870844;3.134576;2.805742;2.472452
2750;3.566861;3.052797;2.495163;3.191803;3.471326;2.817694;2.531549;2.831794;2.617150;3.102649
2760;3.036002;2.849496;2.963422;2.982110;3.480263;2.831608;3.501164;3.270606;2.734001;3.011637
2770;2.632707;3.475550;3.353897;2.658193;2.862024;2.760530;3.038259;2.859035;2.970607;2.777613
2780;2.477034;2.681321;2.552556;2.632973;3.071990;2.927294;2.444334;3.190912;2.977465;2.334289
2790;2.951221;3.107949;2.764718;3.177902;2.826880;3.137132;3.499933;2.506740;2.994146;2.668202
2800;2.867227;2.769658;3.188872;3.146356;2.947360;3.540630;2.829812;3.218964;3.005210;3.350379
2810;3.038316;3.275834;3.115552;3.358317;3.041432;3.211868;2.912362;3.211411;3.114021;2.938275
2820;2.926240;2.997409;2.635609;2.391780;3.053034;3.159040;3.092149;2.794600;2.776451;3.231308
2830;2.680454;2.894077;3.039586;2.795395;3.414096;2.952785;2.817365;2.860583;2.732944;3.434537
2840;2.840728;2.875429;2.779691;3.407702;2.646726;4.163030;3.096776;3.754636;2.332625;3.092260
2850;2.837686;2.838895;2.937819;3.140389;2.983849;3.166523;2.442822;2.889240;2.969738;2.757946
2860;3.436907;2.513868;3.416421;2.741371;2.531793;3.325665;2.486121;2.447581;2.982251;2.879427
2870;3.491739;2.935756;3.813543;3.275532;2.989986;2.794401;3.086015;2.433741;2.997393;2.815648
2880;3.461359;2.961079;2.998301;2.979418;2.169936;3.130781;3.009146;2.995910;3.256877;3.835773
2890;3.182914;2.972145;2.628452;3.158801;3.398061;3.337687;2.352631;2.719232;2.682630;3.292370
2900;2.962398;2.820013;2.780234;3.004079;2.223754;3.049252;2.743165;2.894040;2.894822;2.653248
2910;2.637777;3.268244;3.486795;2.865757;2.861585;3.734290;2.939269;3.656991;2.770356;2.118236
2920;2.954551;2.841470;2.417343;3.306029;3.226433;2.705935;2.471635;3.590875;3.108357;3.009317
2930;2.563127;3.535115;3.221850;3.103819;2.959832;2.871506;3.470099;3.091543;3.387146;3.643306
2940;2.880001;3.506504;3.509529;3.342421;2.942207;2.861519;3.332650;2.719287;2.840216;2.656266
2950;3.259875;2.769749;3.003705;3.014892;2.664826;3.117753;2.914269;3.196023;3.385135;2.268328
2960;2.540236;3.739579;2.992070;2.757123;2.634566;2.519218;3.109374;3.486847;3.758618;3.414402
2970;2.610383;2.258391;2.181601;2.493898;2.824246;2.721361;2.662987;2.636045;2.864965;2.730098
2980;3.464451;3.045182;3.198320;3.398151;2.895987;2.788189;3.537143;3.004884;2.951798;2.075461
2990;3.048873;2.858357;2.228363;2.265527;3.285285;2.945930;2.406204;2.951673;2.692290;3.055529
3000;3.077697;3.353670;3.457576;2.976997;3.309957;3.182574;2.631272;2.361829;2.958305;3.303225
3010;2.524056;2.978170;2.968593;2.666913;3.302865;3.151144;3.016991;1.793105;2.810771;3.254047
3020;3.043134;3.040599;3.389969;2.711035;3.140262;3.525078;3.306933;2.917883;3.153528;3.134290
3030;3.143448;2.866510;3.661312;3.005942;3.587099;3.345167;3.010750;2.483936;3.286968;2.789075
3040;2.762244;2.808442;2.621485;2.439908;3.181147;2.742985;2.666082;3.281263;2.760896;3.584673
3050;2.933642;3.547290;2.578230;3.204884;2.799896;3.090094;2.630228;2.779456;2.560965;2.702593
3060;2.950109;3.387321;3.558081;2.698233;2.921510;3.125033;3.617849;3.728787;3.017612;1.913730
3070;2.735106;2.929370;3.357913;3.100243;3.265470;2.681189;2.759027;2.988571;3.034118;3.025618
3080;3.828385;2.277589;2.869867;2.895097;3.386983;2.390498;2.835664;3.110887;2.933750;2.554295
3090;3.548316;3.057799;2.775981;2.810241;2.989458;3.015849;2.494790;3.001515;3.144994;3.127660
3100;3.255064;2.975588;3.600127;2.883651;2.908701;3.004986;2.711327;2.357430;2.937893;2.863100
3110;3.615185;2.694348;2.251442;3.000583;3.080403;2.936434;3.501888;2.725051;3.170160;2.304616
3120;2.399264;2.360529;2.607894;2.710138;2.896627;2.964986;2.652260;2.628096;2.556283;3.754053
3130;3.727702;2.744260;2.212626;3.192098;3.008670;2.899949;2.968947;2.498045;2.933731;3.485896
3140;2.068434;3.740107;3.231400;3.267961;2.851480;3.276915;3.003256;3.241563;2.651954;3.222985
3150;3.376951;2.951194;3.761529;2.112445;3.819097;2.517609;3.188791;3.587106;3.497421;3.108451
3160;3.264940;3.575700;2.905565;2.195213;3.310024;2.892466;2.692292;3.804637;2.358116;3.337022
3170;3.264675;2.468437;2.684959;2.830217;3.439626;2.464005;2.794609;3.741614;2.730896;2.968891
3180;2.689889;2.892777;3.114987;3.072985;2.585658;3.363339;2.997012;3.064223;2.855045;3.402069
3190;2.661356;2.973983;3.175043;3.319635;2.671455;3.140031;2.945999;2.980062;3.172294;2.444235
3200;3.147474;3.153523;2.693012;2.815016;2.759156;3.305312;2.738802;2.393562;3.592851;2.528261
3210;3.439642;2.764912;2.697467;3.635919;2.484535;2.860675;3.249253;3.560852;2.836513;3.080496
3220;3.073261;3.325812;3.284256;2.366657;2.646650;3.076839;2.273357;3.256518;3.359649;2.475760
3230;2.909313;3.109207;3.057592;3.113578;3.145073;3.322888;2.884836;2.782388;2.623330;3.101328
3240;2.777511;3.521015;3.369007;2.586872;3.613201;2.797070;3.349706;2.686268;2.286896;2.911625
3250;3.175383;2.146726;2.399135;2.848983;3.460304;2.843076;3.520431;3.472013;3.273072;3.412525
3260;2.449892;3.224751;2.710335;3.491565;3.173108;3.264650;3.170782;2.735574;3.104642;2.574880
3270;3.324599;3.094506;2.375222;2.433378;3.449050;2.528818;3.141970;2.804968;2.752430;3.759518
3280;3.023736;3.130313;3.580006;2.877052;3.443058;2.759047;2.369966;3.455570;3.632960;3.014897
3290;2.842671;2.942353;3.782498;2.886963;2.797695;2.795993;2.706926;2.863056;2.408254;2.893721
3300;3.160517;3.182801;2.555170;3.104781;3.231138;3.477105;2.938690;3.186255;3.086078;2.674842
3310;3.273986;2.907564;3.054058;3.122977;3.096555;3.135400;2.672504;3.295850;2.237762;2.694029
3320;3.132240;3.057768;3.131193;2.755549;3.441818;2.654248;1.956268;2.940080;3.017634;2.897361
3330;3.609501;3.111072;2.443791;3.201103;3.108350;3.019978;2.442435;3.309772;2.631191;3.382360
3340;3.099685;2.650053;2.043718;2.824489;2.755501;2.895970;3.272412;3.108964;2.993749;2.412823
3350;2.785298;3.327385;3.197323;2.166945;2.647621;3.123432;2.829563;3.169806;3.749834;2.911474
3360;2.729576;2.835484;2.408587;2.524177;2.645896;2.707975;2.430692;3.562453;2.363161;3.458896
3370;2.875369;2.902124;2.784987;2.925824;3.192821;3.487883;3.017561;3.010678;3.034261;3.036496
3380;3.142426;3.202717;3.018137;3.274637;2.589796;3.123559;2.817289;2.956980;3.154907;2.761804
3390;3.385148;3.210079;3.051325;3.544855;3.075762;2.781599;3.105160;2.862034;3.258406;2.648114
3400;3.462743;3.137483;2.511139;3.326598;2.711059;2.175180;2.863107;2.424869;3.129385;3.312106
3410;3.397925;2.664650;3.116574;2.813491;2.951075;3.530300;3.285327;3.120817;2.855569;3.006128
3420;3.045099;3.151263;2.637238;2.927808;3.105420;2.680033;4.019619;2.637553;3.947844;2.694644
3430;3.185191;2.914616;2.497528;3.644037;3.379108;3.621507;3.215162;2.796483;2.833125;2.788564
3440;3.747948;2.767782;2.525820;2.398803;3.120024;2.652323;3.151277;2.611862;3.300445;2.964946
3450;2.867344;2.557774;3.005966;3.238598;2.738804;2.927728;2.994402;2.876312;2.894367;3.850121
3460;3.185974;2.554668;3.327429;3.075720;3.290275;3.372059;2.607507;3.523630;2.570448;3.112671
3470;2.875972;3.121561;3.269357;2.964765;2.620645;3.036455;2.878907;2.013913;3.030457;2.279291
3480;3.458708;3.256717;3.088819;2.842264;3.543755;2.775453;2.786391;2.709139;3.060660;2.702431
3490;3.132658;2.951751;2.867286;2.129638;2.340112;2.968126;2.470300;2.785097;2.569486;3.206146
3500;2.923350;2.822209;3.562905;2.975793;2.487258;2.510673;2.819202;2.372811;2.622233;3.861082
3510;2.922499;3.188220;2.473888;3.331283;3.120648;2.584852;2.701502;2.778295;3.567843;2.641086
3520;2.837572;2.780925;3.043521;3.023447;2.884836;3.033232;2.583945;3.595231;3.849591;2.691023
3530;2.791055;2.979623;3.268503;3.166722;3.071182;3.311536;3.385614;2.994515;2.817130;2.941411
3540;3.185880;2.582315;2.592080;2.901103;2.506360;2.862214;3.030700;3.054618;2.482125;3.108708
3550;2.101537;2.914616;2.942532;3.317959;3.075494;2.824785;2.694620;3.378972;2.274469;2.787901
3560;2.736370;3.179189;3.383472;2.441212;2.755336;2.924895;3.436940;3.688796;2.402262;2.907281
3570;2.965305;2.457904;2.721207;3.040070;3.233370;2.401954;2.707748;3.178574;3.324264;3.180542
3580;3.238962;2.513468;2.938084;2.699868;2.569126;3.105110;2.587117;3.097145;3.112284;2.980410
3590;2.828816;2.393822;2.200751;2.867269;2.747500;3.087654;3.059930;3.364806;2.972742;3.593620
3600;3.069133;3.143951;2.753957;3.274754;3.360084;3.398740;3.014237;2.975099;2.867134;2.859611
3610;2.970070;2.818401;2.755225;2.615159;2.747593;3.276559;2.314537;3.133895;3.597575;3.035942
3620;2.746375;2.553390;2.537301;3.069945;2.589698;3.142018;2.874795;2.194291;3.304193;3.238791
3630;2.944047;2.819223;3.370427;2.997316;2.944505;2.260187;3.249352;2.724948;2.222751;3.026275
3640;2.492274;2.771232;3.122467;3.444399;3.287107;3.173066;3.554518;3.148178;3.230427;3.077826
3650;3.434882;2.942337;2.674980;2.566301;3.310594;2.592321;3.004497;3.143518;2.906281;2.986332
3660;3.093007;3.262159;2.779292;2.962538;3.505018;3.014488;2.925093;3.033759;3.014802;3.226184
3670;2.842412;3.015146;3.255804;3.164075;2.723490;3.126659;2.696170;2.808515;2.798193;3.181879
3680;2.624680;2.755483;2.661160;3.397395;3.441090;3.284703;3.180283;3.133288;2.757645;2.630303
3690;3.088554;2.673784;2.778208;2.656930;2.695929;3.216951;2.875455;3.808487;3.705500;3.197122
3700;2.548697;2.558400;3.091583;3.440747;2.684298;2.802447;2.884321;2.507668;2.289867;2.416394
3710;2.681417;2.680807;3.701798;2.676166;2.918441;2.671923;2.240844;2.409065;3.581867;2.532958
3720;3.258658;2.805907;3.257608;3.428930;2.913389;2.666852;2.719811;2.069640;3.720271;3.196221
3730;2.538919;2.991288;3.052770;2.958899;2.973474;2.458947;2.506174;2.996171;3.168431;3.170149
3740;3.384648;3.450126;3.813322;3.405495;2.995898;2.679859;3.226804;1.816978;3.282101;1.990585
3750;2.587630;3.585642;3.093845;2.531415;2.515131;3.469346;3.132500;3.271636;3.186058;2.155578
3760;3.088428;3.508805;3.186165;2.882540;3.266539;2.748311;3.032210;3.132952;2.856544;3.066201
3770;2.453063;3.129143;2.325612;2.915816;3.180610;2.946965;3.457177;3.601149;2.896943;2.884225
3780;2.776598;2.733909;3.052642;2.650422;2.762290;2.365418;2.941351;3.115271;3.192578;3.184275
3790;2.637649;2.213929;2.882829;3.068276;2.336188;2.645635;2.530398;2.700235;2.577796;2.200551
3800;2.544849;2.557653;3.079850;2.841089;2.874514;2.632726;3.107766;3.701876;2.877351;3.473449
3810;2.708002;3.167085;3.344111;2.480962;3.270902;2.883969;3.818522;3.329876;2.876714;2.066665
3820;2.977982;2.125281;2.334642;2.731870;2.775115;3.023767;3.107287;2.598556;2.648033;2.598490
3830;3.210300;3.247060;2.999477;3.080194;2.883538;1.962169;3.043724;3.650458;3.543721;2.924716
3840;2.821892;2.329626;3.018104;2.176288;2.672630;3.485331;2.512999;3.833251;2.539806;3.222657
3850;2.097424;2.828607;2.604627;3.241112;2.714884;3.050677;3.043671;1.994923;2.788223;2.600402
3860;2.859000;2.368369;2.871064;2.118496;2.823443;2.449563;3.041233;2.638362;2.920406;2.630574
3870;3.171853;3.142271;2.275598;2.920921;3.578585;3.203600;2.817968;3.337248;3.060335;2.746152
3880;2.626696;3.109641;3.238725;3.297335;2.333244;3.240550;3.005025;3.541405;2.711166;3.076589
3890;3.107446;2.906272;3.083182;3.269379;2.597810;3.016136;2.801962;2.883310;2.892933;3.281329
3900;2.417027;2.971084;2.765035;3.269231;3.134326;2.745661;2.953719;2.912586;3.254667;2.334578
3910;3.199253;3.490621;2.456446;2.677652;3.339127;2.606948;2.971837;3.221714;2.329619;2.948591
3920;3.215386;2.464837;3.073320;3.051990;2.674289;2.725105;3.235871;3.159754;2.837642;3.171672
3930;2.492350;2.806871;3.158183;3.077567;2.592797;3.483089;2.997825;2.740392;2.881456;2.773330
3940;3.193998;3.142628;2.626012;3.300252;3.283089;2.526668;3.034590;3.061427;3.267787;2.802769
3950;3.433228;3.129430;2.074387;2.801212;2.676248;2.762053;3.127618;2.963130;3.274462;3.641596
3960;3.000583;3.605519;3.188661;3.178988;3.374299;3.042964;3.174308;2.454309;3.482943;3.392903
3970;3.016226;2.954531;2.511421;2.944725;3.430509;2.923604;3.262390;2.544700;3.726763;2.280171
3980;2.756899;3.195897;2.512453;2.228064;2.093555;2.409996;3.045590;2.123541;2.668085;2.889537
3990;2.765931;3.015003;2.963961;2.924380;3.254453;3.154309;2.602111;3.570697;3.318484;2.282855
4000;2.939314;3.312736;1.571788;2.997956;2.752935;2.218634;2.319292;3.013282;3.056090;2.728387
4010;2.391470;2.717949;2.592569;3.542383;3.262966;3.282470;2.887843;2.258573;2.948777;3.420555
4020;2.782550;2.508448;2.456569;2.786165;2.924715;2.432124;2.474891;2.921845;3.111313;3.378650
4030;2.514799;2.777664;2.691779;3.240772;2.794296;2.474606;2.903995;3.388188;2.987932;2.671708
4040;2.151127;2.427261;3.119952;3.161987;2.228270;2.542718;2.735551;3.212076;3.023062;2.815205
4050;3.499677;3.293748;3.343086;2.639298;2.996362;2.952428;2.679255;2.773902;2.782760;2.792282
4060;2.813014;3.438451;2.497365;2.615326;2.440015;3.209761;2.871174;3.255507;2.585195;2.281065
4070;2.389582;2.836303;3.289289;3.327613;3.515703;3.189655;3.061622;2.330887;2.631426;2.417086
4080;2.859816;2.806835;4.016316;3.625276;2.612178;3.311544;2.821469;3.093928;3.032810;3.496044
4090;3.217594;2.571080;2.694352;2.182718;2.561325;3.140877;3.288087;3.229019;2.813861;3.044934
4100;2.739613;2.927481;3.356962;2.725412;3.288671;2.644137;2.917618;2.962704;2.651903;3.647759
4110;2.279243;3.283767;3.321215;2.847597;2.766063;3.423864;2.819495;2.459690;2.461877;3.266399
4120;3.175298;2.578646;3.484282;3.055755;3.376887;2.021914;2.549426;3.344443;3.085224;3.218126
4130;2.727271;3.453938;2.277644;2.764767;2.582790;2.106110;2.796600;2.773991;3.159819;2.325470
4140;3.235837;3.168293;2.825758;3.264452;2.964285;2.812623;2.493647;3.210521;3.398486;3.072659
4150;2.512244;2.158673;2.539728;2.766925;2.643786;2.519930;2.271056;2.377409;2.864825;2.645706
4160;2.876652;2.780706;2.551637;3.081881;2.516733;2.723159;3.114063;3.206335;2.367238;3.210739
4170;3.950929;2.914616;2.837331;3.375498;2.830473;2.985326;3.301568;2.697731;3.344147;2.408922
4180;2.522302;2.603866;2.631325;2.627515;3.152623;2.707644;2.749477;2.988052;2.878491;3.169945
4190;3.044837;2.485982;2.960105;2.866742;3.223510;2.966721;2.767292;2.576695;3.041449;3.351239
4200;3.042084;2.785588;2.917191;3.687817;2.664799;2.477430;2.783934;2.866626;3.057617;2.688670
4210;2.943235;3.147027;2.708424;2.868667;3.575235;2.843515;3.067380;2.629468;2.932277;2.909876
4220;3.099524;2.645509;3.162882;2.878594;2.655049;3.109378;3.358753;2.934448;3.242857;3.290889
4230;3.193072;2.806844;3.000882;3.324554;3.573431;2.539436;3.062889;3.530410;2.673032;3.165300
4240;3.220429;2.108013;3.126651;2.890587;3.176088;2.894675;2.188751;2.737952;2.615193;3.052445
4250;2.558728;2.896583;3.526623;2.777195;2.671568;2.564058;2.359898;2.850681;2.656284;3.014949
4260;3.122219;2.808804;3.107561;2.944505;2.304907;2.509501;2.636723;2.534224;2.398765;2.849410
4270;3.166612;3.122766;3.310720;3.264642;3.350529;2.266591;3.131936;3.291244;3.245156;2.659184
4280;2.617571;3.007522;3.044320;3.484043;2.930861;3.044440;2.494253;2.231935;3.201001;3.144631
4290;3.798162;2.400374;3.105232;2.745117;3.605925;2.388501;3.680989;3.203000;2.961906;2.762528
4300;3.080090;2.701639;3.239909;2.731019;3.057492;3.008102;2.197986;2.830404;3.126289;2.094635
4310;3.056603;2.576001;2.970663;3.097548;3.335521;3.106065;2.903991;3.195237;3.230685;3.114040
4320;3.035596;3.017088;2.258999;3.149112;2.959439;2.820032;2.578477;2.890485;3.101406;2.268540
4330;3.290364;2.943830;2.747963;3.020594;2.870350;2.911527;2.146422;3.188857;2.815155;2.397495
4340;2.957821;2.598470;2.580612;2.964303;2.336028;3.078343;3.102479;3.505387;2.809719;3.101828
4350;2.386857;2.290950;2.487443;3.097327;2.890602;3.051301;3.314087;2.880100;2.791476;3.144230
4360;2.387617;3.460795;2.812482;2.740507;2.763548;2.448514;2.655924;2.795716;2.992666;3.355672
4370;2.437028;2.817237;3.281066;2.716872;3.059233;2.711824;2.903711;2.355517;3.442456;2.871886
4380;2.882736;2.783296;2.580235;2.824833;2.788024;3.150751;2.785231;3.248442;2.980277;2.871666
4390;2.745287;3.283784;2.766314;3.370431;3.063808;3.327769;2.459900;3.007429;2.564086;2.552246
4400;2.571494;2.840048;2.744487;2.602552;2.409058;2.779621;3.581119;3.634955;2.611475;3.302798
4410;2.592657;2.374363;2.981531;2.962251;3.174563;3.167714;2.926049;3.448160;2.677499;3.382365
4420;2.598606;2.826437;2.935903;3.063834;2.988386;3.324883;2.921263;3.149854;2.712426;2.624753
4430;3.364143;2.954921;3.324163;2.696202;2.898455;3.291563;3.716520;3.322442;2.696311;2.770308
4440;2.727889;3.081506;2.116289;2.618756;2.705551;3.308339;2.810066;2.613289;3.102870;2.978353
4450;3.644087;2.997307;2.322010;2.634922;3.131936;2.705733;2.836298;3.231361;3.300435;2.564778
4460;2.665395;3.669147;2.796724;3.132482;2.868578;2.882284;3.188947;3.004516;2.794978;3.229566
4470;3.213411;2.623155;2.789595;3.323824;3.277428;3.174199;1.585322;2.695908;3.470219;2.694705
4480;2.831876;3.336298;2.595750;2.989379;3.122361;2.964404;2.917836;2.982413;2.845651;2.876391
4490;2.712955;2.490690;3.183338;3.047224;3.323481;3.098322;2.807645;2.873705;1.988925;3.104913
4500;2.426041;2.278337;3.008350;3.171733;2.976135;2.318096;3.077729;2.416121;3.559162;3.283242
4510;2.173536;2.802965;2.714509;2.388096;2.968070;2.816812;2.348081;3.073861;2.357544;2.865848
4520;2.822135;3.312383;3.284593;3.257964;3.144734;2.824804;2.732722;2.579522;3.310269;2.334887
4530;2.527820;2.944028;3.407427;2.765565;2.700054;2.889239;2.585002;3.269549;2.483660;2.553253
4540;2.984035;2.986410;2.690200;2.825101;2.705716;2.827892;3.032049;2.609043;2.738044;2.383650
4550;3.120488;2.972448;2.903325;2.962777;2.693521;2.567915;2.398624;2.818194;2.558360;3.670678
4560;2.985581;3.376966;2.018908;2.562950;3.454762;2.887104;2.948184;2.661006;2.473865;2.717768
4570;2.607121;2.764926;2.304893;2.785411;2.966778;3.202907;2.959044;3.805291;2.418027;2.574784
4580;2.637749;3.116814;2.926945;3.268340;2.760782;3.033993;3.008681;2.920850;2.874971;2.797902
4590;2.468018;3.315146;3.247421;2.293986;3.306150;3.059001;2.753533;2.981460;3.216523;2.746881
4600;3.050415;2.046170;2.658971;3.221319;3.163411;2.656788;3.074436;2.832175;2.951785;3.260627
4610;2.419364;3.414023;3.019079;3.795173;3.239947;2.445176;2.924993;2.777112;2.931237;2.809856
4620;2.588382;2.571250;2.923847;3.320419;3.173232;3.500794;2.498626;2.913765;3.414896;2.756429
4630;3.295710;2.853417;3.168611;2.623633;2.528922;2.937893;2.942612;3.782558;3.128638;2.463705
4640;3.198869;3.416453;2.424954;2.869390;2.617639;3.119316;3.600015;2.918418;3.231613;2.562724
4650;2.902628;2.949215;2.099057;2.769819;2.533952;3.293316;2.971124;2.294528;3.363250;3.346089
4660;2.824737;2.735283;2.335028;3.065990;3.131475;2.868469;2.990910;3.155259;2.647798;3.280827
4670;2.953520;2.702344;2.426465;2.609677;2.716978;2.958659;3.353421;3.259399;3.164375;2.613856
4680;3.032905;3.519765;3.298924;3.624222;2.830887;3.197316;2.931309;2.737729;2.310212;2.553933
4690;3.389315;2.844060;3.087913;3.191123;2.759990;3.005738;2.675558;2.739183;3.268769;2.907375
