Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD]
350;-5.147231;-1.855432;-3.468448;-1.928457;-0.218418;-2.205940;1.768946;0.240341;-1.831352;-2.369244
360;-2.937458;-1.718607;-2.402927;1.468918;0.887915;1.181057;-0.952767;-1.874656;-3.481317;-0.597152
370;-2.988385;-0.277050;-4.200498;-1.343611;-3.446506;0.325830;0.843514;0.283198;0.426380;-3.331136
380;-2.152782;1.597622;-6.425546;0.448548;-1.608690;1.021219;-1.055429;0.214965;-4.905605;-1.002083
390;-4.905234;3.534544;-0.015803;-0.906983;-0.692885;0.097358;1.149757;2.582810;1.285164;-2.730794
400;0.164139;-0.041844;0.278747;1.555501;3.291765;-1.394397;2.579744;-0.813424;-1.026162;-4.184829
410;-3.842620;-1.703280;1.033380;3.242586;0.497580;-3.631504;0.867055;0.196509;0.566002;0.652270
420;-1.221966;-1.935206;0.609865;0.699290;1.255778;-3.356710;2.684798;3.144724;-0.687787;-0.015546
430;-0.115974;1.774176;1.330973;0.753036;-2.560598;-1.904796;-1.601115;-0.649260;-1.296465;0.150152
440;-4.974291;-2.295117;2.373344;-1.424465;-0.847655;-0.075707;1.670268;3.080343;-0.873175;-0.902664
450;-0.852896;-3.999973;0.081897;0.705473;1.097983;0.928118;1.260180;0.695513;0.464210;0.380372
460;-3.753083;-0.499532;0.718266;-2.370298;0.338937;-1.737388;-0.568400;0.288041;-0.174804;-0.805383
470;-0.863227;0.407768;-1.949363;-1.933673;2.156481;-2.134325;-1.095208;-1.514799;-0.355961;2.037548
480;1.071748;2.396484;0.388709;-3.219085;1.005063;1.337291;0.791490;0.672185;1.621967;0.552641
490;0.488265;-1.345154;-0.295011;-3.029295;-0.403081;1.187622;3.559910;-3.711709;-0.538446;-0.027736
500;-0.738015;1.399002;-5.160230;-0.854498;-2.411749;1.996913;1.281411;-4.142358;1.731693;-0.923250
510;-1.047304;-0.490896;-5.152526;-1.093136;-0.879720;-1.554990;-1.860531;-0.447142;1.319512;1.644985
520;-1.363373;-0.320593;-4.130354;-1.321895;-1.025590;2.369751;-0.241499;-0.842575;-0.261611;-0.412576
530;0.266073;-0.103511;-1.491506;-1.273028;-0.028287;-1.236948;-0.470593;-1.475107;3.550012;1.797225
540;1.050047;-2.018485;0.308217;1.995664;0.956130;1.389120;-0.812528;-1.032985;0.179423;-3.071201
550;1.565574;-0.709381;1.823543;0.968994;0.128485;-0.208147;-0.193401;-2.077462;0.411417;0.399743
560;-2.221598;-6.805646;2.249668;1.515987;-1.010299;-1.739346;0.430887;-1.627646;0.192071;-0.936209
570;-0.013176;0.174695;2.260787;-0.701847;1.144922;0.728102;-0.247311;2.136064;0.600560;0.962030
580;-0.225221;-0.083367;4.619235;-0.193338;-2.216481;-2.761338;0.230794;0.388380;1.371476;-0.020911
590;1.896625;-0.901979;-0.353831;0.467214;2.118501;-0.830664;-0.764906;1.308659;0.235922;-2.531314
600;2.489223;-0.973807;1.592980;-0.660885;-1.025808;-0.990949;-0.401641;0.477935;1.917499;-1.144447
610;2.014005;-0.267856;-3.314481;-2.682280;-1.496194;-1.673597;0.857053;0.838452;1.145412;1.033723
620;2.575699;-2.708060;1.193821;-1.629267;-0.581812;-2.614114;-1.466118;2.392062;2.061942;-4.130949
630;-1.586126;-3.613200;-4.728873;-3.084240;-3.094060;-0.949964;1.377231;3.601325;-1.607614;-3.284918
640;2.101733;-2.645533;-0.718286;-3.582732;-1.120620;-1.095577;-1.246564;2.531098;2.646378;-3.187562
650;1.080785;-1.630656;-2.535973;-0.549181;4.091044;-1.900131;1.752164;0.192160;1.896263;-0.483849
660;1.603979;-3.026603;-1.775155;-0.939136;-0.455059;-2.484824;-0.449771;3.348484;0.795469;-0.195109
670;1.154878;-1.940854;-0.058322;0.329073;0.497271;-0.584972;2.482056;-2.056361;-2.482644;-1.500168
680;1.102890;1.906990;-0.179057;-0.661740;-2.798909;1.012325;0.974944;1.101943;-1.424188;1.339604
690;0.156599;1.579992;0.868928;1.444269;-2.590797;1.356955;2.625499;-0.669844;-1.977506;0.848051
700;2.155814;2.167676;0.358127;0.466958;-2.516739;-0.718722;1.924478;-1.087240;-2.190364;2.121657
710;0.602926;1.121970;1.151102;-1.341358;-2.179038;-0.055561;-0.456276;-2.594812;-0.609209;1.245715
720;1.919228;-2.292511;-0.450755;-0.753307;0.897593;0.670049;1.647947;-1.295147;-2.880733;-0.475786
730;-0.719183;-1.080513;-1.514971;0.627025;1.023294;2.534763;-1.027111;-1.649102;-1.349861;3.183040
740;0.327460;-2.260236;-0.317773;2.179013;-2.619814;-0.145095;1.133464;-2.747723;-2.923542;2.262186
750;0.265206;-1.695020;-4.266053;-0.038439;-5.365458;0.146720;0.400049;-2.633744;-2.932886;0.320366
760;0.652949;-2.463868;-1.052661;-2.231450;-1.721103;-4.653672;-1.272130;-2.761308;-1.699678;1.403166
770;-1.017578;-1.167623;1.165215;-1.080829;-4.899468;-1.462048;1.545870;-0.176202;-3.484333;2.545642
780;-2.306825;-0.228713;-3.036177;-4.405619;-0.735880;-1.878768;-1.518640;1.293797;1.874682;-3.132500
790;-1.134070;3.539855;1.593254;-3.685959;-0.475542;-3.141332;1.567489;-1.591010;-0.650351;0.287308
800;0.226332;1.261495;2.883996;-2.786278;1.392494;-1.268845;1.995119;3.548911;0.281206;0.246435
810;-1.382642;1.516693;1.669599;-1.869294;-0.626570;-0.191098;-0.121165;0.231893;-0.557055;-1.116636
820;-2.722515;2.193899;-1.332377;0.601680;0.481506;-2.681149;1.732241;1.364459;-3.542790;-1.796085
830;-2.453521;3.133962;-0.791763;0.230198;-3.153672;0.088470;-1.414362;3.104467;-3.233370;-3.143647
840;-2.832063;0.641702;0.613419;1.617709;-3.460474;0.944513;0.064506;-1.025843;-0.296317;-1.814675
850;0.216302;0.734938;0.725559;-0.001715;1.375691;-1.393676;-1.655991;0.978732;-3.648323;1.304108
860;-0.762139;-1.499724;-1.209557;1.115768;0.823199;1.043596;0.272714;0.089961;-1.358145;-0.780107
870;-1.707543;-3.728779;-2.224792;-1.686936;2.003369;0.143978;-1.291632;1.624954;-0.922613;-0.570682
880;0.393117;0.874415;-0.219390;0.459730;1.367223;2.211599;-4.919627;3.461654;-1.400167;-1.821858
890;-3.163504;0.668794;1.534847;3.906717;1.725241;1.095868;-1.602246;3.811996;-1.337403;-1.163011
900;0.161105;1.170100;-0.790522;-0.785863;-0.954456;0.712030;-0.873813;3.130118;-1.396195;0.496538
910;-0.492958;0.240119;-0.802407;1.808667;-4.195261;-1.069194;1.896246;2.646793;-0.287035;-1.015363
920;0.872845;-0.578087;2.209678;2.861419;-1.244988;0.206335;-2.983033;0.447888;-2.753089;-1.119651
930;3.812421;1.061324;0.974021;-1.478491;-1.250809;-0.456712;-0.001316;2.068966;-3.516439;-2.351995
940;-0.655535;0.293446;0.624167;-1.029506;-0.935677;-4.658072;-2.381923;0.690372;-2.558569;-0.749590
950;1.165910;0.788972;-1.193273;-0.943183;0.583352;-3.908035;-1.724064;-0.328710;-3.415477;-0.114067
960;1.156231;1.590538;-5.068716;1.092357;1.132941;-2.536424;-2.405132;-1.365596;-1.552735;2.605990
970;-0.272986;-0.958443;-0.745631;0.425691;1.371078;-0.646316;-2.420742;-0.357779;-2.974962;-1.682498
980;2.481658;-1.680801;-2.792281;2.058778;-1.740709;-1.917315;-0.898563;-3.245154;-1.780249;-1.347188
990;-3.013557;-0.007360;-4.165956;-0.475074;-3.188323;-2.873416;-2.184111;1.255561;-0.438590;-0.013655
1000;0.194456;-2.263911;1.244162;-2.013008;2.011097;-0.259600;-2.996855;-1.411002;-0.778422;2.722447
1010;-1.611957;1.148036;1.559197;-3.022019;-1.907325;-0.026140;-2.734952;-0.940594;-1.737518;0.976895
1020;-2.672521;0.615364;3.662069;-1.126116;0.367938;3.059021;-2.370156;1.132731;1.039218;1.697907
1030;-1.411227;1.835306;0.543626;-1.877903;1.505334;1.078936;-3.971970;-0.341860;0.049844;-0.495068
1040;-2.586427;3.359604;-0.060864;-0.979225;-0.875871;-1.997564;-2.182457;1.379215;-2.092705;0.096643
1050;-1.199033;1.086856;1.163129;-0.824917;-3.677879;1.442335;-3.344819;-1.219263;-0.803079;1.191992
1060;-1.848564;0.205704;0.304370;-1.449440;-0.070241;1.803530;-1.006043;-2.021411;-0.471484;2.117128
1070;-0.831646;-4.112317;-0.840547;-1.619967;4.131698;-0.843444;-0.626217;-0.935790;0.647318;0.749134
1080;-2.813751;-1.433118;-6.035898;-0.991335;1.061726;-2.046858;1.227946;-0.732403;-1.495969;0.279930
1090;0.889765;-0.109702;-1.595380;-2.403313;1.157858;-1.141135;-0.526039;-1.863960;2.175514;0.423000
1100;0.370086;-2.424336;-2.337232;-1.974354;-3.016595;0.668379;-4.738552;-0.939622;-0.071527;-1.018831
1110;0.830562;-2.311647;-2.323336;-4.867214;-2.298148;-0.640777;-0.129444;-1.186300;1.967922;0.339640
1120;-0.269746;-2.262254;1.381941;-0.279222;-3.213939;0.413238;1.075470;-1.163152;1.845821;-0.450907
1130;1.555337;1.766597;-1.015073;-3.272009;-0.624401;-3.115280;-0.418029;-3.343139;-0.144530;-0.589664
1140;-0.664818;0.415639;-0.656099;-0.269930;1.298694;0.267877;-0.473987;-2.188875;0.034329;0.220985
1150;0.675992;0.360995;0.412480;-1.328898;1.371350;-0.715270;0.341846;-2.028105;0.582362;-3.725244
1160;1.994869;-1.015934;3.275454;-1.902960;0.940949;-3.651322;-1.201082;-4.907466;0.132507;1.233591
1170;0.646110;3.893701;0.143983;-0.412130;-0.928268;0.258382;2.704909;-3.451891;2.102059;-0.091694
1180;-1.453154;0.340115;1.638680;-0.750780;-0.935293;1.773315;0.259092;-2.014098;4.384057;-3.847092
1190;2.745450;0.997476;2.310468;-0.545897;-2.834572;-0.182394;0.662487;-1.661780;1.229646;-3.631405
1200;2.208474;-1.227373;-0.979485;-1.920930;-0.489530;-0.895750;1.680827;-3.507668;-1.395426;-2.986113
1210;1.892037;-0.785674;-0.057188;-2.367320;-0.583366;-1.022519;-0.189081;-1.265309;2.981494;-3.612389
1220;1.382920;-1.370827;0.755687;-0.530738;2.121137;0.922303;0.262218;-1.484409;-0.946758;0.196280
1230;1.640825;-0.078445;-0.636922;1.041728;-0.638113;0.148367;-0.730098;-1.160970;-3.097601;-0.016339
1240;1.690476;-0.181921;-2.738583;-0.140220;-1.710956;0.210659;-1.130349;-3.054354;-0.483487;1.165240
1250;-0.253825;0.881149;-1.550628;-0.234128;-3.049744;1.487039;0.852942;-0.182319;-2.200007;0.727235
1260;-1.046996;-2.392770;0.520321;-1.169606;1.289493;-0.532816;-3.657392;-0.029121;0.213647;-0.947357
1270;-1.610371;0.371116;0.770372;-2.141211;2.175578;0.007694;1.386697;-2.469212;-0.711895;0.538697
1280;-1.095565;2.294793;3.161719;1.030090;-0.616330;-0.270676;1.720603;2.136796;-1.527871;-0.387739
1290;-2.426941;-2.110406;1.850366;0.396706;-0.125471;-1.298345;-2.844939;1.174198;-1.899977;-0.184637
1300;-0.378364;-3.529870;1.123110;-1.667331;1.597634;-2.127212;-2.221906;1.592292;-1.267649;-0.333592
1310;0.053889;-6.130292;0.302475;2.838133;-1.951169;-1.750016;-1.812345;-1.658471;1.803743;2.188865
1320;-1.407167;1.442908;-1.109743;0.347615;-3.209677;-0.592452;-2.807328;5.840260;-0.082049;-0.644146
1330;-0.018942;-4.261156;0.056250;0.513476;-2.091219;-0.166756;-2.792552;-1.054778;1.799984;2.005098
1340;-1.676857;-0.342659;-1.553482;0.611635;0.482985;-1.880379;-1.647258;1.968008;-0.788127;1.742907
1350;-1.704323;-0.615305;-1.192831;-0.514931;-1.823425;-0.357713;-0.724854;0.534772;1.029314;1.560511
1360;-0.990404;-0.121000;1.678500;-1.350115;0.222726;-2.970618;-2.168644;-1.418254;0.055252;3.608369
1370;1.005462;-0.027980;0.488843;-2.029769;2.161742;-2.225849;-0.423916;2.953961;1.827998;3.324169
1380;-0.510850;2.285673;-0.721676;-0.743936;-5.016070;-1.518874;-2.433106;2.590630;0.528632;3.483275
1390;-0.776117;-1.971004;-1.844912;-1.664632;-2.521432;-2.064962;-3.277548;1.485595;2.243498;1.804831
1400;0.462003;1.070819;0.367574;-0.309099;-1.739791;-1.412468;-3.199919;-0.217538;-0.202024;0.100632
1410;-2.486253;-1.562842;1.686142;-1.761668;-4.255058;0.640634;-1.768512;0.809145;2.083624;1.560484
1420;-3.381994;2.448425;1.601295;1.305785;1.400459;-1.785146;-3.040366;-0.430738;-0.707559;2.090631
1430;0.221431;-1.101273;1.179166;-2.726154;0.840074;1.354756;-2.445971;2.038551;-1.411837;0.709495
1440;-4.641097;-2.776707;1.423267;0.711210;0.079524;0.252425;-0.422491;0.440451;-1.745212;-0.190014
1450;-1.121007;-2.428417;-2.101452;2.240236;1.252020;1.079743;-3.071097;0.496725;-1.369780;2.361146
1460;-2.110504;-0.958731;-1.302375;2.784268;-2.669293;-0.281116;0.271406;-0.957327;0.214087;-1.569340
1470;1.270981;-0.730117;-2.520842;5.385173;-2.512689;0.037020;0.488444;0.317800;-1.972389;-1.057668
1480;-4.130020;4.780250;-3.149803;0.233800;-1.911881;1.391024;-2.580801;-2.348768;-2.258478;-1.548331
1490;-2.923659;0.505083;-1.884389;1.219726;0.914527;1.555699;-1.780907;0.282529;-0.632295;0.212944
1500;-1.473572;2.230752;0.359633;-0.434806;-1.516749;3.057284;-1.874904;-0.851424;-3.446461;-0.999908
1510;-0.805103;0.993087;0.827370;-3.593820;3.826157;0.021006;-2.649868;-2.193595;-1.959913;-2.113921
1520;-1.630490;1.085817;-3.509782;-1.797965;1.853675;2.498705;-0.566422;-0.393464;-2.075158;-0.613732
1530;-4.874708;-0.075390;4.905822;-1.175372;-0.079667;3.297248;2.397465;-1.283250;0.641732;-0.302715
1540;-0.596722;-2.670148;2.604792;-0.298229;-0.163990;-1.767016;2.102132;-0.803581;1.107072;-1.177881
1550;-2.633557;-2.943528;-0.980427;0.604415;-0.006726;-0.589219;-0.934583;-1.992824;0.902069;0.278373
1560;-2.024730;-1.208214;-0.278921;1.727040;-0.197134;-0.500732;-0.048764;0.097549;0.853674;-0.699272
1570;-1.495280;1.781262;2.494866;-0.140923;-0.291282;0.668383;1.920715;-1.090116;1.631382;-3.376771
1580;-2.095080;1.234659;-2.864957;-0.312820;1.700524;-0.958829;1.634625;-3.243503;4.681313;-0.853986
1590;-2.606252;1.426596;-0.389208;0.358858;2.271701;-1.942554;1.742303;-0.742476;0.294295;-1.559425
1600;-1.054277;3.895163;-4.437829;0.476502;2.101921;0.256808;0.764773;-0.836755;0.325685;-4.216773
1610;-1.846680;1.673800;-0.862380;-0.833920;-2.487009;-2.621983;2.498485;1.456429;0.252951;-0.070743
1620;-3.790534;-1.872909;0.842065;2.161861;-2.507880;-2.136918;-0.975241;1.505307;0.382690;-0.939851
1630;1.548745;0.678555;1.491292;-1.234363;-0.124977;-2.369884;0.086226;0.038796;1.613036;-1.864388
1640;0.453000;-1.822158;2.042525;-3.274329;-3.169657;0.265623;1.969474;-0.358396;1.350293;1.837889
1650;-2.488554;1.018721;2.826626;-1.682319;-2.064513;2.087174;-2.848110;0.132374;0.689597;-4.082883
1660;1.630151;1.022435;3.784299;-0.362755;-3.219374;0.059292;-0.515377;3.001729;-1.679335;1.438246
1670;-3.816752;-0.976845;0.965656;2.522619;2.399270;1.004456;-1.608458;3.523052;0.891995;0.388986
1680;-2.710230;-1.760558;-1.199990;-1.273161;-0.161777;-2.120070;-0.546745;4.979604;-2.250244;-2.925511
1690;-2.537024;1.165408;-2.121064;1.608733;0.659340;-0.283787;1.937535;-0.331750;1.244828;-0.242640
1700;-0.608451;2.465989;-0.702372;1.530544;0.766732;-0.525074;-2.311413;4.346701;0.202174;-2.879059
1710;-3.341284;0.383910;-2.364076;-0.573444;-1.966440;3.227520;-3.053666;2.907430;0.721731;-1.396065
1720;-3.361496;-2.272271;-2.865244;-1.448013;-3.848259;2.757204;-1.496691;1.313891;-2.936649;-0.724921
1730;-4.421060;2.868190;-1.466160;-3.325138;-3.249002;3.063413;-3.137623;2.337504;-0.645954;-4.198245
1740;0.331398;0.366772;-1.024985;-1.665323;-3.337554;1.714528;-1.685084;2.092957;0.120329;-2.648622
1750;-0.455790;-2.228554;0.361767;-0.717338;-2.282037;1.032392;0.592378;1.270658;-0.405967;1.525846
1760;1.249810;-3.014702;-0.423635;0.254570;0.651484;0.623049;-1.250731;0.833876;-0.856622;1.578126
1770;-3.809749;-3.145712;0.704004;1.039662;1.886401;0.028662;1.380995;1.176873;-2.373580;0.766196
1780;1.469347;-0.361592;-0.113292;1.383195;0.343462;1.193704;-0.670433;3.306449;-0.795314;-1.670017
1790;-2.395761;-1.110413;0.507578;-0.978979;1.370826;-1.588456;1.658077;1.724375;-0.026682;1.729701
1800;-3.135626;-2.320951;1.532051;0.074728;-2.536492;0.031367;-2.216258;-1.315427;-0.379641;-2.076831
1810;-3.873950;-1.166238;3.301090;-0.620755;-2.499369;-1.363000;3.539958;1.169723;2.293960;0.694079
1820;-1.161198;-1.743120;1.347620;-2.685132;-1.807188;0.074168;-1.683012;0.820031;1.961194;-2.145956
1830;2.886731;-1.259879;-1.112549;-0.982710;-1.028419;-1.275550;-0.870098;-1.088594;-0.905236;0.830694
1840;-1.524494;-0.409439;1.662438;-0.361184;-2.116589;-4.605481;1.928139;-3.733422;-0.556547;0.656920
1850;-0.104326;0.255910;-2.658447;0.441241;0.648621;-0.663696;-1.589578;-0.144038;2.230538;0.573479
1860;-1.420812;-1.467797;-2.252360;0.334055;0.353568;-3.860573;-0.960002;-1.959584;2.219848;2.432997
1870;-1.834052;0.700407;-2.605803;2.676346;1.956060;-0.041148;0.863749;-0.852925;1.411284;-2.657502
1880;-0.745826;-1.364712;-0.719786;-0.081367;1.643008;-1.638191;-4.147718;-0.602286;1.191147;-1.599465
1890;-2.040762;-2.730607;0.630617;0.431036;1.460095;-2.762931;-2.209086;-1.059904;-0.862118;0.930662
1900;-3.527010;-0.370659;-2.252635;-2.873753;-2.252728;-2.188421;-0.198403;-0.500584;-1.180599;-0.022302
1910;-3.959114;0.040228;1.350040;-1.489590;-3.259690;-0.330761;-3.459026;-2.919648;0.789660;2.169088
1920;-1.443268;1.290586;0.409008;-0.807482;-4.501281;1.599091;-2.421727;-0.865920;-0.273468;4.882669
1930;-3.367336;2.551932;-0.887365;-2.864788;-1.432517;4.061268;-0.735651;-4.260658;-3.108060;-0.237287
