Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD];TA11 [mOD];TA12 [mOD];TA13 [mOD];TA14 [mOD];TA15 [mOD];TA16 [mOD];TA17 [mOD];TA18 [mOD];TA19 [mOD];TA20 [mOD]
740;-0.033597;0.081594;0.138121;0.380955;0.596944;-0.397718;-0.008776;-0.267450;0.197140;0.132746;0.022388;-0.042409;0.207418;-0.074445;0.061614;0.096865;0.222012;0.173760;-0.205889;-0.089938
750;0.156776;-0.324111;0.059058;0.069463;-0.103889;0.045530;0.556133;-0.140548;0.463827;-0.046349;0.096735;0.008803;0.114544;-0.002402;-0.230309;0.003204;0.158587;-0.046459;-0.479853;-0.113254
760;-0.278301;0.089574;0.205903;0.582850;0.084715;0.555790;0.157266;-0.024759;0.087865;0.708161;-0.247646;-0.052817;-0.620206;0.108028;0.502974;-0.027219;0.005607;0.417099;-0.229754;0.025703
770;0.014399;-0.158440;0.556466;-0.063895;-0.021578;0.011178;-0.255325;-0.071089;0.128614;0.062293;0.063148;0.222450;0.433887;0.291168;0.174259;0.111289;0.193863;0.128534;0.013616;-0.307809
780;-0.105558;0.063176;-0.082209;0.160522;0.088704;-0.174056;-0.068667;0.385896;-0.477978;-0.361013;0.036747;-0.107252;-0.205190;0.061632;-0.051159;-0.096870;0.104146;0.054717;0.270633;0.233630
790;0.192709;0.409625;0.139736;0.448091;-0.307664;0.609644;-0.007980;-0.102234;-0.215921;-0.021558;0.074300;0.102390;0.262230;0.163242;0.089550;-0.144898;0.148163;0.350468;0.177145;-0.223184
800;0.313411;0.322336;0.066275;0.023155;-0.242973;-0.030338;-0.285721;0.378635;0.217463;-0.554724;0.024762;0.075993;-0.300800;0.017592;-0.291104;-0.349821;0.169900;-0.029827;-0.052083;0.126112
810;-0.153568;-0.422557;0.182099;0.191673;0.119087;0.326674;-0.079826;0.704425;0.068776;0.304215;0.253303;-0.104005;-0.035287;0.063177;-0.115958;0.187212;0.063264;0.413613;-0.107406;0.148777
820;0.065576;0.045608;-0.046317;-0.332977;0.023183;-0.216404;-0.102194;-0.027154;-0.147968;0.091819;-0.137398;0.290425;0.215661;0.541672;-0.131907;-0.032004;0.330906;0.109462;0.110606;-0.087605
830;0.180605;0.118405;-0.346615;-0.062268;0.075185;-0.031133;-0.063856;0.174046;-0.073574;0.103834;0.047931;0.397633;0.246901;-0.436885;0.203859;0.065601;-0.089784;0.061072;0.161041;-0.054662
840;0.282827;0.260804;0.072638;0.177170;0.108808;0.284310;0.397649;-0.044703;-0.187281;0.309892;0.206091;0.057597;-0.372563;-0.069633;-0.060761;0.230375;0.065709;-0.091421;-0.027249;0.136633
850;0.104637;0.220054;0.253101;0.585085;-0.345841;-0.181261;-0.458287;-0.185989;0.032019;0.146917;0.344161;-0.084036;0.225724;0.160187;0.610787;0.188024;-0.021651;0.141824;0.387970;0.246859
860;-0.410767;0.379786;-0.271310;-0.038294;0.257751;0.150141;0.174913;0.142030;0.536655;0.475133;-0.282833;-0.153575;0.482037;-0.044832;0.033574;0.138509;0.175498;0.470129;-0.063326;0.182524
870;0.165603;0.903579;-0.348156;0.403984;0.072853;0.464931;-0.113434;-0.166018;0.171493;-0.002395;-0.015179;0.036016;-0.211362;0.410053;0.164670;0.115225;0.145778;0.041639;-0.112212;-0.018498
880;0.123299;-0.209580;0.371217;0.456672;-0.049654;0.401028;0.590451;0.060653;-0.109878;0.341873;0.219718;-0.425949;-0.081658;0.283442;0.159877;0.052794;0.113763;0.039229;0.383201;0.020105
890;-0.207799;0.161620;0.010380;-0.181142;-0.048839;0.195702;-0.200614;0.068633;0.260017;0.493587;-0.159001;-0.274523;-0.163374;-0.417556;0.167901;-0.161691;0.424508;-0.279373;0.204385;-0.123819
900;0.134885;0.113574;0.221185;0.146132;-0.072010;0.086274;0.094289;0.076549;-0.076264;0.318678;-0.053509;0.168076;0.164116;0.139531;0.155975;-0.058372;0.041657;0.209721;0.052127;-0.181653
910;0.278032;0.167117;-0.056699;1.045497;-0.204778;0.062269;0.061549;0.031128;-0.545426;0.051101;-0.038341;-0.186509;-0.054492;-0.239850;0.005599;0.056026;0.080893;0.462566;-0.087414;-0.130208
920;-0.008037;-0.011994;-0.130139;0.171656;0.084814;-0.344930;-0.143107;-0.377520;0.191965;-0.066256;0.365005;0.184943;0.352327;0.051370;0.144747;0.521855;0.286741;-0.144066;0.255800;0.168691
930;0.586388;0.102302;0.155706;0.094236;-0.154314;0.413506;0.117513;0.259348;0.380049;0.079044;0.531351;-0.133759;0.117728;0.264781;0.495154;-0.191312;0.190571;-0.016810;0.319104;-0.505753
940;-0.134711;0.193449;0.290502;-0.014370;-0.006395;-0.283327;0.229438;0.227433;0.001607;0.302683;-0.150974;0.219419;0.132961;0.783817;0.182255;-0.022412;-0.290793;0.148053;-0.260603;0.300521
950;-0.346191;-0.307721;0.156541;0.269175;0.159872;-0.114165;0.062374;-0.541070;0.506007;0.329766;0.335682;-0.050461;-0.045657;0.529598;-0.110399;-0.134502;-0.175460;0.253703;0.087413;0.196065
960;0.277685;0.271006;0.248242;0.241988;0.055149;-0.120525;-0.084740;0.065420;0.712707;-0.068678;0.057518;-0.109696;-0.111331;0.151680;-0.011197;0.085630;-0.413417;-0.192037;0.241268;0.364776
970;0.457837;0.282136;-0.016773;-0.051912;-0.074329;0.245788;-0.227028;-0.233872;-0.005617;-0.096637;0.278912;0.190614;0.353184;0.248013;-0.011197;-0.074431;0.137034;-0.190469;0.287850;0.541518
980;0.278382;0.066336;0.289797;0.084632;-0.067124;0.522708;0.013586;0.181100;0.524307;-0.040750;0.028768;0.094487;0.362590;0.195071;-0.015191;0.273744;0.661756;-0.002401;-0.239734;0.280385
990;0.099231;0.171857;0.272357;0.153338;0.003196;0.414132;0.473795;-0.040691;0.048069;-0.043158;0.609266;0.043269;0.043220;0.117936;0.715443;0.200091;-0.040857;-0.453875;-0.088204;0.355121
1000;-0.184767;-0.299817;-0.171716;0.344223;0.090336;-0.124485;0.262866;0.147542;0.424291;0.080812;0.090342;0.049661;0.189664;-0.087470;0.116763;0.582027;-0.021626;-0.006403;0.115395;0.009638
1010;0.430972;0.748385;-0.272350;0.406461;0.162263;-0.178812;0.002397;0.092509;0.284807;0.287989;0.207940;-0.115356;0.119285;0.162885;0.234445;-0.257875;0.113745;-0.089629;0.120230;0.437942
1020;0.121473;0.144691;-0.067909;0.148524;0.295023;-0.503693;-0.371450;0.220963;-0.057573;0.086436;0.462891;0.137831;-0.185003;0.498222;0.110410;0.132090;0.094503;0.105681;0.269385;0.247498
1030;-0.022371;0.010392;0.230989;0.127790;-0.177405;0.364803;0.045527;-0.228881;-0.099914;-0.044024;-0.076748;0.048879;0.312388;0.048944;0.293734;0.321170;0.430857;0.110470;0.154738;-0.230823
1040;0.088674;-0.188610;0.139090;0.340785;0.283768;0.469532;-0.186107;0.257656;0.126227;0.176014;0.111068;-0.129048;-0.107337;0.133168;0.069626;0.024844;0.313728;0.381908;0.309516;0.163344
1050;-0.322723;0.440405;0.165477;0.448586;0.023980;0.197190;0.329068;-0.266561;0.429896;0.205527;0.415576;0.205235;0.174724;-0.036124;0.332944;0.266944;0.388428;-0.013611;0.261336;0.440181
1060;0.225277;0.152640;0.075958;-0.006387;0.162280;0.523824;-0.019974;0.050280;-0.213192;-0.086355;0.120678;-0.257449;-0.169889;-0.146868;-0.160817;0.042513;0.035255;0.613619;0.000802;0.339682
1070;0.206037;0.453226;0.050334;0.116502;-0.314977;-0.148523;0.341217;0.656497;0.340961;0.237483;0.222964;0.226969;0.132246;-0.350672;0.377540;0.057739;0.177008;0.648424;0.821880;0.381589
1080;0.133481;0.503446;0.226905;0.331274;0.534165;0.117349;-0.303569;0.098975;0.197269;-0.457841;0.349993;-0.150036;-0.144964;0.137865;0.002400;0.040101;-0.152968;0.084951;-0.034491;0.396049
1090;-0.202983;0.035965;0.122930;0.185209;0.351894;0.063082;0.406556;0.599535;0.273922;-0.372411;-0.025569;-0.041712;0.410217;0.361200;-0.136781;0.082629;0.024034;0.184430;0.434584;0.353992
1100;-0.235744;-0.399553;0.164443;0.043081;0.175941;0.363269;0.347524;-0.226671;0.430329;0.439250;0.281419;-0.447814;0.310051;-0.156075;-0.148001;0.029680;0.338028;-0.141925;0.150689;0.164085
1110;0.054327;0.416612;0.090199;0.076640;-0.339039;0.204363;-0.211755;-0.078221;0.149298;-0.198679;0.254989;0.122740;0.084132;-0.381697;-0.020805;0.046492;0.128975;0.345454;0.242192;0.134316
1120;0.616044;-0.266935;-0.244978;0.061445;0.166342;-0.456676;0.142247;0.376656;-0.017565;0.011206;0.335704;-0.012033;0.702270;0.141545;0.151195;0.253240;-0.079295;-0.193924;0.034474;0.020087
1130;0.107905;0.131191;0.276072;0.087793;0.474970;0.054291;0.423539;-0.005586;-0.095829;0.049588;0.193425;0.053755;0.408898;0.042387;0.055237;-0.011211;0.133791;0.150581;0.209918;0.439760
1140;-0.016786;0.229732;0.287336;0.396678;-0.081560;0.320809;0.019185;0.418126;-0.056673;0.382832;0.075938;-0.137157;-0.178149;0.233500;0.104021;0.044843;0.276367;-0.202686;0.242075;-0.175195
1150;-0.405978;0.081679;-0.260172;0.282545;0.358236;-0.347909;-0.087147;0.272143;0.109381;-0.087075;0.186302;0.027266;0.081091;0.109603;0.263357;-0.058450;0.037647;0.096927;0.105006;0.162358
1160;0.370808;-0.060084;0.247297;-0.152494;-0.260747;0.178676;-0.163010;0.060646;-0.478050;-0.210785;0.095973;0.035278;0.073836;0.168734;0.115217;0.026427;0.528174;-0.111373;0.106631;-0.208815
1170;-0.275677;0.090521;0.184418;0.114940;0.125575;-0.637602;-0.035934;0.088607;-0.181242;0.108659;0.016796;0.007215;0.174160;0.294262;-0.086392;-0.026424;0.481851;0.471859;0.067311;-0.051441
1180;0.233377;-0.008808;0.438886;-0.087828;-0.287908;-0.273680;0.197254;0.238684;0.023949;-0.305136;0.120832;0.403216;-0.439507;-0.248719;-0.065611;0.148150;0.519861;-0.462992;0.238808;-0.285226
1190;0.147809;0.554545;-0.006385;-0.101386;-0.475218;0.344688;-0.086996;-0.064624;-0.048692;0.171009;0.337622;0.112244;-0.072935;0.227843;0.148032;0.313119;0.562465;0.212294;0.154689;0.446034
1200;0.092632;0.052005;0.449508;-0.137330;0.544485;-0.286444;0.162788;0.126912;-0.042313;0.107042;-0.271907;0.440120;-0.184965;0.106406;-0.216135;-0.093657;0.142057;-0.012813;-0.062489;0.143821
1210;0.558547;-0.275989;0.313745;0.042315;0.199048;0.048700;0.059837;0.060670;-0.050285;0.321091;-0.076802;0.013630;0.225722;0.123944;-0.090452;-0.008007;0.041732;0.403610;-0.314998;-0.054673
1220;0.006392;0.432142;-0.283468;-0.073460;-0.236689;0.035102;-0.091743;0.182042;0.283338;0.119851;-0.380630;-0.215591;0.265650;-0.225507;0.069612;-0.242652;0.068236;0.189727;0.321348;-0.041817
1230;0.459429;-0.108055;0.138950;-0.172411;0.088753;0.516294;0.117331;0.179585;0.252167;0.177380;0.078384;-0.030454;0.072855;-0.343005;-0.180018;0.164140;0.036112;0.108841;0.096962;0.133454
1240;0.099038;0.542859;0.174850;0.387881;0.154285;0.092603;-0.142842;0.197179;0.161301;0.083883;0.522061;0.036042;0.018411;-0.043190;-0.123985;-0.076845;0.478295;0.047998;0.294063;0.109400
1250;0.409862;0.080044;0.298011;0.094212;0.118224;0.165151;0.375919;0.073432;0.217995;-0.046305;-0.012798;0.290057;0.215320;0.204834;0.106392;0.038431;0.144421;0.003202;0.433504;-0.070022
1260;-0.051922;0.095315;-0.013578;-0.076636;0.256496;0.478288;-0.077443;0.575441;0.234049;0.420879;0.241500;0.092082;-0.203936;0.112803;0.152825;-0.008808;0.885751;0.138420;0.209927;0.136796
1270;0.222950;0.292365;-0.141402;-0.102203;0.034352;0.158065;-0.121328;-0.011972;-0.416828;0.669405;0.093559;-0.246529;0.251958;0.333662;0.236752;0.177703;0.020068;0.073603;0.233278;0.409727
1280;0.177357;-0.279620;0.174101;-0.064664;0.271570;0.079009;0.308871;0.291165;0.440886;0.398499;0.082343;0.674324;0.148777;0.307924;0.026404;-0.119281;-0.094751;-0.011997;0.400753;0.300910
1290;0.011189;-0.102559;-0.015974;0.274822;0.055920;0.772678;0.162029;0.051860;-0.075102;-0.150928;0.077547;0.695469;0.114408;0.033620;0.403925;0.220976;-0.136538;0.003199;0.024046;-0.043455
1300;0.415787;-0.092913;0.177328;0.313245;0.143071;-0.052681;0.165185;-0.166765;-0.084650;0.441887;0.079916;0.750313;0.066446;-0.095220;-0.160831;0.251289;0.307495;0.220057;0.292522;0.403007
1310;-0.142378;0.425194;0.710902;0.305310;-0.095856;-0.679268;0.268989;0.464193;-0.476922;-0.384308;-0.231020;-0.047210;-0.045638;0.046397;-0.087177;0.245778;0.422380;0.323301;-0.023244;0.145636
1320;-0.019203;0.183364;0.121414;0.099128;0.142213;0.126098;0.188267;-0.086975;0.131817;0.217387;0.087939;0.271307;0.230551;0.067173;-0.149627;0.007206;0.459110;-0.245613;-0.129030;0.097322
1330;0.044803;0.304083;-0.150950;0.204602;0.343534;-0.077447;-0.372503;-0.194698;0.047935;0.485936;0.018394;0.420095;0.129634;0.124738;0.174437;-0.092876;0.102670;0.019205;0.040879;-0.011261
1340;-0.064043;0.368896;0.644061;-0.315734;0.113464;0.114959;0.192348;0.031921;-0.180551;0.327132;0.431143;0.095254;0.145716;0.516718;0.187255;0.103352;0.214009;-0.216954;-0.232525;-0.176100
1350;0.176157;-0.021598;-0.143049;0.278936;0.010386;0.121289;0.300984;-0.057447;0.187738;-0.145525;0.055197;0.056032;0.125723;-0.151138;0.452288;0.037648;0.183499;0.043226;0.047288;0.110186
1360;0.156830;0.402969;0.259912;0.170188;0.256448;-0.141350;-0.005587;0.296073;0.099769;0.040774;-0.122439;0.305062;0.071272;-0.459205;-0.090448;-0.070483;-0.252405;0.026414;-0.109090;0.122277
1370;-0.144841;0.007196;0.296909;0.423403;0.035150;0.051117;-0.264232;0.407027;0.398481;-0.092719;-0.062440;-0.027229;0.241070;0.307000;0.082481;0.161040;0.600724;0.067211;0.313603;0.305015
1380;-0.142363;0.056750;0.004004;0.290947;0.128637;0.466418;-0.019951;0.071803;0.789549;0.171022;0.188988;-0.096107;0.358644;-0.135994;0.939999;-0.332359;0.300374;0.292958;0.303175;0.119197
1390;0.360739;-0.137476;-0.084034;-0.093476;0.245192;-0.047922;-0.043913;0.550774;0.305746;0.304368;0.188260;0.594198;-0.357890;-0.065591;-0.237037;-0.086515;0.398221;-0.387431;0.012830;-0.080508
1400;-0.051192;0.058363;0.311214;-0.057518;-0.086270;-0.132541;-0.141235;0.167571;0.493506;0.423530;0.187420;0.233728;0.192216;0.048029;-0.132901;0.293849;0.023229;0.124785;0.133149;0.201252
1410;-0.482899;0.254240;-0.366068;0.333151;0.221274;0.087845;0.168422;0.189933;-0.208262;-0.171747;0.122523;0.138433;0.106499;0.005603;0.026412;0.215422;0.394091;0.083208;0.631416;0.291450
1420;0.087989;1.143890;0.053525;-0.154949;0.123817;0.181142;0.237000;-0.247511;-0.106151;0.141437;-0.242599;0.112104;0.426213;0.324950;0.474424;-0.192888;0.518217;0.146452;0.495871;0.434564
1430;0.388838;0.363000;0.178919;0.526386;0.183709;0.221854;0.243346;-0.007186;0.308110;0.135055;0.216096;0.215296;0.385388;-0.019213;0.269655;-0.018398;0.139397;0.236030;0.237411;0.486717
1440;-0.129533;0.390109;0.500906;0.365726;0.238820;0.261821;0.003988;-0.088652;0.032724;0.010386;0.056827;0.008799;0.080913;0.359907;0.283252;-0.119259;0.322920;0.038411;0.173239;0.092499
1450;0.079161;0.331021;-0.071100;0.326511;0.299523;0.007986;0.280646;0.059929;0.283346;0.118303;0.248969;0.205542;0.026426;0.187997;-0.418631;0.222523;0.169889;0.204868;-0.064984;0.311260
1460;0.178249;0.045552;-0.222071;0.213180;0.287618;-0.107733;0.125238;0.573005;0.329678;-0.194143;0.091266;0.000000;0.170667;-0.079205;-0.101680;0.206510;0.282790;-0.042428;-0.181221;0.464793
1470;-0.068760;-0.358871;-0.274698;-0.024759;0.703768;0.023150;0.454710;-0.020788;0.267248;0.138225;-0.072115;0.199322;-0.119387;0.004000;0.257019;-0.064828;0.027240;-0.316154;0.247015;0.489630
1480;0.044768;-0.379596;-0.138166;0.007187;0.011177;-0.057443;0.305649;-0.038376;0.075833;-0.132681;-0.216294;0.137638;0.732013;0.250431;0.108120;0.334414;0.382964;-0.162488;0.139542;0.091631
1490;0.023173;-0.021585;0.416271;-0.221999;-0.348326;0.090967;0.014365;0.290087;0.145297;0.273254;-0.035244;0.291512;0.320299;0.101574;0.022423;-0.091206;0.404690;0.338511;0.077036;0.700050
1500;-0.125550;0.209486;0.472537;0.424097;-0.124633;0.260138;-0.101315;0.139771;0.255340;0.181528;0.663121;0.416249;0.152105;0.455285;-0.032840;-0.007204;-0.383629;0.076832;0.143486;0.117343
1510;0.399660;0.510099;-0.030437;0.375255;0.003194;-0.146838;0.259406;0.116563;0.026344;-0.068718;0.155266;-0.054447;-0.012010;-0.014400;-0.124182;0.157714;-0.135341;0.100876;0.234086;0.252475
1520;0.235796;0.044783;0.325100;1.077259;-0.272299;0.486548;0.124472;0.288871;0.213892;-0.228642;0.449278;-0.014408;0.021613;-0.032802;0.273004;-0.227294;0.141803;-0.027208;0.048120;0.205743
1530;-0.015186;0.348102;0.275234;0.241236;-0.248527;-0.315993;0.103770;0.244204;0.054265;0.108722;0.552428;0.033640;-0.033617;0.077581;0.299716;-0.051209;-0.402070;0.253010;0.017639;-0.071546
1540;0.000000;-0.006401;-0.237216;0.400136;0.032769;-0.064608;0.007982;0.334554;-0.147661;0.158225;0.319704;0.158614;0.637938;0.625691;-0.008816;0.162505;0.176956;0.428340;0.194011;0.098880
1550;0.188635;0.519569;-0.194217;-0.106968;0.090335;-0.155537;0.122901;0.199599;0.015168;0.058323;-0.147891;0.332373;0.163990;0.139213;0.177848;0.253830;0.078502;-0.099255;0.152362;0.082795
1560;0.412455;0.514136;0.302239;0.167649;-0.012788;0.409878;0.134882;0.233097;0.063848;0.137347;-0.029572;-0.196255;0.138424;-0.054419;0.234812;0.272251;0.305158;0.066405;-0.218915;-0.004821
1570;-0.060775;0.108167;0.114169;0.384733;-0.294064;-0.305699;-0.211460;0.125331;-0.736610;0.030354;0.290105;0.140256;0.032821;0.196122;-0.208427;0.162562;0.088173;-0.079236;0.002406;0.210599
1580;0.147221;0.239492;0.096259;0.109330;0.075091;-0.087770;0.129240;0.190001;-0.283411;0.278741;0.084711;0.217957;0.072044;-0.326489;-0.043294;-0.060088;0.268425;0.370408;0.326412;0.245102
1590;0.005604;0.185099;0.267737;-0.033537;0.087916;-0.123689;0.356783;0.383896;0.480769;-0.087067;0.120683;0.021629;-0.136883;-0.214522;0.375890;0.392032;0.071300;-0.104819;0.024860;0.010453
1600;-0.355634;-0.021634;-0.147978;1.063814;0.274043;-0.278487;0.018347;0.013566;-0.234714;-0.383412;0.260501;-0.110547;-0.139246;-0.133656;-0.407107;0.004815;0.054475;0.094429;0.083399;0.282244
1610;0.067321;0.097757;-0.162075;0.372957;0.051147;0.155639;0.121310;-0.043885;0.185237;-0.108620;0.149475;-0.010409;-0.159276;0.215312;0.125814;0.189916;0.125010;-0.004001;0.333693;0.145575
1620;0.252307;0.068137;0.079309;-0.222815;-0.084701;-0.201155;0.415805;0.306414;-0.618785;-0.142141;0.044761;0.059248;-0.137708;-0.160121;-0.489478;0.255014;0.350793;0.237602;0.438583;0.292006
1630;0.758898;0.226895;0.102420;0.285055;-0.043956;-0.461508;0.210762;-0.170760;-0.023952;0.345172;-0.285324;0.072022;0.389989;-0.030431;0.559877;0.394529;-0.076102;0.140884;0.018445;0.018502
1640;-0.215263;0.284480;-0.059151;0.222680;0.051148;0.013567;0.418378;0.049479;-0.477478;0.075086;0.139870;-0.095240;0.024025;0.260119;0.276308;0.254875;0.322775;0.164917;-0.241246;-0.252430
1650;-0.095163;0.312356;-0.067962;0.004790;-0.189436;0.286600;-0.315259;0.242558;0.010394;-0.037545;0.352573;-0.100028;0.139445;0.354480;-0.096116;0.501089;0.068067;-0.130455;0.286278;-0.004023
1660;0.288622;0.340308;-0.015984;0.276118;0.614549;0.189178;0.076661;-0.280167;0.100022;-0.103864;0.231061;0.264982;-0.429423;0.535292;0.177780;0.258855;-0.184191;0.269736;0.112340;-0.027339
1670;-0.133522;0.128905;0.104776;-0.092628;0.041563;-0.287309;-0.002396;-0.073431;-0.005607;-0.031961;-0.169577;0.076853;0.252996;0.152826;0.101692;0.068370;0.509249;-0.106475;-0.158008;-0.041019
1680;0.421197;0.086444;0.031201;-0.041486;0.298095;0.200319;0.185340;-0.046292;0.114632;0.228482;0.148656;-0.091255;-0.213754;-0.144075;0.130482;0.291167;0.527084;-0.055238;0.079377;-0.153660
1690;0.043983;-0.104919;0.445964;-0.181225;0.506882;0.033510;-0.092599;-0.126970;-0.331349;-0.166213;0.079176;0.020007;0.197801;0.088891;-0.181702;0.313343;0.153057;0.113685;0.269733;0.033776
1700;0.006396;0.072063;0.047313;0.047905;-0.469190;0.077400;0.078200;0.246653;1.204276;-0.064732;0.032791;-0.068853;0.439441;0.034431;0.179304;0.330884;0.217938;0.177778;0.180608;-0.021714
1710;0.175935;0.296228;0.286266;0.097439;0.069574;0.523468;-0.226646;0.197230;0.317331;-0.047156;-0.036000;0.096060;-0.022417;-0.050456;-0.324072;-0.030439;-0.360915;0.013620;0.206261;0.286386
1720;0.011993;0.100810;0.086236;-0.016775;0.349606;0.438951;0.023942;-0.019160;0.312848;-0.261379;-0.165600;-0.113679;-0.002401;0.306893;0.036010;0.110515;0.404284;0.319543;0.325778;-0.168095
1730;0.314308;-0.023197;0.192214;-0.035959;-0.060798;-0.030339;0.254608;0.306426;0.075137;0.088789;0.216733;-0.021620;0.200992;-0.254045;0.135240;0.325171;0.423865;0.286027;0.335503;0.086877
1740;-0.121611;0.077545;-0.075886;0.311804;-0.011200;-0.031929;-0.242627;0.255533;-0.561770;0.823694;-0.116037;0.231386;0.050432;-0.149040;0.072052;0.037637;0.303455;-0.216303;0.328947;-0.074758
1750;0.790575;0.165473;0.233560;0.120704;-0.593340;0.596545;0.193144;-0.111744;-0.061492;-0.192789;-0.175338;0.362622;0.177663;-0.025643;0.611606;0.088913;0.353377;0.157814;0.028883;-0.022514
1760;0.178449;-0.140759;0.264052;0.388577;-0.163875;0.220409;0.238577;0.157173;0.330686;0.286239;0.365006;0.418673;0.407217;0.163445;0.489116;0.128159;0.177338;0.303447;0.206103;-0.108505
1770;0.069629;0.100794;-0.002401;0.143938;0.087094;0.025572;0.266504;-0.045495;0.032757;0.034428;0.318645;0.174562;-0.027213;-0.193825;0.039226;-0.044038;0.016042;-0.004003;0.379569;0.067546
1780;-0.043216;0.134425;0.215729;-0.143106;0.466714;0.138999;-0.363950;-0.036710;-0.150955;0.471752;-0.136032;-0.205797;0.221645;0.198458;0.634111;0.036041;0.054498;0.337718;-0.314396;-0.029743
1790;0.254562;-0.212815;0.164495;0.178263;-0.010383;-0.593978;0.130940;0.221946;0.736481;0.465602;0.233009;-0.310621;-0.060810;0.373863;0.139283;-0.108950;0.096164;0.365016;0.145214;0.552209
1800;0.457163;0.163994;0.345874;-0.080696;0.054307;0.375924;0.453403;0.347285;-0.321132;-0.067321;0.088768;0.568382;-0.174401;0.322580;0.426561;0.346006;0.139389;0.067244;0.062583;-0.053858
1810;0.359513;-0.068041;-0.064665;0.468152;-0.246819;0.366437;0.502157;-0.065480;-0.108637;0.064944;0.067970;0.261024;0.200069;0.337874;0.190506;0.443862;0.254057;0.032833;0.235891;0.149503
1820;-0.091289;0.068001;0.105366;0.399608;0.539189;-0.004789;0.210752;0.210683;-0.518494;0.884757;0.556571;0.181681;-0.191198;0.085611;-0.709947;0.135378;0.108156;0.046434;0.143550;0.155896
1830;-0.314527;0.294526;-0.029547;0.155871;-0.206134;0.540276;0.260218;-0.013570;0.144629;0.258728;0.068770;-0.197636;0.343185;0.122407;-0.008004;-0.351782;0.067325;0.211379;0.054558;0.342395
1840;-0.167999;0.376873;0.431295;0.053550;0.397848;-0.090905;0.347021;0.130869;0.167002;-0.020009;0.039160;0.056024;0.221570;-0.199135;-0.078376;0.068131;0.054506;0.109699;0.048118;-0.002411
1850;0.128767;-0.053615;0.064667;-0.058375;0.165337;-0.199437;0.449498;0.195434;-0.067122;0.268855;-0.067167;0.028023;-0.057614;0.216817;0.530561;0.243718;0.321969;0.128114;0.209301;0.167140
1860;-0.051999;-0.180900;0.095828;-0.012793;-0.000000;0.004787;-0.047100;0.025543;0.001597;0.242373;0.100740;-0.071224;0.364736;0.192854;0.238321;0.093081;0.003204;0.344941;-0.108256;-0.119762
1870;0.441387;0.265062;-0.013573;0.133643;0.224427;0.019153;-0.154027;-0.100549;0.027164;0.387810;0.014392;-0.095252;-0.095170;0.399267;0.319989;-0.011238;-0.101675;0.040011;-0.149168;0.765127
1880;0.372574;0.200198;0.335168;-0.189806;0.177302;-0.131670;0.195570;-0.149200;-0.119791;0.444329;0.149478;0.068115;-0.020803;-0.025604;0.414426;0.136629;0.376279;0.063236;0.222964;-0.134201
1890;0.217544;-0.330005;-0.288880;0.077758;0.305914;-0.165219;-0.201932;-0.356656;0.074260;0.114275;0.007994;0.160238;0.016808;0.018407;-0.148043;0.149580;0.180951;0.426000;-0.179746;0.101260
1900;-0.412546;-0.044029;0.274582;0.060952;-0.087846;0.167548;0.071021;0.161991;-0.110203;0.184574;0.043998;-0.084150;0.564852;-0.212091;0.307210;0.121553;0.279519;0.465345;0.064233;-0.028132
1910;-0.075959;0.273107;0.105362;0.184491;-0.136560;0.411201;-0.422020;0.247301;-0.289122;-0.235768;0.084816;0.199611;0.026398;0.300899;0.140041;0.186895;0.259432;0.152936;0.093155;0.080378
1920;0.081565;-0.744932;-0.300927;0.158787;0.313658;0.016768;0.461129;0.115670;-0.002395;0.107871;-0.073628;0.187615;0.236739;0.064010;0.207207;0.116103;0.122488;0.181924;-0.217612;0.360875
1930;0.188710;0.467922;-0.049497;0.333364;0.083829;0.208437;0.367127;-0.305531;-0.093419;0.261297;0.121635;-0.136277;0.232038;0.211248;0.443280;-0.002421;0.340331;0.246796;0.097952;0.072332
1940;-0.012795;-0.392547;0.421471;0.468409;0.408477;0.265801;0.115686;-0.504305;0.110968;-0.283639;0.321598;0.466682;0.295266;0.305662;-0.016003;0.117940;0.060841;0.080937;-0.056989;-0.069160
1950;0.150324;0.045675;-0.105371;0.008803;0.145271;0.582168;-0.082984;0.027941;0.184389;-0.011987;0.096794;-0.127414;0.128003;0.032010;0.264858;0.095354;0.648662;-0.032030;0.110006;0.269406
1960;-0.646791;0.478232;-0.181227;0.150448;0.033529;0.030331;-0.113361;0.242723;-0.093430;0.121428;0.096810;-0.374873;0.211909;0.264814;0.356091;0.193122;0.040023;0.233761;0.267169;0.033784
1970;-0.119091;-0.189895;-0.251417;-0.053609;0.135688;0.009582;0.122139;-0.059138;0.395187;0.067097;0.001601;-0.012811;-0.093623;0.005599;0.340241;0.288606;-0.318032;0.188180;0.318620;0.009653
1980;0.141538;0.570366;0.201948;0.087221;-0.543004;0.185226;-0.042319;-0.163905;0.592597;0.180593;-0.019201;0.105659;0.145654;0.235142;0.016009;0.101056;-0.048069;0.424303;0.756958;0.114262
1990;-0.039983;-0.009614;0.146827;-0.191192;-0.205227;0.096602;0.563651;-0.082369;0.198818;0.142370;-0.013606;0.561709;0.506822;0.186337;0.012801;0.179387;-0.071325;0.461759;-0.001605;-0.218114
